Gene	RNA_FC	Chip_FC
ap1s1(1of2)	-0.457010625	-1.139068993
ap1s2(1of2)	-0.63047177	0.483994185
ap2a2(2of2)	1.519349616	-0.49843945
ap2m1	-1.046888434	0.459623999
ap2s1(1of2)	-1.837959321	0.368814326
ap3m2	-0.979751396	0.547239126
ap3s2	-0.549385332	0.900849736
ap4m1	-0.917543263	-0.315373246
ap5z1	0.661409268	-0.351891697
apba2(1of2)	1.135068617	-0.299065784
apbb2(2of2)	1.062013392	-0.481230375
aph1a	0.94292173	0.517139434
api5	-1.340474075	0.490562419
apoe(1of2)	1.716616169	1.07737126
apol3(3of3)	0.755039749	-0.748167595
apol6	-0.994263005	-0.509862936
apopt1	3.635711674	0.346668178
arap2(1of2)	0.983463783	-0.618995555
arf1(1of3)	-0.351221754	0.391455752
arf1(2of3)	-2.19071711	0.876227595
arf6(1of3)	-1.820725867	0.604222408
arf6(2of3)	-0.714132549	0.395016301
arfgef1	0.512253499	-0.387736707
arhgap10	0.328577495	-0.285974487
arhgap17(1of2)	0.521201855	0.308352087
arhgap35(2of2)	0.567855311	-0.639554422
arhgap39(1of2)	0.658616144	-0.445384604
arhgap5	0.279913665	-0.495688069
arhgap9	1.179636155	-0.580102943
arhgef12(2of2)	0.612317746	-0.511159998
arhgef3(2of2)	-1.193231235	-0.511227206
arhgef40(1of2)	-0.960929331	-0.319773755
arhgef9	-0.561524921	-0.407310496
arid5b(2of2)	-1.346900943	-0.53582035
arl1	0.476743814	0.424619921
arl14ep	-0.781328982	0.396395147
arl2bp	-0.72733689	0.529737956
arl3(2of3)	-1.421793829	0.514126608
arl4a	0.684374039	0.347277393
arl4c(2of2)	0.666647522	-0.866005183
arl5a	1.63991767	0.375822878
arl6ip1	-0.952612492	0.452330872
arl6ip5(2of2)	1.79488598	0.575038529
arl8b(2of2)	0.636234285	0.424830654
armc10	-0.709100643	0.453644127
armc9	-0.672889279	-0.323960235
arntl(2of3)	-0.855267104	-0.527528205
arpc4(2of2)	0.616415729	0.275029829
arrdc1(1of2)	0.816658325	-0.707657304
arrdc3(6of8)	3.170598884	0.611460001
arsi(1of3)	-2.841728312	-0.697384648
asb13(1of2)	1.785196134	0.387763092
asb13(2of2)	0.438105441	-0.28260638
asb2(3of3)	5.698130748	0.563259152
asb8	0.746698577	0.463806869
ascc3	-1.523435099	-0.518944616
asphd2(1of2)	1.443787303	-0.411489051
asrgl1(2of3)	0.516381974	0.547727631
astl(1of9)	-3.731308176	-1.80672459
atad3a	-0.669444662	0.485621249
atf7ip(2of2)	-1.575271696	0.377770329
atg101	1.540781574	0.317925631
atg14	1.843354961	0.888358736
atg16l1(1of2)	0.464573221	0.297850328
atg2a	0.710178275	-0.36258372
atg2b	0.274238425	-0.311194441
atm	-1.277327418	-0.458040436
atmin	1.261809546	-0.895562231
atp10a	-0.865554692	-0.545131158
atp10d	-1.514282544	-0.508630338
atp13a2	0.869311056	-0.410634201
atp1b1(1of2)	0.337453099	0.401929648
atp2a1(1of2)	1.993999085	-0.726638297
atp2a2(4of4)	1.357265945	-0.549615573
atp2b3(1of2)	0.64134945	-0.388080606
atp5b	-1.861366934	0.427296433
atp5g3(1of2)	-1.241123077	-0.556462164
atp5j2	-0.622252356	-0.543252056
atp5o	-0.596874834	0.320494464
atp6ap1(1of2)	-0.780990129	0.668985332
atp6v0b	0.653878641	0.670460137
atp6v1c1(3of3)	0.655414324	0.397606924
atp6v1d	1.33998531	0.283160969
atp8a1	-0.857926654	-0.533742728
atpaf2	-0.796282156	0.708643392
atpif1(1of2)	-1.47274269	0.441038901
atrx(2of2)	-1.685712794	-0.279750177
atxn3	0.768813287	0.38851851
atxn7l3(2of2)	-0.618335051	0.311349093
aurkb	-2.677971074	0.50459591
axin2(2of2)	-0.840308475	-0.418475409
azin1(2of2)	1.465733303	0.413866098
b3galt6	0.75852745	0.500520902
b4galnt3	-0.33580471	-0.351096481
b4gat1	0.761705013	0.384512437
bach2	0.796804867	-0.455741561
bag1	1.388398438	0.445899021
bag2	0.38878461	0.320106837
banf1	-2.038392449	0.373318398
banp	1.801442437	0.281165434
bard1	-3.749266084	-0.729849915
bax(1of4)	1.357712225	1.502728069
baz1b	-2.101466433	-0.35309295
baz2b(2of2)	-0.673228789	-0.858387169
bbs5	-0.997875908	0.437258063
bcap29(2of2)	0.503680012	0.579738768
bcar3(1of2)	1.118664166	0.390570207
bcas3	1.212273671	-0.536867148
bcat1	-0.989515385	-0.384869306
bccip	0.496421298	0.618552711
bcdin3d	0.640091046	0.286034873
bckdha	-0.306086784	0.376072775
bcl2l1(1of2)	1.648772018	0.466420735
bcl7b	0.683032283	0.467883094
bcr(1of2)	0.52963848	-0.387125094
becn1	1.997759205	0.462612258
bet1l	0.505246421	0.317845603
bfar	0.372660437	0.589367314
bhmt(2of2)	4.634119172	1.031701573
bin1(2of2)	2.955396646	-0.421162611
birc6(1of2)	-1.229174403	-0.370533468
birc6(2of2)	-1.396368621	-0.363759252
blcap	0.43562085	0.457584074
blmh(1of2)	-1.246310245	-0.45260377
bloc1s2	-0.625323173	0.445701554
bloc1s3	1.740633531	0.404878321
bloc1s4	0.55030921	0.558452162
blvrb(2of2)	2.302093135	0.461138162
bnip3(1of2)	2.633810563	0.331936632
bnipl(1of2)	3.06235814	0.43593495
bod1	1.265344574	0.621826304
bod1l1	-1.558112698	-0.429012341
bola1	0.803497131	0.486764915
borcs5	0.736699459	0.408468172
borcs6	1.637363966	0.40559423
bpnt1	-0.98387571	-0.598131776
bptf(1of3)	-0.425421468	-0.60865761
brca2	-1.116072494	-0.604893078
brd8(1of2)	0.297272862	-0.645528228
brf2	-0.330794138	0.413489112
bri3	1.744192155	0.440613057
brms1l(1of4)	0.446541679	0.581330204
brox	0.461406624	-0.290472726
brsk1(3of3)	1.066224109	-0.409678369
bsg	-0.356939112	0.477516416
btbd1	-0.356372266	0.428302664
btg4(1of2)	1.087636702	0.718214987
bub1(1of2)	-3.43133927	-0.577465117
bub3	-1.775920609	0.439710231
bzrap1	0.765793285	-0.352102436
c10orf54	1.918880376	0.491402692
c11orf68	1.213044388	0.4442883
c14orf28	0.936309667	0.709847754
c16orf58	-0.408816689	0.552828905
c17orf75	0.597470533	0.32666423
c18orf21	1.636638929	0.491764709
c18orf25	1.05924085	-0.292443157
c19orf47	-0.98841204	0.54849246
c19orf60	0.412074697	0.327934622
c19orf70	0.55613506	0.468573579
c1orf106(1of2)	0.491846217	0.487568778
c1orf174	2.241658337	0.330370412
c1orf198	0.552196571	0.571157687
c1orf216	2.242995683	-0.434248689
c1qbp	0.717251221	0.580989583
c20orf27	-2.16475285	0.519884902
c21orf59	0.515873521	0.382679345
c2orf72	-1.420275398	0.600472567
c3orf17	1.291423941	0.353549699
c3orf18(3of3)	2.999930801	0.802829989
c3orf33	2.951589362	0.283528492
c3orf58	-0.421655802	0.354593839
c6orf118	2.140994249	-0.798093138
c6orf136	2.068864823	0.399549171
c7orf73	-0.596649985	0.475823749
c8orf76	-1.400892561	0.506998212
c9orf64	-1.588196707	-0.706766428
c9orf78	0.61947895	0.347535954
cab39l	-0.449116016	0.308898734
cacna1f	3.101825058	-0.407082474
cacybp	-0.336126504	0.471156858
cadm2(3of3)	0.368599574	0.355015033
cadm4(3of4)	0.791095523	0.893776005
calm3(1of4)	-1.602693834	0.337797434
calm3(2of4)	-0.606825561	0.481090963
calm3(4of4)	1.420880507	0.327847794
calu(2of2)	-1.721857336	0.53378986
camkk2	0.525907731	-0.962351718
camta2	1.408115616	-0.452172638
capza2	-0.337362246	0.381744107
capzb	1.272288763	0.470051955
carhsp1	1.317081957	-0.816889458
carm1	-0.484928011	0.394375851
cartpt(3of6)	3.449071945	-0.562769329
caskin1(1of5)	0.951293765	-1.004976464
casp3(2of2)	-1.104487619	0.567459075
cbarp(1of2)	-3.33850292	-0.876283916
cbs(2of2)	1.021489699	0.481393445
cbwd1	-0.767609572	0.346540415
cbx2(2of2)	0.843606072	0.585597208
cbx3(1of2)	-1.779559955	0.382601249
cbx7(1of2)	4.834873736	0.678931378
cc2d2a	-2.235454941	-0.342780562
ccbe1(2of2)	0.945020008	-1.734967385
ccbl1	-0.588918598	0.572269216
ccdc126	2.072892658	0.325261184
ccdc149(1of2)	0.812743916	-1.240467365
ccdc158(1of2)	-0.777197376	-0.444457759
ccdc39	1.354648225	-0.449355038
ccdc64b	3.1839864	0.581827056
ccdc71	0.741761324	0.501001189
ccdc88a(3of3)	-1.230904842	-0.432165246
cchcr1	-0.521290735	-0.658569429
ccnd2(1of4)	-0.975135793	0.499473695
ccnd2(4of4)	-0.718939859	-0.471482041
ccsap(1of2)	0.552812681	-0.443207158
ccsap(2of2)	-0.825306862	0.403560879
ccser1	1.68863728	-0.648667323
cct6a	0.500384925	0.482552064
cd164	0.614851761	0.296527695
cd302	1.585485329	0.495045306
cd48(1of2)	-0.665995363	0.484347129
cd63(2of2)	1.051490308	0.415806887
cd81(2of2)	0.382775856	0.374806005
cd9(1of5)	-1.86855727	0.538732165
cd9(4of5)	0.528471114	0.716770549
cdc123	0.900009231	0.659320014
cdc42(2of4)	-0.678981093	0.414396815
cdc42ep4(1of2)	0.441982936	0.640637226
cdca4(1of2)	-0.606718307	0.532301985
cdca4(2of2)	0.845509008	0.669419698
cdca7(1of2)	3.447312914	0.896227687
cdh1	-1.631410651	0.357897551
cdip1(2of3)	1.201704484	0.376294616
cdk19	2.386473726	-0.464751997
cdk2ap2	-1.720239206	0.485599199
cdk4	0.750253714	0.502434278
cdk5	0.358952793	0.642388253
cdk5rap1	1.718307165	0.343085689
cdk6(1of2)	0.289588753	0.626745497
cdk7	-0.573620406	0.407272528
cdk9	-1.101740639	0.704308074
cdkal1	0.891764108	0.375982391
cdkl1(1of2)	3.083120598	0.790834614
cdkn1b(1of3)	4.249861257	0.667188064
cdkn1b(2of3)	1.369042776	0.497271341
cdkn1b(3of3)	0.748924065	0.328791938
cdkn1c(1of2)	-0.355906696	0.420693643
cdo1	3.683446343	0.57538721
ceacam5(3of3)	-0.631868343	0.59316599
cebpd	2.548642512	0.45192072
celsr2(1of2)	-2.5640647	-0.486375814
cenpf(2of2)	-6.3547209	-0.844512675
cenpn	-4.944450865	1.183849027
cep104	1.100942898	-0.357561848
cep57(1of2)	0.397860947	0.333919746
cep78	-1.290745908	-0.509601989
cep89	1.695060345	-0.563181043
cep97	0.633669765	0.4053487
cerk(3of3)	-0.703908682	-0.513570975
ces1	-1.153814501	-0.724613043
cetn3	-1.352820098	0.392632275
cfap52	3.081665244	-0.426036212
cfap57	1.667480504	-0.502935203
cfdp1	0.564330892	0.336732197
cgn(1of2)	0.578045127	-0.38784889
ch25h(5of5)	1.383454278	-0.503580054
chad	4.729177925	0.760227485
chchd3(3of3)	0.37341957	0.460497247
chchd4(1of2)	-0.949739552	0.435547394
chd6	-0.816138184	-0.704413639
chmp2b	-1.038827839	0.412110209
chmp5(1of2)	1.500633348	0.425416399
chodl	1.476049475	0.349457182
chordc1(1of2)	2.438259628	0.437650611
chrnb1(1of2)	2.081270688	0.557516358
chst10	0.858640179	0.527357332
chst15(1of2)	0.899798107	0.480718391
ciao1	-1.756478397	0.473406858
ciapin1	0.836365869	0.452196655
ciart(1of3)	0.70717503	0.461972287
ciart(2of3)	2.370241331	0.434219127
cic(1of2)	0.860423585	-0.662818228
cilp2(2of3)	-5.648989347	2.846490022
cilp2(3of3)	-7.631356822	2.342122985
cipc(1of2)	1.071392269	0.725199137
cirbp	-0.525471157	0.385028095
cisd3	-1.408190903	0.413338289
cited2(1of2)	1.063923965	0.333046503
cited2(2of2)	0.464347729	0.631338209
ckm(1of2)	3.975841446	0.38807378
ckm(2of2)	1.354231797	-1.288457936
clasp1(3of3)	0.609292088	-0.316289772
clasrp	0.534882291	-0.33412057
clcn6	0.796996209	-0.318491941
cldn12	0.423654187	0.573382767
cldn23(2of2)	0.943661265	0.712595086
cldn4(10of19)	0.678678593	0.551577746
cldn4(11of19)	2.237316924	0.514235808
cldn5(1of2)	-0.931876273	0.369320842
cldn7(1of2)	-1.344289025	0.826442823
clic4(1of2)	-0.895816161	0.518797927
clic4(2of2)	0.861844359	0.801479724
clip2	-0.78757812	-0.485981627
clip3	2.996100626	-0.519082177
clu	1.899135034	0.385013652
cmtm3	0.853700168	0.341002562
cmtm4(2of2)	-0.807243583	0.522743561
cnbp	0.477560859	0.590211231
cndp2	0.593436522	0.418181816
cnep1r1	0.589420309	0.352369779
cnih1	-1.575788283	1.050214531
cnih4	-1.448559995	0.43553206
cnksr1	0.964034381	0.328711743
cnksr3(1of2)	-0.644088539	-0.430322809
cnn1	2.143100831	-0.684098923
cnn3	0.407267254	0.384478516
cnot10	0.688276397	0.322615725
cnot2(1of2)	0.288553453	0.384007365
cnp	0.433102579	0.547057878
cnppd1	0.714916551	0.292738221
cnpy2(1of3)	-0.778568451	0.435714144
cntn1(1of2)	1.408964312	-0.424441739
cntnap1	-1.655458149	-0.757942473
cntnap2(1of2)	-1.216619567	-0.476106764
coasy	1.102166681	0.468223837
cog2	1.583302986	-0.412564362
col11a1(4of4)	-4.980611879	-0.623617824
col12a1(1of2)	-1.639780737	-0.42267146
col12a1(2of2)	-3.902365078	-0.72322818
col13a1(1of2)	-1.4528782	-0.592022017
col13a1(2of2)	-1.479506913	-0.531068138
col15a1(2of5)	-2.320006418	-0.472631972
col17a1(1of2)	0.603778018	-0.4566062
col19a1	-0.613674119	-0.53929488
col1a1(1of2)	-0.865497582	-0.437451582
col1a2(1of4)	-1.862280877	-0.561397078
col24a1(4of4)	-1.269809578	-0.449115021
col26a1	-2.877237008	-0.573506473
col27a1(2of4)	1.046242176	-0.476639759
col28a1(2of5)	-3.262900177	-0.83271183
col2a1(3of3)	-3.724495711	-0.417003588
col7a1(2of2)	-3.361288334	-0.547535057
col9a3(1of2)	-4.170959747	-0.410984319
col9a3(2of2)	-5.677233345	-0.993395036
colgalt1(1of2)	-0.300431568	-0.295840519
commd3	1.670510351	-0.427887554
comt	1.832244246	0.536205681
cope	-0.460338826	0.423249841
cops5	1.66035304	0.304544622
cops6	-1.36549388	0.549051242
coq10b(1of3)	0.353193803	0.309257186
coq3	1.106946316	0.648405031
coq4	-0.69391285	0.530550012
coro1c(3of3)	-0.759182102	0.326660399
cox15	0.670364456	0.566917112
cox4i1(1of2)	-4.008080662	-0.772761378
cox5a(1of2)	-1.732805109	0.422551666
cox6a1(2of2)	1.745084558	3.179840075
cox6b1(2of3)	1.904102013	0.315895238
cox7a2l	2.012974109	0.398074856
cpne5(1of2)	-1.3488061	-0.423218414
cpsf4	-0.35741238	0.718516311
cpt1a(1of4)	0.362653569	-1.657771039
cpt1a(2of4)	-1.139979385	-0.40323505
crabp2(1of2)	-2.30606723	0.969549817
cracr2b	-1.546251262	-0.879537798
crcp	-0.917961749	0.408451795
creb3l3(3of3)	0.731627028	0.421239206
crebl2	1.534324307	0.347693187
crebrf(1of2)	0.849608518	-0.691881365
crebzf	1.175712697	0.646204021
crip2(2of2)	-0.989215757	0.54795457
crispld1(2of2)	-0.987337216	-0.762949649
crlf3	-0.963356685	2.165943013
crocc(1of5)	0.569494999	-0.632603756
crocc(5of5)	0.629491412	-0.364927361
crtap	0.534139406	0.589355889
cry1(3of5)	2.392032779	0.38526958
csdc2(2of2)	2.619232924	-0.610780396
csnk1a1	-0.779208285	0.442367045
csnk1e(1of2)	0.855397705	0.303174606
csnk1g2	0.951156205	-0.394389453
csnk2a2(2of2)	3.389146505	0.35785165
csnk2b(1of2)	-1.144270833	0.375632915
csprs(1of2)	1.689115885	-0.843755527
csrnp2(1of2)	-2.459353407	1.414980676
ctbp2(3of3)	0.537471892	0.439429928
ctc1(2of2)	1.206953183	-0.376781283
ctdsp2	1.05455849	0.436912237
ctdspl(1of2)	1.754112898	0.880556826
ctdspl2(2of3)	0.380717173	0.496697163
ctnnbl1	-0.960704781	0.406757293
ctnnd2(2of2)	0.875622855	0.386492463
ctsb(2of2)	1.284276381	0.470844451
ctsd(1of2)	1.756662705	0.421724413
ctsd(2of2)	-0.880088905	0.42480617
ctsz(2of3)	-0.886595331	-0.306717503
cuedc2	1.470530686	1.028591152
cul3(2of2)	0.263885945	0.35539466
cux1	0.342646104	0.447691978
cwc15	-0.812077331	0.388607034
cwf19l2	0.340544065	-0.450404842
cxcl12(1of2)	-1.771696183	0.833529616
cxcl14	-1.361865795	0.726910371
cxorf23	0.689583941	-0.408294834
cxorf57(1of2)	1.135277182	-0.331111247
cyba	1.885081571	0.823851569
cyp2j2(4of13)	1.72433488	0.881487722
cyth3(1of2)	1.07399368	0.448156303
cytl1(1of2)	1.733735519	-0.56590148
dag1(1of2)	-0.800241074	-0.423646096
dalrd3	0.869341461	-1.44044402
dapk2	1.441222793	-0.297438121
dazap2	1.208186254	0.321617446
dazl	3.30308506	-0.867604838
dbn1(1of2)	0.935074177	0.336646426
dbndd1	1.273048725	-1.405750758
dcaf12	-0.322984156	0.483435712
dcaf13	1.352633487	0.396012927
dcaf15	-0.830703063	0.594576055
dcaf7(2of2)	-0.378012998	0.682086967
dcakd	1.602663093	0.347892673
dcc(1of2)	-1.07030306	-1.062409409
dchs1(2of3)	-1.371812977	-0.556933276
dclk1(2of2)	1.367157486	-0.504191531
dclk3(2of3)	0.837342289	-1.74039391
dcps	-2.712320361	0.449810695
dctn1(2of2)	0.832261692	-0.39170049
dctn3	0.321019376	0.387797582
dda1	0.66371456	0.36989336
ddias	0.829365635	0.644846789
ddit4(1of2)	2.471944995	0.699718333
ddost	-0.614887566	0.443067021
ddx10	-2.026982882	-0.774556495
ddx17	0.570813137	-0.29598851
ddx31	1.692066019	0.354918159
ddx39b(2of2)	-1.674116113	0.531709396
ddx3y	-0.69405766	-0.342738038
ddx46	-0.832095053	-0.415143719
ddx47	0.684314513	-0.381141741
ddx51	1.535104465	0.289490296
ddx52	1.144036685	0.330222572
ddx56	-0.687840423	0.37914753
dedd2	1.147638525	-0.501911319
dek	-1.915622667	0.518419218
dennd1b	-0.668570392	-0.607543407
depdc5(1of2)	1.2208858	-0.428437571
dera	1.810788092	0.425388167
desi1(1of2)	0.649787305	0.626453162
dffb	-1.156787258	-1.154454084
dgat1(2of3)	1.785759931	0.418430913
dgkb(2of4)	1.125323051	-0.434876497
dhdds	-1.455262668	-0.503768534
dhrs7	-0.926792694	0.454273565
dhrs7b	1.115506943	0.480787727
dhx57	-1.539302224	-0.682834428
dhx9	-2.383411197	-0.464262428
diablo(2of2)	0.791288916	0.363331877
dimt1	1.275935618	0.28182213
dip2b(1of2)	-0.732537303	-0.376816697
dip2c(1of2)	-0.998973104	-0.446757172
disc1	-0.782177502	-0.649255309
disp2	0.535965604	-0.534066182
dixdc1(1of2)	-1.56177611	-0.367332813
dlx2	-1.845208409	0.50038912
dlx3(1of2)	0.789209658	0.446194891
dmbt1(2of3)	1.38919311	0.721953122
dmgdh	2.158899762	0.667743678
dmxl1	0.908960747	-0.569989592
dmxl2	0.778850738	-0.527434417
dnah10	0.773021745	0.471713834
dnah12(2of2)	1.2225648	-0.881493901
dnah3	1.494495273	-0.376805385
dnah5	1.234138025	-0.5415017
dnah8	1.526626905	-0.793296463
dnaja1	1.184963308	0.34119046
dnaja2(1of2)	-0.65470154	0.316525079
dnajb1(1of2)	1.661241289	0.358683483
dnajb2	3.690604576	0.293411482
dnajb9(2of2)	1.967073202	0.434052857
dnajc24	0.401851344	0.785686246
dnajc7(2of2)	0.524593791	0.56773282
dnmt3a(1of2)	-0.463851012	0.652707502
dnph1	-3.85621978	-0.440315589
dnttip1	-0.845647525	0.376127597
dock3(2of2)	2.301170594	-0.48080333
dock9(2of2)	0.361361268	-0.596331169
dpf2(1of2)	0.73209943	0.463037802
dph6	-1.172446112	-0.782116419
dpm1	0.896005781	0.327440603
dpp3	-4.888582299	-0.692764228
dpy19l3	-0.817303345	-0.503841438
dr1	-0.335414728	0.393807585
drap1	-0.91846916	0.387939064
draxin	-0.932261219	2.831937848
drc3	-1.801034793	0.344607712
drc7	0.987685288	-0.588853586
drg1	-0.35058308	0.566029496
drosha	0.890525762	-0.365900103
dsn1	-0.890999597	0.659093651
dsp(1of2)	2.410447308	-1.236157641
dtd1	0.464371397	0.426289853
dtwd1	1.233805989	0.418501624
dusp1	-0.535240664	0.491520976
dusp26(3of5)	3.139043751	0.357917927
dusp5	-1.714821106	0.515051814
dym	0.749546306	0.554006754
dync1i2(2of2)	-0.902388611	0.299454597
e2f5	-3.069941974	-0.790726994
eaf1(2of2)	0.848218589	0.314983329
eapp	0.911671199	0.323079005
ears2	1.023517052	0.362136812
ebna1bp2(2of2)	1.805759048	-0.821313795
echs1	-1.070907884	0.446550412
ecsit	0.343686021	0.623889175
edc3(2of2)	0.515956949	0.563212027
edem1	-0.464297961	0.533954388
edf1	-0.590188637	0.670091212
ednra(1of2)	-0.82684379	0.597700714
ednra(2of2)	-1.355731529	0.844988447
eed	-3.461602113	0.474148887
eef1a1(2of5)	2.655795234	-0.459604202
eef1a1(5of5)	1.530577813	-1.40504362
eepd1	0.677403238	-0.433715869
efna4	1.62083064	0.631131405
efnb2(2of3)	0.613047946	0.347877093
eftud2(1of2)	-2.381593468	0.806475107
egln1	0.412384898	0.441977651
ehbp1(1of2)	0.672556146	-0.723471542
ei24	1.571049818	0.326992904
eif1ad	0.535991155	0.926511712
eif2b5	1.387585785	0.277935413
eif2s2	-0.564072976	0.296732332
eif3d	0.360668986	0.294856399
eif3i(1of2)	1.624130763	0.345295991
eif3j	-0.749456419	0.28269146
eif4e(1of3)	0.875166918	0.539534662
eif4e(3of3)	-2.995590586	0.61358254
eif4ebp1(1of2)	2.824213051	0.375500067
eif4ebp3	0.712224571	0.385105735
eif5a(1of3)	0.427223979	0.382177458
eif5a(2of3)	-0.785823711	0.875017797
eif5b	-0.587857952	-0.441438147
elavl3	-1.07730774	-0.297158787
elk4(1of3)	0.55532632	-0.330313584
ell	1.858439511	-0.377935092
elof1	-0.702880955	0.636849711
elp6	0.367513811	0.339713835
emc4	0.954858004	0.417291434
emc7	1.5156192	0.313432547
emc8	-0.922464815	0.459152499
emc9	-0.374063161	0.484566734
emd	-1.106235881	0.559012136
emg1	-0.548707519	0.335232145
eml1(2of2)	0.672603846	-0.391599403
eml6	-1.529675541	-0.650204305
enpp2(2of2)	0.487150834	-0.555479202
epb41l1(2of2)	1.213091697	0.964770999
epc1(1of2)	0.455411735	-0.579652209
epha4(1of3)	-1.552119166	-0.52434083
epha6(4of5)	-3.028888835	-0.432957111
ephb4(2of3)	1.660312811	-0.320676804
eps15(1of2)	0.694924462	-0.396061584
erh(1of2)	-0.781779409	0.378076119
esco1	-0.899913136	-0.421264991
esco2	-1.998133335	0.820185773
espnl(2of3)	-0.625687073	-0.47079506
etfdh	0.600742526	0.437327638
ethe1(1of2)	0.797275321	0.604010705
etl4(1of2)	0.903925818	-0.412913612
eva1b	-1.466606794	0.64329362
evi5	1.23074913	-0.399331133
exosc1	0.439867731	0.338721149
exosc10	0.373157501	0.410050319
exosc2	-0.619442857	0.636948328
exosc8	0.672985809	0.428374377
ext1(4of4)	-0.29059348	-0.364722916
ext2	-1.236206302	0.475405767
extl2	-0.541992071	0.523651246
f10(1of3)	2.756342417	0.780208119
f10(3of3)	1.771224746	0.720826473
f2r(2of2)	3.023406834	0.652092684
fabp6(1of4)	-1.693634321	-1.305055334
fabp7(2of2)	-1.465030946	-0.562545162
faf2	0.558660619	0.374670136
faim(2of2)	1.20493498	0.2993934
fam107b(1of3)	0.561714735	1.017944801
