Gene	RNA_FC	Chip_FC
adgrg6(1of2)	-0.429586903	0.809185059
adgrl4(2of2)	0.382308985	0.59625527
adipor1	0.840247988	0.483264237
ado(2of2)	-0.734227209	-0.529655528
adpgk(1of2)	-1.454715196	0.416085483
adprh(1of2)	1.75667264	0.315343885
adprhl2	-0.846292395	0.436702546
adrbk2	0.215495664	-0.466646739
adss(1of2)	-2.379392473	0.643215779
aebp1(2of2)	-0.585639868	-0.659855467
aen	0.749630639	0.372240543
afap1	-0.111986085	-0.564606087
afmid(2of2)	1.295510187	0.590099943
agl	-0.035957762	-0.407055886
ago3(1of2)	-2.521266878	-0.662952055
agpat4(2of2)	2.831301898	-1.222102894
agtrap	-1.344956339	0.560390874
ahcyl2(2of4)	-0.578764485	0.326443158
ahnak(2of6)	0.274779931	-0.406085999
ahsa1(2of2)	0.248861993	0.54802188
aim1(1of2)	-0.574879634	-0.473215418
aim1(2of2)	-0.380423342	-0.582191174
aimp2	0.388425533	0.333847385
aip	1.353703777	0.554732062
ak1	0.303136418	0.344508358
ak4	1.263754397	0.564400081
akap13	0.525530477	-0.446793272
akap9(1of2)	-1.325428119	-0.449361383
akap9(2of2)	-0.054836312	-0.521978335
akirin1	-0.137518969	0.757196552
akirin2(1of2)	0.135298647	0.432169272
akr1a1(4of4)	-1.34902637	0.451548528
akr7a2	1.120074413	0.405979184
aldh16a1	-0.976696376	1.249008266
aldh1l2(1of2)	1.407775298	-0.436078967
aldh4a1	-1.842777797	-0.507370246
aldh7a1	0.674150612	0.336905714
aldoa	2.576737509	0.535779619
aldoc(1of2)	2.215796162	-0.518599535
aldoc(2of2)	1.963367123	0.451112926
alg12	0.334042757	0.435328569
alg2	0.424347494	0.34728242
alg5	0.500899258	0.321873232
alg9	-1.889576529	-0.363532531
alkbh5	0.481112728	0.571528668
allc	3.215501392	0.699419533
alms1(3of3)	0.449545222	-0.437496781
alox5(2of2)	1.56996583	-1.480958973
aloxe3(2of2)	0.777503648	1.616172932
alpk1	-0.087496199	-0.507010452
alpl	-1.377934262	1.181874299
alyref(1of2)	-0.733898088	0.426445836
amacr(1of2)	0.219264827	-0.349858444
amigo3	8.386414403	2.31303953
ammecr1	-2.67291588	-0.523957035
anapc7	0.109957282	0.282413355
and1	0.296410661	-0.614859719
angptl1(2of4)	-4.225423786	-0.511408811
angptl3(2of2)	-0.527668794	0.616069214
angptl4(1of2)	2.976967299	0.357221797
ank2(1of3)	-0.124834378	-0.636416998
ank2(2of3)	0.675380865	-0.575269752
ank3(1of2)	-0.85293458	-0.428138254
ankfn1(2of3)	-0.67535243	-0.536000599
ankib1(1of2)	-0.648228971	-0.702306205
ankk1(2of2)	1.312560083	3.747256043
ankra2(1of2)	-0.519023433	1.200122267
ankrd22	1.452791796	0.410338716
ankrd26	0.326275242	-0.327589238
ankrd27	-0.432552464	-0.407867407
ankrd39	0.569021318	0.472537522
ankrd44	0.747920043	-0.430517048
ankrd46	0.361766341	0.506430504
ankrd54	0.070263325	0.308878229
ankrd6(2of2)	0.7397664	-0.564623412
ano7(2of2)	1.99974008	-0.447689842
ano8(1of3)	0.262606097	-0.622196824
anp32a(2of2)	-0.167229808	0.53773941
anp32b	-1.088366407	0.347413924
anxa1(1of2)	1.935227822	0.698283346
anxa11(1of2)	0.028134925	0.41078242
anxa3	2.05858186	0.45292566
anxa5(1of2)	2.389229389	0.724427892
ap1ar	0.053069546	0.406124208
ap1s1(1of2)	-0.457010625	-1.139068993
ap1s2(1of2)	-0.63047177	0.483994185
ap2a2(2of2)	1.519349616	-0.49843945
ap2m1	-1.046888434	0.459623999
ap2s1(1of2)	-1.837959321	0.368814326
ap3m2	-0.979751396	0.547239126
ap3s2	-0.549385332	0.900849736
ap4m1	-0.917543263	-0.315373246
ap5z1	0.661409268	-0.351891697
apba2(1of2)	1.135068617	-0.299065784
apbb1ip(1of2)	-0.013069198	2.23079251
apbb2(2of2)	1.062013392	-0.481230375
apeh(1of2)	0.037990447	-0.537125181
aph1a	0.94292173	0.517139434
api5	-1.340474075	0.490562419
apoe(1of2)	1.716616169	1.07737126
apol3(3of3)	0.755039749	-0.748167595
apol6	-0.994263005	-0.509862936
apopt1	3.635711674	0.346668178
app	0.002192045	-0.569247813
arap2(1of2)	0.983463783	-0.618995555
arf1(1of3)	-0.351221754	0.391455752
arf1(2of3)	-2.19071711	0.876227595
arf5(2of2)	0.06726483	0.522332709
arf6(1of3)	-1.820725867	0.604222408
arf6(2of3)	-0.714132549	0.395016301
arfgef1	0.512253499	-0.387736707
arg1	NA	-0.487643785
arhgap10	0.328577495	-0.285974487
arhgap17(1of2)	0.521201855	0.308352087
arhgap17(2of2)	-0.13642529	-0.550769356
arhgap35(1of2)	-0.231884465	-0.372613138
arhgap35(2of2)	0.567855311	-0.639554422
arhgap39(1of2)	0.658616144	-0.445384604
arhgap42(1of2)	-0.053360592	-0.423017305
arhgap5	0.279913665	-0.495688069
arhgap9	1.179636155	-0.580102943
arhgef12(2of2)	0.612317746	-0.511159998
arhgef28(1of2)	-0.167330163	-0.487601357
arhgef3(2of2)	-1.193231235	-0.511227206
arhgef33(2of2)	-0.488747549	-0.605399199
arhgef40(1of2)	-0.960929331	-0.319773755
arhgef9	-0.561524921	-0.407310496
arid5b(2of2)	-1.346900943	-0.53582035
arl1	0.476743814	0.424619921
arl14ep	-0.781328982	0.396395147
arl16	-0.16095606	0.353788621
arl2	0.135757783	0.356074473
arl2bp	-0.72733689	0.529737956
arl3(2of3)	-1.421793829	0.514126608
arl3(3of3)	0.170030839	0.640256393
arl4a	0.684374039	0.347277393
arl4c(2of2)	0.666647522	-0.866005183
arl5a	1.63991767	0.375822878
arl5b(2of2)	0.968508133	0.794476008
arl6ip1	-0.952612492	0.452330872
arl6ip5(2of2)	1.79488598	0.575038529
arl6ip6	-0.477229609	0.712565832
arl8b(2of2)	0.636234285	0.424830654
armc10	-0.709100643	0.453644127
armc9	-0.672889279	-0.323960235
arnt2(3of3)	-0.235229226	-0.439191661
arntl(2of3)	-0.855267104	-0.527528205
arpc2	0.043710975	0.389070272
arpc4(2of2)	0.616415729	0.275029829
arrdc1(1of2)	0.816658325	-0.707657304
arrdc3(6of8)	3.170598884	0.611460001
arsi(1of3)	-2.841728312	-0.697384648
asb13(1of2)	1.785196134	0.387763092
asb13(2of2)	0.438105441	-0.28260638
asb2(3of3)	5.698130748	0.563259152
asb8	0.746698577	0.463806869
ascc3	-1.523435099	-0.518944616
asf1a(1of2)	-0.074302426	0.303928857
asl	-0.0899987	-0.492440945
asphd2(1of2)	1.443787303	-0.411489051
asrgl1(2of3)	0.516381974	0.547727631
astl(1of9)	-3.731308176	-1.80672459
atad1(1of2)	-0.254785606	0.71420443
atad3a	-0.669444662	0.485621249
atf4(2of2)	0.19599943	0.441524306
atf7(2of3)	0.467164315	0.521767257
atf7ip(2of2)	-1.575271696	0.377770329
atg101	1.540781574	0.317925631
atg14	1.843354961	0.888358736
atg16l1(1of2)	0.464573221	0.297850328
atg2a	0.710178275	-0.36258372
atg2b	0.274238425	-0.311194441
atg5	0.133107413	0.708057299
atm	-1.277327418	-0.458040436
atmin	1.261809546	-0.895562231
atox1	0.004097262	0.420037553
atp10a	-0.865554692	-0.545131158
atp10d	-1.514282544	-0.508630338
atp13a2	0.869311056	-0.410634201
atp1b1(1of2)	0.337453099	0.401929648
atp2a1(1of2)	1.993999085	-0.726638297
atp2a2(4of4)	1.357265945	-0.549615573
atp2b3(1of2)	0.64134945	-0.388080606
atp5b	-1.861366934	0.427296433
atp5g3(1of2)	-1.241123077	-0.556462164
atp5j(1of2)	0.002440573	0.492877673
atp5j2	-0.622252356	-0.543252056
atp5o	-0.596874834	0.320494464
atp6ap1(1of2)	-0.780990129	0.668985332
atp6ap1(2of2)	0.047767956	-0.386370997
atp6ap2	0.161975491	0.519859899
atp6v0b	0.653878641	0.670460137
atp6v0c(1of3)	-0.231002885	0.404831021
atp6v0d1	-0.330411797	0.410267477
atp6v1c1(3of3)	0.655414324	0.397606924
atp6v1d	1.33998531	0.283160969
atp6v1e1(1of2)	-0.286934261	0.374614422
atp8a1	-0.857926654	-0.533742728
atp8b2(1of5)	0.081653204	-0.468267151
atp9a	0.044838057	-0.360046835
atpaf2	-0.796282156	0.708643392
atpif1(1of2)	-1.47274269	0.441038901
atrn	-0.018788588	-0.432521304
atrx(2of2)	-1.685712794	-0.279750177
atxn3	0.768813287	0.38851851
atxn7l3(2of2)	-0.618335051	0.311349093
aurkb	-2.677971074	0.50459591
axin2(2of2)	-0.840308475	-0.418475409
azin1(2of2)	1.465733303	0.413866098
b3galt1(2of2)	-0.034941626	-0.508819779
b3galt2(4of7)	0.615426587	-0.693335062
b3galt6	0.75852745	0.500520902
b3gnt3(1of3)	0.091169296	0.837493553
b4galnt1(1of2)	-0.736491063	-0.476516391
b4galnt3	-0.33580471	-0.351096481
b4galt2(3of3)	-0.457391803	-0.723182289
b4gat1	0.761705013	0.384512437
baalc(2of2)	0.782357757	0.785837431
bach2	0.796804867	-0.455741561
bag1	1.388398438	0.445899021
bag2	0.38878461	0.320106837
bag4	0.374053703	0.712268602
baiap2l2	-0.286126615	-0.444435727
banf1	-2.038392449	0.373318398
banp	1.801442437	0.281165434
bard1	-3.749266084	-0.729849915
barhl1(2of2)	-0.207735853	-0.483799864
bax(1of4)	1.357712225	1.502728069
baz1b	-2.101466433	-0.35309295
baz2b(1of2)	-0.001305845	-0.360564669
baz2b(2of2)	-0.673228789	-0.858387169
bbs12	-0.227682287	0.548852268
bbs5	-0.997875908	0.437258063
bcap29(2of2)	0.503680012	0.579738768
bcar3(1of2)	1.118664166	0.390570207
bcas2	-0.164948564	0.627980862
bcas3	1.212273671	-0.536867148
bcat1	-0.989515385	-0.384869306
bccip	0.496421298	0.618552711
bcdin3d	0.640091046	0.286034873
bckdha	-0.306086784	0.376072775
bcl2l1(1of2)	1.648772018	0.466420735
bcl7b	0.683032283	0.467883094
bcl9l(2of2)	-0.040882799	-0.593602601
bcr(1of2)	0.52963848	-0.387125094
bcr(2of2)	-0.292322817	-0.341661468
bdp1	0.152590059	-0.400903023
becn1	1.997759205	0.462612258
bet1	0.003820204	0.331169783
bet1l	0.505246421	0.317845603
bfar	0.372660437	0.589367314
bhmt(2of2)	4.634119172	1.031701573
bin1(2of2)	2.955396646	-0.421162611
birc6(1of2)	-1.229174403	-0.370533468
birc6(2of2)	-1.396368621	-0.363759252
blcap	0.43562085	0.457584074
blmh(1of2)	-1.246310245	-0.45260377
bloc1s2	-0.625323173	0.445701554
bloc1s3	1.740633531	0.404878321
bloc1s4	0.55030921	0.558452162
blvrb(2of2)	2.302093135	0.461138162
bmi1	-0.245812628	-0.418430948
bmpr2(1of2)	0.128521915	-0.360608416
bnip3(1of2)	2.633810563	0.331936632
bnipl(1of2)	3.06235814	0.43593495
bod1	1.265344574	0.621826304
bod1l1	-1.558112698	-0.429012341
bok(1of3)	0.118777521	0.480151324
bola1	0.803497131	0.486764915
bola2	-0.439578544	-0.296053146
borcs5	0.736699459	0.408468172
borcs6	1.637363966	0.40559423
bpgm	-0.609695737	0.954856318
bpnt1	-0.98387571	-0.598131776
bptf(1of3)	-0.425421468	-0.60865761
brca2	-1.116072494	-0.604893078
brd1(1of2)	-0.063278755	-0.424949156
brd8(1of2)	0.297272862	-0.645528228
brf2	-0.330794138	0.413489112
bri3	1.744192155	0.440613057
brms1l(1of4)	0.446541679	0.581330204
brox	0.461406624	-0.290472726
brsk1(3of3)	1.066224109	-0.409678369
bsg	-0.356939112	0.477516416
btbd1	-0.356372266	0.428302664
btbd17(1of2)	NA	-0.783720534
btg4(1of2)	1.087636702	0.718214987
bub1(1of2)	-3.43133927	-0.577465117
bub3	-1.775920609	0.439710231
bysl	0.186106765	0.38066525
bzrap1	0.765793285	-0.352102436
c10orf105	0.392255543	0.460433873
c10orf11	-1.124148726	1.855439873
c10orf54	1.918880376	0.491402692
c11orf49	-0.321019859	-0.463275744
c11orf68	1.213044388	0.4442883
c12orf45	0.085203857	0.74208959
c14orf28	0.936309667	0.709847754
c14orf39	NA	-0.639024491
c16orf45(1of2)	0.078080159	-1.383102928
c16orf46	NA	0.632465535
c16orf58	-0.408816689	0.552828905
c16orf89	-0.117638115	-1.145638326
c17orf49	0.116582934	0.315972059
c17orf53	-0.549024786	0.376115213
c17orf75	0.597470533	0.32666423
c18orf21	1.636638929	0.491764709
c18orf25	1.05924085	-0.292443157
c18orf54	0.43739967	-0.390690971
c19orf47	-0.98841204	0.54849246
c19orf60	0.412074697	0.327934622
c19orf70	0.55613506	0.468573579
c1d	0.025174564	0.332227842
c1galt1c1	0.06276024	0.492857059
c1orf106(1of2)	0.491846217	0.487568778
c1orf146	NA	-0.572929672
c1orf159	0.420478593	0.624959162
c1orf174	2.241658337	0.330370412
c1orf198	0.552196571	0.571157687
c1orf216	2.242995683	-0.434248689
c1orf52	0.091209856	0.511021042
c1qbp	0.717251221	0.580989583
c1qtnf3(1of2)	0.551855779	-0.479778742
c1qtnf7	NA	1.139451135
c20orf27	-2.16475285	0.519884902
c21orf59	0.515873521	0.382679345
c21orf91	-0.218115043	0.425822637
c22orf23	NA	5.936625486
c22orf31	NA	-0.939459013
c2cd4c(1of5)	NA	-0.650947835
c2orf68	0.021082862	0.44519925
c2orf72	-1.420275398	0.600472567
c3orf17	1.291423941	0.353549699
c3orf18(3of3)	2.999930801	0.802829989
c3orf33	2.951589362	0.283528492
c3orf58	-0.421655802	0.354593839
c4bpa(2of2)	-0.030231285	0.320233218
c5orf15	0.003159799	0.590734594
c5orf51	-0.332173608	0.633427856
c6orf106(1of2)	0.046049278	0.58750601
c6orf118	2.140994249	-0.798093138
c6orf120	-0.264130726	0.818820441
c6orf136	2.068864823	0.399549171
c6orf47	0.074062306	0.32826324
c7orf73	-0.596649985	0.475823749
c8orf76	-1.400892561	0.506998212
c8orf82	0.279041922	0.439061036
c9	0.414481999	-0.318647057
c9orf64	-1.588196707	-0.706766428
c9orf78	0.61947895	0.347535954
c9orf85	-0.065578552	0.583332824
cab39l	-0.449116016	0.308898734
cacna1f	3.101825058	-0.407082474
cacna1h(1of8)	-0.095622352	-0.417378939
cacnb3(1of2)	0.484643789	-0.538905354
cacybp	-0.336126504	0.471156858
cadm2(3of3)	0.368599574	0.355015033
cadm4(3of4)	0.791095523	0.893776005
calm3(1of4)	-1.602693834	0.337797434
calm3(2of4)	-0.606825561	0.481090963
calm3(4of4)	1.420880507	0.327847794
calu(2of2)	-1.721857336	0.53378986
camkk2	0.525907731	-0.962351718
camta2	1.408115616	-0.452172638
capn3(2of2)	-0.350527621	-0.58251771
capn7	0.279415646	0.45350586
capns1(1of2)	-0.065363614	0.478970068
capza1	0.294096671	0.389851895
capza2	-0.337362246	0.381744107
capzb	1.272288763	0.470051955
car14	-0.542043962	0.546447894
card19	-0.077310536	0.593807396
carhsp1	1.317081957	-0.816889458
carm1	-0.484928011	0.394375851
cartpt(3of6)	3.449071945	-0.562769329
caskin1(1of5)	0.951293765	-1.004976464
casp2	-0.047681682	-0.483234763
casp3(2of2)	-1.104487619	0.567459075
casr(50of74)	-0.232204159	0.990052945
cat	0.262161459	0.520609497
cbarp(1of2)	-3.33850292	-0.876283916
cbr1(2of3)	0.212613194	0.406233235
cbs(2of2)	1.021489699	0.481393445
cbwd1	-0.767609572	0.346540415
cbx2(2of2)	0.843606072	0.585597208
cbx3(1of2)	-1.779559955	0.382601249
cbx7(1of2)	4.834873736	0.678931378
cby1	0.202320118	0.443169983
cc2d2a	-2.235454941	-0.342780562
ccar1	-0.007410639	-0.514189726
ccbe1(2of2)	0.945020008	-1.734967385
ccbl1	-0.588918598	0.572269216
ccdc126	2.072892658	0.325261184
ccdc134	-0.252060307	0.347758341
ccdc149(1of2)	0.812743916	-1.240467365
ccdc158(1of2)	-0.777197376	-0.444457759
ccdc39	1.354648225	-0.449355038
ccdc50(2of2)	0.137292124	-0.295145945
ccdc53	0.283368215	0.328339835
ccdc64b	3.1839864	0.581827056
ccdc65	0.418935916	0.649349646
ccdc71	0.741761324	0.501001189
ccdc79	0.56302041	-0.469634185
ccdc80(1of2)	-0.155138911	-0.535605779
ccdc88a(3of3)	-1.230904842	-0.432165246
ccdc88c	-0.415620768	-1.027640771
cchcr1	-0.521290735	-0.658569429
cckar(1of3)	-0.648567243	-0.986834078
ccnd2(1of4)	-0.975135793	0.499473695
ccnd2(4of4)	-0.718939859	-0.471482041
ccsap(1of2)	0.552812681	-0.443207158
ccsap(2of2)	-0.825306862	0.403560879
ccser1	1.68863728	-0.648667323
cct6a	0.500384925	0.482552064
cd164	0.614851761	0.296527695
cd226(1of2)	-2.037980569	-0.807185903
cd2bp2	0.155824326	0.295849706
cd302	1.585485329	0.495045306
cd48(1of2)	-0.665995363	0.484347129
cd63(2of2)	1.051490308	0.415806887
cd81(2of2)	0.382775856	0.374806005
cd9(1of5)	-1.86855727	0.538732165
cd9(4of5)	0.528471114	0.716770549
cdc123	0.900009231	0.659320014
cdc20b	NA	-0.821983981
cdc34(2of2)	0.153725384	0.503523987
cdc37	0.174909522	0.286104593
cdc42(2of4)	-0.678981093	0.414396815
cdc42(4of4)	-0.08961459	0.460924607
cdc42bpa	0.219076639	-0.595066323
cdc42bpb(1of2)	-0.057809854	-0.425089116
cdc42ep2	-0.290277504	0.613232984
cdc42ep4(1of2)	0.441982936	0.640637226
cdc42ep5	-0.205074151	0.515076189
cdca4(1of2)	-0.606718307	0.532301985
cdca4(2of2)	0.845509008	0.669419698
cdca7(1of2)	3.447312914	0.896227687
cdh1	-1.631410651	0.357897551
cdhr5(3of3)	-0.413952457	-0.483488291
cdip1(2of3)	1.201704484	0.376294616
cdip1(3of3)	-1.490782397	-1.221846591
cdipt(2of2)	-0.500287836	-0.628633573
cdk19	2.386473726	-0.464751997
cdk2ap2	-1.720239206	0.485599199
cdk4	0.750253714	0.502434278
cdk5	0.358952793	0.642388253
cdk5rap1	1.718307165	0.343085689
cdk6(1of2)	0.289588753	0.626745497
cdk7	-0.573620406	0.407272528
cdk9	-1.101740639	0.704308074
cdkal1	0.891764108	0.375982391
cdkl1(1of2)	3.083120598	0.790834614
cdkn1b(1of3)	4.249861257	0.667188064
cdkn1b(2of3)	1.369042776	0.497271341
cdkn1b(3of3)	0.748924065	0.328791938
cdkn1c(1of2)	-0.355906696	0.420693643
cdo1	3.683446343	0.57538721
ceacam5(3of3)	-0.631868343	0.59316599
cebpd	2.548642512	0.45192072
celf3(2of3)	-0.411078397	-0.67502957
celsr2(1of2)	-2.5640647	-0.486375814
cenpf(2of2)	-6.3547209	-0.844512675
cenpn	-4.944450865	1.183849027
cep104	1.100942898	-0.357561848
cep164(1of2)	0.058459571	-0.471179044
cep164(2of2)	0.249016015	-0.548396876
cep192	-0.181395574	-0.332070781
cep290(2of5)	0.777652247	-1.249857503
cep290(4of5)	0.324045794	-0.418918055
cep57(1of2)	0.397860947	0.333919746
cep78	-1.290745908	-0.509601989
cep89	1.695060345	-0.563181043
cep95	-0.052484247	-0.338238206
cep97	0.633669765	0.4053487
cerk(3of3)	-0.703908682	-0.513570975
ces1	-1.153814501	-0.724613043
cetn3	-1.352820098	0.392632275
cfap157	-0.583083548	-0.90296013
cfap52	3.081665244	-0.426036212
cfap57	1.667480504	-0.502935203
cfap99	0.395356999	-0.70415936
cfdp1	0.564330892	0.336732197
cfh(4of5)	NA	-0.838406961
cfhr1(1of2)	NA	-0.635142503
cfhr1(2of2)	NA	-0.992880067
cgn(1of2)	0.578045127	-0.38784889
ch25h(5of5)	1.383454278	-0.503580054
chad	4.729177925	0.760227485
chadl(2of2)	0.239515918	-0.527271086
chchd3(3of3)	0.37341957	0.460497247
chchd4(1of2)	-0.949739552	0.435547394
chd4(2of2)	0.223314885	-0.641227194
chd6	-0.816138184	-0.704413639
chd8	-0.314621329	-0.482004544
chmp2a	-0.280309502	0.700517176
chmp2b	-1.038827839	0.412110209
chmp3	0.264151876	0.524602737
chmp4b(1of2)	0.077398237	0.487093038
chmp5(1of2)	1.500633348	0.425416399
chmp5(2of2)	-0.117757809	0.37683202
chmp6	0.194089764	0.35203136
chodl	1.476049475	0.349457182
chordc1(1of2)	2.438259628	0.437650611
chrm3(1of2)	NA	-0.458554378
chrnb1(1of2)	2.081270688	0.557516358
chrnb1(2of2)	0.313494415	-0.52410418
chrnb3(2of2)	0.024460306	-0.410628063
chst10	0.858640179	0.527357332
chst15(1of2)	0.899798107	0.480718391
chsy1(1of2)	0.196645744	0.39294846
ciao1	-1.756478397	0.473406858
ciapin1	0.836365869	0.452196655
ciart(1of3)	0.70717503	0.461972287
ciart(2of3)	2.370241331	0.434219127
cic(1of2)	0.860423585	-0.662818228
cilp2(2of3)	-5.648989347	2.846490022
cilp2(3of3)	-7.631356822	2.342122985
cipc(1of2)	1.071392269	0.725199137
cirbp	-0.525471157	0.385028095
cisd3	-1.408190903	0.413338289
cited1	-0.322088156	0.345100924
cited2(1of2)	1.063923965	0.333046503
cited2(2of2)	0.464347729	0.631338209
ckm(1of2)	3.975841446	0.38807378
ckm(2of2)	1.354231797	-1.288457936
ckmt2(2of3)	-0.700488091	-0.863475324
clasp1(3of3)	0.609292088	-0.316289772
clasrp	0.534882291	-0.33412057
clca3b	-1.185270869	0.397955379
clcn3	0.239798693	-0.427377726
clcn6	0.796996209	-0.318491941
cldn11(1of2)	0.523650765	0.96704445
cldn12	0.423654187	0.573382767
cldn23(2of2)	0.943661265	0.712595086
cldn4(10of19)	0.678678593	0.551577746
cldn4(11of19)	2.237316924	0.514235808
cldn4(4of19)	-0.499756679	0.421313744
cldn4(6of19)	-0.06637487	0.893425887
cldn5(1of2)	-0.931876273	0.369320842
cldn7(1of2)	-1.344289025	0.826442823
clhc1	-0.36038288	-0.778159303
clic4(1of2)	-0.895816161	0.518797927
clic4(2of2)	0.861844359	0.801479724
clip2	-0.78757812	-0.485981627
clip3	2.996100626	-0.519082177
cln8	0.074386979	-0.575251431
clstn1(2of2)	-0.092901766	-0.28982931
clstn2(2of3)	0.565949507	1.721863049
clu	1.899135034	0.385013652
cmc2	0.298281617	-0.532177749
cmpk2	0.473932984	0.784540092
cmtm3	0.853700168	0.341002562
cmtm4(2of2)	-0.807243583	0.522743561
cnbp	0.477560859	0.590211231
cndp2	0.593436522	0.418181816
cnep1r1	0.589420309	0.352369779
cnfn(7of7)	NA	0.823364261
cnih1	-1.575788283	1.050214531
cnih2	0.608864885	-0.71705438
cnih4	-1.448559995	0.43553206
cnksr1	0.964034381	0.328711743
cnksr3(1of2)	-0.644088539	-0.430322809
cnn1	2.143100831	-0.684098923
cnn3	0.407267254	0.384478516
cnot10	0.688276397	0.322615725
cnot2(1of2)	0.288553453	0.384007365
cnp	0.433102579	0.547057878
cnppd1	0.714916551	0.292738221
cnpy2(1of3)	-0.778568451	0.435714144
cntn1(1of2)	1.408964312	-0.424441739
cntnap1	-1.655458149	-0.757942473
cntnap2(1of2)	-1.216619567	-0.476106764
coa6	-0.088851149	0.312647621
coasy	1.102166681	0.468223837
cobl	-0.450084962	-0.607794865
cog2	1.583302986	-0.412564362
col11a1(4of4)	-4.980611879	-0.623617824
col12a1(1of2)	-1.639780737	-0.42267146
col12a1(2of2)	-3.902365078	-0.72322818
col13a1(1of2)	-1.4528782	-0.592022017
col13a1(2of2)	-1.479506913	-0.531068138
col15a1(2of5)	-2.320006418	-0.472631972
col17a1(1of2)	0.603778018	-0.4566062
col19a1	-0.613674119	-0.53929488
col1a1(1of2)	-0.865497582	-0.437451582
col1a1(2of2)	-0.077376554	-0.52860353
col1a2(1of4)	-1.862280877	-0.561397078
col24a1(4of4)	-1.269809578	-0.449115021
col25a1	-0.298240164	-0.415678221
col26a1	-2.877237008	-0.573506473
col27a1(2of4)	1.046242176	-0.476639759
col28a1(2of5)	-3.262900177	-0.83271183
col2a1(3of3)	-3.724495711	-0.417003588
col7a1(2of2)	-3.361288334	-0.547535057
col9a3(1of2)	-4.170959747	-0.410984319
col9a3(2of2)	-5.677233345	-0.993395036
colec12(1of3)	0.67003368	0.44130161
colgalt1(1of2)	-0.300431568	-0.295840519
commd3	1.670510351	-0.427887554
commd4	-0.063236435	0.463208812
commd6	-0.379654989	0.45747195
comt	1.832244246	0.536205681
cope	-0.460338826	0.423249841
cops3	0.073298036	0.357619568
cops5	1.66035304	0.304544622
cops6	-1.36549388	0.549051242
cops7b	-0.127880528	0.396101698
coq10b(1of3)	0.353193803	0.309257186
coq3	1.106946316	0.648405031
coq4	-0.69391285	0.530550012
coro1c(3of3)	-0.759182102	0.326660399
coro2a(2of2)	-0.100522634	-1.118320213
cox10	-0.542998409	0.448194251
cox15	0.670364456	0.566917112
cox4i1(1of2)	-4.008080662	-0.772761378
cox5a(1of2)	-1.732805109	0.422551666
cox6a1(2of2)	1.745084558	3.179840075
cox6b1(2of3)	1.904102013	0.315895238
cox7a2l	2.012974109	0.398074856
cpeb4(2of2)	0.247359503	-0.64069374
cpne5(1of2)	-1.3488061	-0.423218414
cpsf4	-0.35741238	0.718516311
cpt1a(1of4)	0.362653569	-1.657771039
cpt1a(2of4)	-1.139979385	-0.40323505
crabp2(1of2)	-2.30606723	0.969549817
cracr2b	-1.546251262	-0.879537798
crcp	-0.917961749	0.408451795
creb1(4of5)	0.246458209	0.823034535
