id	fc
nrg2(2of3)	-1.27
sema6d(1of3)	-0.7996428571428572
ttc9b	-0.18999999999999995
prrt2(2of4)	-1.35
foxf2(1of2)	-1.25
ptger4(2of4)	-1.01
slc6a5	-0.8300000000000001
kcnb1(1of2)	-0.7033333333333333
LOC107375091	-2.7283333333333335
chfr	-1.3724324324324324
stk17b(1of2)	-1.2525
LOC107392190	-0.785
sox2(3of3)	-0.299
cacna1d(5of5)	-0.4
pax4	-1.5625
pkd1l1	-1.025
grm8(4of4)	0.033333333333333305
rxfp3(2of6)	-1.6199999999999999
LOC107392660	-1.31
mos	-0.33499999999999996
kcnma1(2of2)	-0.7721428571428574
gfra1(3of7)	-0.9050000000000001
cnnm2(2of2)	-1.24
LOC107389444	0.8644444444444446
cabp1(5of5)	-1.31
gas7(2of2)	-1.3666666666666665
nkx1-2(2of2)	-0.039999999999999994
adcy8(3of3)	-0.10428571428571431
iqsec2(1of2)	-1.55
adcy5	-1.26
cldn5(1of2)	-1.8199999999999998
sox17(3of3)	-0.31
sstr5(2of4)	-0.24400000000000005
bmp2(1of2)	-2.364444444444444
LOC107393838	-1.0799999999999998
fa2h	-0.725
pou4f3(3of3)	-1.1355555555555554
dbx1(1of2)	-0.7619999999999999
inhbb(1of3)	-1.6019999999999999
arl14	-1.18
hadha	-1.3033333333333335
adam8(1of2)	-1.525
scd(2of2)	-0.455
adgrl3(6of8)	-0.41000000000000003
slc16a9	-1.78
prdm11	-0.40452380952380956
gad1(1of2)	0.332
tmem178b(1of3)	-0.71
wnt7a(1of2)	-0.7466666666666667
grin2d(1of2)	-0.5974999999999999
pou2f2(1of2)	-0.48750000000000016
igfbp1(2of2)	-0.3466666666666667
chrm2(2of2)	0.085
ndufb11	-1.91
hoxa2(1of2)	0.11499999999999995
asap1(1of2)	-0.7949999999999999
sez6(3of4)	-0.7749999999999999
hes1(2of3)	-1.246666666666667
zfp524	-1.43
hmx2(2of3)	-0.4099999999999999
lrrc52(2of2)	-1.18
tlx3(3of3)	-0.576
htr1a(1of2)	-0.39333333333333337
bhlhe23	1.4725
spns2	-0.10500000000000004
thbd(2of2)	-1.23
jag2(2of2)	-2.1169230769230767
mmp16(3of3)	-0.6
mtcl1(3of3)	-0.5866666666666668
c3orf80	-1.55
lhfpl3(1of5)	-0.9099999999999999
pcdhgc5(1of5)	-1.3
samd1(1of2)	-1.17
LOC107385948	-0.45285714285714285
crb1(1of4)	-1.4233333333333336
slc9a3r2(1of2)	-1.045
twist2(2of5)	-0.79
hnf1b	-0.476
bnc2(1of2)	-0.39266666666666666
mpnd	-0.625
adra2a(1of5)	-1.21
pde4d(2of3)	-2.3175
sult4a1	0.30000000000000004
ube2h(2of2)	-1.17
zfp536(3of3)	-0.7928000000000001
unc119(2of2)	0.4600000000000001
cacna1a(2of3)	-0.012499999999999987
foxi1(1of3)	0.23166666666666666
LOC107377964	-0.18450000000000005
lrrtm4(2of4)	-1.305
foxa1	-0.562
fam19a5(3of3)	-0.5159999999999999
nanos1(2of2)	-1.2385714285714287
syp(2of2)	-0.91
slc8a3(2of2)	-1.29
cdh23(1of3)	-1.21
LOC107393842	-0.7766666666666667
krt18(3of6)	-0.32999999999999996
kcnq3	0.7989999999999999
rab11fip2(1of2)	-0.09899999999999998
sebox(2of2)	-1.51
zdhhc14(1of2)	-2.2933333333333334
gtpbp10	-1.55
LOC107387147	-0.8942857142857141
tcf15(2of2)	-1.25
LOC107390322	-0.693846153846154
nr1d2(1of4)	-1.2
cplx3	-0.7855555555555557
irx1(2of4)	-1.051111111111111
pura(2of2)	-0.5466666666666667
hhex	-0.93
fgf8(1of2)	-2.38
zic5	-1.5
kcnma1(1of2)	-1.25
tpm3(3of4)	-0.472
c14orf37	-1.55
prkg1(1of3)	-0.07999999999999997
lhx9	-0.8216666666666667
wnt3a	-1.1
zfhx4	-0.3583333333333334
tmem8b	-1.47
LOC107392364	-0.6739999999999999
sox10(1of2)	-0.8799999999999999
gbx2	-1.068
rasgrp1(2of2)	-1.35
dst(1of2)	-1.67
nrp2(1of2)	-1.538076923076923
ntn1(1of4)	-0.9216
dscam(2of3)	1.0379999999999998
ntrk2(1of2)	-1.17
c1ql3(4of6)	-0.27499999999999997
nfatc2(1of2)	-1.31
homer1(2of2)	-0.3333333333333333
LOC107394953	-1.702
nr2f2(2of3)	-0.82
fut9(1of2)	-1.12
slc4a10(2of3)	0.014999999999999902
prox1(5of5)	-0.7016666666666665
hmbox1(1of3)	-2.005
cux1	-0.8187499999999999
prox1(1of5)	-0.73
abtb2(2of2)	-0.04142857142857152
ppp4r4	-0.6599999999999999
rassf5(2of2)	-0.8925000000000002
b3gat2	-0.41000000000000003
lrfn5(1of2)	-0.74
satb2(2of2)	-0.30700000000000005
stox1	-1.58
LOC107376714	0.3025
LOC107385553	1.4433333333333331
rarb(1of4)	-0.595
ptger3	-1.37
samd3(9of10)	-1.24
gpr15	-1.309
ssbp2	-0.8250000000000001
LOC107387389	-0.16368421052631574
pde11a(1of2)	-1.0
rasgef1c	-0.74
LOC107374887	-0.5761538461538461
lrrc73	-1.27
tfap2e	-0.9025
ptf1a(2of2)	-0.8150000000000001
lonrf3(1of2)	-0.785
kcna3(3of3)	-1.18
zbtb7b	0.35
usp2(2of2)	-0.522
asic1(1of3)	-0.8333333333333334
LOC107375899	-1.12
sema3a(4of4)	-1.0514285714285714
nr2c2(2of2)	-1.18
camk2n2	-1.18
cacna1b(5of5)	-0.07666666666666667
LOC107378684	-1.1383333333333334
gsx2	-0.6833333333333333
slco5a1(2of2)	-0.9975
prdm16	-0.9725000000000001
c1ql1	-1.0733333333333335
dach1(2of2)	-0.7538095238095237
ppic	-1.5866666666666667
ppargc1a	-0.1297297297297298
ucn	-1.21
gata5	-0.76
parp14(3of5)	-1.47
cabp7(2of2)	-0.93
cbarp(2of2)	-0.99
ptprr	-1.61
mfsd7	-1.9
adra1b(3of4)	-1.28
tmem33	-0.79375
ube2ql1	-1.0550000000000002
cacng7(2of2)	-0.5857142857142856
adamts15(2of2)	-1.16
sh3yl1	-0.3633333333333333
twist2(1of5)	-0.14285714285714282
pcdh7(2of2)	-0.7126086956521738
spry4	-1.3599999999999999
pax6(4of4)	0.10299999999999998
dlc1(2of2)	-0.753913043478261
neurl1(1of2)	-4.625929269271486e-17
kcnc4	-1.14
nr5a2(2of4)	-0.30500000000000005
adamts2(1of2)	-1.54
prr18	0.16333333333333327
prr15	0.5599999999999999
gmnc	-1.1533333333333333
jag1(1of2)	-1.115
cxcr2(2of3)	-1.295
il11	-0.2866666666666666
cilp2(3of3)	-0.13499999999999998
zfp608	2.0199999999999996
LOC107395032	-0.5399999999999999
tmem178b(3of3)	-1.19
adgrl1(1of2)	0.46111111111111114
c1ql3(1of6)	-0.4275
rprm(1of2)	-1.17
elovl4(1of6)	0.06666666666666672
pax3(1of2)	-1.0972727272727274
fgf16	-0.738
meis1	-0.23020833333333326
armc6	-1.46
efna1(1of2)	-1.2433333333333334
gnb3(1of2)	-1.8
mc1r	-1.27
foxc1(1of2)	-0.21999999999999997
vsx1	-0.935
adgrb3(1of2)	-0.635
LOC107394637	-1.35
lhx1(1of2)	-0.5977777777777777
nkain2	-0.5200000000000001
en1(1of2)	-0.2748275862068966
srsf5	-2.84
LOC107382540	-0.5279999999999999
hic2(3of3)	-1.02
taf13	-1.49
foxg1(1of3)	-0.945
brsk1(2of3)	-0.74
schip1(3of3)	-0.3
otx2(2of4)	0.80125
lmf1	-1.75
alx3	-0.67
fam19a2(1of4)	-0.017999999999999995
mcidas	-1.19
kcnt2	-0.5925
zfp503(1of2)	-0.39853658536585357
ltbp2(1of2)	-1.055
cdk5r1(1of3)	-1.14
slitrk2	-1.28
dchs1(1of3)	-0.05166666666666666
stard10(3of3)	0.5449999999999999
map3k9	-1.25
msra(2of2)	-1.14
wnt8b	-0.8049999999999999
bmp7(5of5)	-0.9550000000000001
gje1	-1.3366666666666667
pik3cd	-0.19000000000000003
myt1(2of2)	-0.52
nog(2of4)	-1.125
mbnl3	-1.57
col13a1(1of2)	-1.207
kpna2(1of3)	-1.19
mab21l1	-0.2924999999999999
she(2of2)	-1.65
crhr1(3of3)	-1.2
junb(2of2)	-0.57
pcdhgc5(5of5)	-0.715
cyp24a1	-0.75
ppp3ca(1of5)	-1.275
tcf21	0.13000000000000003
lrch1	-0.9099999999999999
lmx1b(2of2)	-0.5
ugt2b4	-0.5633333333333334
gtf3c4	-0.7166666666666667
fbxl15	-0.829375
flvcr1	-0.614
LOC107380166	-1.42
rasgrf1(1of4)	-0.7300000000000001
shh(2of2)	-1.28
