id	fc
f10(2of3)	2.13
pigc	-0.6433333333333334
spin1(4of4)	2.55
elmsan1(2of2)	0.6900000000000001
LOC107385269	-0.635
rab11fip5	2.37
zc3h12c(1of2)	-1.7033333333333331
higd1a	-2.25
pnpla2(4of5)	1.68
st8sia2	-3.31
dhx32	-2.48
stk10(1of2)	1.79
narf	-1.87
lta4h	-2.38
tubb5	-3.78
gnao1(2of3)	-2.47
trpc1	3.74
bhlhe22	-1.24
eva1c(1of4)	2.55
LOC107378099	-2.64
slc25a25(4of4)	-1.63
cmpk1	-1.98
mfsd2a(2of3)	-2.36
acsbg1	-1.01
troap	-2.77
plk4	-1.95
gadd45b(2of2)	2.96
asap1(1of2)	-3.97
tubb4b(5of5)	-1.4
ago1	-1.61
tmem47(1of3)	-2.08
epb41(1of2)	2.23
prodh(2of2)	2.18
slc25a1(3of3)	1.84
timeless	-2.01
ormdl3	1.72
igdcc3(3of3)	-1.946666666666667
espl1	-1.53
dpf3	-1.91
dnajb2	1.65
e2f8	-1.76
aaas	-1.7
gpatch2l	2.03
LOC107392049	2.67
dlg5(1of2)	1.39
snx27(2of2)	-1.74
ddx5(1of2)	-1.44
fam184b	-1.3849999999999998
rere(2of2)	-0.1775000000000001
farsb	0.67
bbox1	-2.96
mcm2	-2.05
osgin2(1of2)	3.52
elk4(3of3)	-1.61
hist2h3d(1of8)	-3.77
kifc1(1of2)	-1.9
tuba1c(3of10)	2.64
LOC107393949	2.2
smc2	-1.88
ccdc149(2of2)	2.38
wdhd1	-1.72
bard1	-2.15
fam64a	-1.51
fus	-3.03
gab1(1of2)	2.28
eef2(2of2)	2.25
mast2(1of3)	0.775
prc1(2of4)	-1.96
kiaa1524	-1.75
tmem132e	-2.55
nacad	2.74
flt1(2of2)	3.18
fsbp	2.04
gde1	-1.81
gadd45a(1of2)	-2.71
lonrf3(1of2)	1.01
tet2	-0.39999999999999997
fam13a(1of3)	-0.2833333333333333
hist1h2bk	-3.64
rbbp8	-2.2
slc43a3(1of2)	-2.34
foxp1(1of3)	-0.3166666666666666
ldb1(2of2)	0.4600000000000001
tpd52	-0.10666666666666665
gins3	-2.22
chaf1b	-1.81
plec(1of4)	3.2
abcc5	2.44
kbtbd7	-2.08
mapk8(1of2)	-1.35
nans(2of2)	-1.83
kdelc1	-2.65
gars	-1.47
tmem63b(1of2)	-1.85
LOC107385308	5.27
plpp2(1of2)	1.53
LOC107388443	2.97
zeb2(3of3)	-1.6
chst12(1of3)	-2.52
tesk2(1of3)	1.87
e2f1	-1.35
timm44(2of2)	-2.09
hmgcs1	-1.5
mtmr11	-2.02
papss2	-2.11
ncapg2	-1.8
cenpk	-2.04
cenpf(2of2)	-1.67
rb1	-1.79
fat2(1of2)	-2.77
pgp	-6.04
dyrk1b	-0.96
atf3	2.47
slain2(1of3)	0.6799999999999999
ints8(1of2)	-2.01
arfgap3	1.66
slc25a3	-1.49
exo1	-2.48
hivep2(1of2)	3.63
farp1(2of2)	1.385
racgap1(3of3)	-1.74
ccpg1	1.8
lhfpl2(2of2)	-0.885
tlr5(1of2)	1.045
cks1b(1of2)	-1.72
elovl6(3of3)	-1.76
rilpl1(3of3)	1.52
smdt1(2of2)	2.18
spata20	1.37
spc25	-1.44
cish(1of2)	-3.06
tmem269	2.41
cdk1	-2.01
dnajc30(2of2)	-1.66
klf9(2of2)	2.13
sparc(1of2)	-2.22
bdh2(2of2)	1.58
aanat(3of3)	3.29
parp14(1of5)	1.62
rap2a(2of2)	-2.06
rad54l	-1.6
dtwd2	-1.44
ccnb3	-1.78
tspan11	1.9
rasal2(1of2)	1.1466666666666667
pole2	-2.37
nadk(1of2)	-1.56
tbkbp1(1of2)	1.65
LOC107395202	-3.11
vmp1	-1.67
lypla2	-1.63
zkscan2(2of2)	-1.69
foxd1(1of3)	-2.95
ccser1	1.65
pdxk(2of2)	-2.86
c16orf58	1.1400000000000001
sox9(2of3)	-1.69
pcdh8(3of3)	-2.66
dapk3(2of3)	-1.34
mllt10(1of2)	-2.1599999999999997
rhbdf1(2of2)	-2.32
slc6a6(1of2)	-1.5
dcaf7(1of2)	-1.2033333333333334
fam49b(2of3)	-1.62
gja3(8of9)	-1.26
adamts20	-2.4
phlpp2	2.17
aspg	-2.54
macf1(2of2)	0.37333333333333335
nmnat2	2.54
sephs1	-1.41
ssh2	-1.175
ppp1r3d(2of3)	1.79
nr1d2(4of4)	1.3800000000000001
poldip2	-0.5299999999999999
ism2(1of2)	-2.96
eml6	-2.19
arhgap19(1of2)	-1.75
slc27a2(2of3)	1.6
ccnf	-1.71
zfp2(4of11)	-1.815
pck1(1of2)	-3.77
mad2l1bp	-1.7
ece1	0.8833333333333333
fanca	-2.29
ankrd13c(1of2)	-1.69
psmc5	-1.51
pnpt1	-1.9
slc25a25(1of4)	-1.44
nuf2	-0.19499999999999995
LOC107379778	1.4
iffo1(1of2)	2.7300000000000004
msantd3	-3.29
rtkn2(2of2)	-1.0150000000000001
synm	-0.2849999999999999
snrk(2of3)	1.145
clip1(1of2)	-2.37
parp12(2of3)	1.32
ap4e1	-1.47
usp5	-1.17
slitrk4	-3.58
dgat1(1of3)	1.85
thbs1(2of2)	-2.59
ifrd1(2of2)	-1.19
ppm1l(1of2)	-1.6
fbxl15	-1.85
etv5(2of2)	-2.15
pappa2(1of2)	-2.82
atad2b	-1.27
ubr7(2of2)	-2.42
ndc80	-1.58
cd34(2of2)	-2.115
ccdc167	-2.22
pfkfb4(1of2)	-0.9166666666666666
mthfd2	-1.83
trib2(1of2)	1.135
smad4(2of3)	1.71
esr2(1of2)	-1.72
fam160b2	1.95
zfp516(1of2)	-1.6766666666666667
pcdh10(5of10)	-2.24
arhgef40(1of2)	-2.73
oxnad1	-1.4
hoxb1(3of3)	1.64
thap4(1of6)	1.73
LOC107395516	-1.26
rab14(2of2)	3.105
clspn	-1.2
myc(2of2)	1.62
dpysl2(3of3)	-3.67
chek1	-1.58
tns2(2of2)	2.53
bub1(1of2)	-1.51
tldc1	1.5
epha4(2of3)	-2.44
pdgfa(1of2)	-2.26
cd276(1of2)	-1.57
nusap1	-1.48
ttbk2(1of2)	1.72
rnf169	-1.58
acss3	0.6766666666666667
ptpn12(2of2)	-1.27
hes1(3of3)	-3.34
hist1h1b(5of6)	1.63
abracl	-4.29
sox9(3of3)	-2.115
mecom	-4.42
b4galt3(2of2)	2.3
st6gal2(1of2)	1.81
stx4	-1.29
abcc4	-3.45
agps	-1.3
creg1	1.9249999999999998
acin1(1of2)	-0.255
acadvl(1of2)	-1.43
ppara(1of2)	2.12
ash1l(2of2)	1.37
tmem45b(2of2)	-2.18
fbxo48	1.49
foxp4	-1.27
anapc15	-1.41
kif11	1.9450000000000003
idh1	-2.6
lmln(1of3)	-1.97
kctd15	-1.73
spdl1	-2.225
psph	-3.89
adh5(1of4)	-1.34
lrrc40	-2.71
clock	-1.53
mettl21a	-2.64
scarb2(1of3)	-1.29
snx5(2of2)	-4.105
pfkp(2of2)	-2.08
mfsd13a	2.02
adamts1	-2.4
reep5(2of3)	-2.19
eif4e(3of3)	-1.21
cbx8(1of2)	0.04499999999999993
c9orf16	-1.49
pomgnt1	-1.45
rab11fip1(1of2)	1.21
atp1a3(2of2)	-1.3900000000000001
vwa7(6of6)	-3.04
palb2	-1.51
gmppb	0.09999999999999998
ccsap(2of2)	-3.24
abcf2	1.705
anln(1of2)	-1.21
LOC107389788	-3.0
nomo1	-1.31
hist2h2ab(1of10)	-3.48
hes5(5of5)	-2.78
cdk9	-1.12
plin2(2of3)	-2.8
ip6k2(2of2)	1.52
fat4(2of5)	-1.49
cdr2l(1of2)	-2.0
csk(1of2)	-2.33
cenpl	-1.87
fbxl2	1.3
apex1(1of2)	-1.39
mogat2(3of3)	1.76
tbccd1	1.72
rap1gds1(1of3)	-1.51
fkbp10(1of2)	1.29
gstm3(2of2)	1.38
itgb8	-3.26
tapt1(2of2)	1.34
aurka	-1.11
minpp1(2of2)	1.62
tpm1(1of3)	-0.07500000000000007
prep	-1.62
slc22a13(6of6)	1.99
mms22l	-1.52
nr2f6(2of2)	-0.79
smc4	-1.26
tmem35	-1.65
memo1	-1.25
fgfbp3	-1.71
boc	-1.23
LOC107384825	1.9
bahd1(1of2)	-4.79
cdk2ap1	-1.74
ska3	-1.62
rangap1(2of2)	-1.45
pbk	-1.33
fam173a(2of2)	2.1
abat	1.38
hes6(2of2)	-2.12
bahcc1(2of3)	-0.8400000000000001
slbp(2of2)	-1.19
cyp2u1	1.63
dmrta1	2.73
man2b1	-3.64
fzd1	-1.22
tax1bp1(1of4)	1.34
wnk2(1of2)	-2.98
dnmt3a(2of2)	-2.3066666666666666
ifnlr1	-1.54
myo10(2of4)	-0.43500000000000005
myo10(3of4)	-1.32
cep135	-1.31
ttbk1	0.3599999999999999
klf9(1of2)	-1.1
armc6	-1.46
hes5(3of5)	-3.293333333333333
hist2h2ab(4of10)	-1.815
pde12	-1.37
vat1(2of2)	-1.51
ckap2l	0.9700000000000001
pnp(3of5)	-1.375
LOC107378063	1.21
mtcl1(1of3)	-2.94
cfap43	2.2
tdp1	-0.885
LOC107381911	-5.97
pnkd(1of2)	-1.42
snrpf	-1.09
pura(1of2)	-0.255
ulk4	-0.96
nr2f1	-0.41999999999999993
alkbh3	-1.63
pfkfb3	-1.79
ecsit	-1.44
acp1	-1.64
LOC107391388	-1.12
ywhag(1of2)	-1.39
cd34(1of2)	-2.19
zar1(2of2)	3.41
paqr4(2of2)	-3.25
smarca2(2of2)	-1.415
hoxb1(2of3)	-1.94
cecr5(2of3)	-1.99
cdca3	-2.27
eprs	-0.31
kif2a(2of2)	-1.2
mxra8(3of3)	-3.52
ube2c	-1.14
thsd7a(1of2)	-2.79
gins4	-1.88
tshz1(3of3)	-1.05
atp10d	-1.79
gfm1	-1.9
znf569(2of12)	-0.74
idh2(2of2)	-1.06
ppp1r15b(2of2)	1.29
dixdc1(1of2)	-1.42
ccdc85c(2of2)	-1.42
ly9	-2.98
tsta3	-2.26
notch2(1of3)	-1.375
tsc22d1(2of2)	1.1866666666666668
tipin	-1.67
acrc	-1.56
basp1	-2.64
stau1	-1.23
sqstm1	1.45
plk1	-1.23
sox4(2of2)	-1.81
kpna3	-1.26
c7orf57(2of2)	-1.42
arfgap1	-1.45
mycl(2of2)	-0.2266666666666667
sacm1l(1of2)	-1.28
ntn1(1of4)	-1.84
dach1(1of2)	-1.91
LOC107390747	-4.02
psma2	-1.2
stx5	-1.27
cmtm4(1of2)	1.19
e2f3(1of3)	-1.07
LOC107376919	1.39
pax7	-2.56
negr1(2of2)	0.9
smarcd1	-1.06
jmjd1c	1.915
ythdc2	-1.46
nr1d2(3of4)	-1.49
kiaa1462(3of3)	1.26
tanc2(3of3)	-1.96
far1(2of2)	-1.84
tmem198(1of4)	-1.82
akr1a1(3of4)	1.525
cenpw	-1.35
pttg1ip(2of3)	-0.8899999999999999
atp2a2(1of4)	-2.35
terf1	-1.64
itga8(1of2)	-1.4100000000000001
cfap53	6.07
gpatch4	-1.97
arhgap23(2of2)	0.7750000000000002
arhgap31	-2.82
krt18(2of6)	-2.27
slc30a7	-1.25
them6(2of2)	1.93
cux2	-2.48
f2r(2of2)	1.92
ccnt2(2of2)	-1.03
rdm1	-3.21
mllt1(2of2)	-1.7
crlf3	-1.64
fancd2(1of2)	-1.38
taf6l	-1.53
arhgap27(1of3)	-0.6050000000000001
ppie	-1.42
plxna1(2of2)	-2.29
lrrc8e	1.2
hras(1of2)	-1.13
cenpe(2of3)	-1.58
socs7(2of2)	1.05
asb13(1of2)	0.7000000000000001
enpp4	2.05
yaf2(1of2)	1.3
arid1b(2of3)	-2.49
gm2a	2.1
sgms2(2of2)	1.0366666666666666
parp10(1of2)	1.52
tenm3(1of2)	-2.83
atp5g3(2of2)	-1.21
rnf213(2of2)	2.2
rbm24(1of2)	1.61
txnrd2	-1.44
dck(2of3)	-1.46
pdap1(2of2)	-1.17
dpp3	-1.25
abcd2	-1.28
kif21a(2of3)	-1.78
hist2h2be(3of12)	-3.04
daam1	-0.08333333333333333
grb10(1of2)	1.4
mcm6	-1.49
tbc1d20(1of2)	0.665
LOC107389328	1.76
gk(1of2)	-2.5
diras2(2of2)	1.51
pdp1(2of3)	-0.745
col4a3bp(2of2)	0.185
fam73a	-1.45
me3(1of2)	-1.36
mepce(2of2)	1.04
rrm1(1of2)	-1.08
tmeff1(2of2)	-2.16
dnph1	-2.81
sema6a	-1.46
lrrk2	1.39
sik1	-1.69
ptpru(2of2)	1.06
macf1(1of2)	-1.41
gli2(3of3)	-0.8049999999999999
arf1(2of3)	-0.395
traip	-1.09
hmgxb4(1of2)	2.93
tube1(2of2)	-2.08
LOC107392155	1.57
nin	-1.3
npepl1(1of2)	-1.13
a2ml1(2of4)	1.78
lnpep	1.21
fbxl20	-1.31
sox4(1of2)	-0.09999999999999996
renbp	2.32
sars	-1.08
snx14(2of2)	1.25
syt14(1of2)	-1.6549999999999998
cdh23(2of3)	1.31
brip1	-1.52
dhx15(1of2)	-1.04
cyp27a1(3of4)	-1.99
eogt	-2.02
b4galnt4	-2.23
cbs(2of2)	1.57
ngef	-0.57
psmd1	-1.17
micu3(1of2)	1.54
slc27a4	-1.53
col12a1(2of2)	-5.58
dnajb11	-1.25
hes5(4of5)	-3.5949999999999998
c14orf166	-1.08
dtx3(2of2)	1.33
trim62(2of3)	-2.41
pip5k1a(1of2)	-1.23
atp1a1(2of2)	-1.26
lrp11	1.99
sall1(3of3)	-4.19
dctn1(1of2)	-1.21
hoxb3(1of2)	-0.9712499999999998
alg9	-1.08
fnbp1l(2of2)	-1.11
kif23(2of2)	-0.7066666666666667
agrn	-0.3
rpl22l1	-1.04
tram2	-1.26
clpp	0.6925
LOC107388261	-1.3649999999999998
neurl4	-1.16
schip1(3of3)	-0.688
poglut1	-1.12
adck1	-2.14
hoxb8	0.7850000000000001
vgll4(3of3)	0.39
erbb2	1.11
pim1(1of3)	-1.0
tmem179(2of2)	0.5666666666666668
LOC107393561	-1.13
myf5	-3.47
ganab	-1.01
hsd17b7(1of3)	1.49
fli1(1of2)	-2.92
mfsd3	-1.4
lct(1of2)	1.96
marveld3(2of2)	-1.4866666666666666
gulp1(2of2)	-1.6300000000000001
ttll7	-2.86
asphd2(1of2)	1.34
nufip2(2of2)	-1.0
mlh1	-1.4
cyr61(3of5)	1.77
rapgef6	-1.6500000000000001
hmmr(1of2)	-1.07
rnf126(2of2)	-1.4
tdg(2of2)	-1.24
LOC107379661	-1.22
numa1	-1.46
wbp2(2of2)	1.11
sp4	1.38
cyp26b1	-1.285
spag5	-1.56
tp53	-1.02
mab21l2	-1.88
kidins220	0.88
slc4a4(2of2)	1.18
ppp1r13l	1.2
lrp8(3of4)	-1.72
clasp2	0.91
slc25a44(2of2)	-1.26
rars	-1.43
rad52	-1.43
pde4b(1of4)	-3.6466666666666665
slc27a6	1.19
ruvbl2	-1.07
LOC107376526	1.13
sertad4	1.2399999999999998
uqcrc1	-0.99
dlat	-1.43
eed	-1.42
fibin(1of2)	-1.69
prc1(1of4)	-1.24
fam49b(3of3)	-3.34
etaa1(2of2)	-1.17
ttk	-1.07
auts2(2of2)	-2.64
ids	0.615
pmepa1	-5.470000000000001
nfia	-4.85
rpa1(1of2)	-1.36
ccdc69	-1.33
snrpg	-1.07
kbtbd8	-0.93
tsc22d3(2of2)	2.21
col15a1(2of5)	-1.695
cntnap1	-1.77
col2a1(3of3)	-2.2
arl15	1.9666666666666666
prkcd(2of2)	-1.42
ccnb2(1of2)	-1.02
mark3(2of2)	2.285
sgpp1(1of2)	-1.6133333333333333
LOC107380401	-1.95
xrcc2	-1.57
tax1bp1(3of4)	1.29
scml4	-1.55
snx22	1.72
sh3pxd2a(1of2)	-1.39
sema4d(3of3)	1.48
trim36	-2.02
acacb	-1.63
irx1(4of4)	-2.755
wdsub1	1.49
dcc(1of2)	-2.4733333333333336
elovl6(1of3)	2.78
fam65b	-1.44
trnaf-gaa	0.32499999999999996
acat1	-3.42
tpr(2of2)	-0.99
foxo3(1of4)	-3.63
LOC107374218	-3.47
c2orf76	-1.66
canx(2of2)	-1.04
arhgef2	-0.95
arl6ip4	-1.23
mcm8	-1.91
rbbp5	-1.01
tceanc	-0.2549999999999999
alms1(1of3)	-2.4
dcaf15	-0.96
gsg2	-1.24
lmo3	-1.25
dctd	-2.94
pacsin3(2of3)	-4.21
topbp1	-1.1
lamb1(4of4)	-2.475
c8orf4(1of2)	1.14
natd1(1of2)	3.19
gpsm1(1of3)	-0.495
tnfsf15(1of2)	-2.37
nfyc	-1.22
mocs1	0.06333333333333331
mllt10(2of2)	1.18
sumf2	-1.41
med22	-1.29
dynlt1(2of3)	-1.61
dnajc8	-1.11
adprh(2of2)	-2.03
hes1(2of3)	-1.04
cyld(4of4)	1.28
sirt1	-1.1
herc3(2of2)	1.19
dnah2	0.95
samhd1(2of2)	-2.05
pacsin3(1of3)	1.51
apmap(1of2)	-1.17
dpp9(2of3)	0.44499999999999995
alkbh2	-1.59
cables2(1of2)	-2.32
u2af1(2of2)	-0.95
kcnc1(2of3)	-3.38
sepp1(2of2)	3.17
pqlc3	1.8933333333333333
ctnna2	-2.15
ebf2	-1.42
mxi1(2of2)	-1.42
cdca2	-0.99
adprh(1of2)	1.07
brwd1	-1.07
zfp618(2of2)	-0.495
rai2	-2.96
zmym4(1of4)	-0.885
rpn2	-1.12
rfesd(3of3)	1.63
dera	1.22
tonsl	-1.26
atp2a2(2of4)	-1.02
tet3(1of2)	-1.09
pusl1	-1.32
cadm4(2of4)	-3.0149999999999997
nlrp12(3of4)	-3.04
lonp2	1.01
plxna2(1of2)	-1.54
rfx7(2of2)	1.1
mbnl3	2.62
b4galt7	-1.2
ldb2	-1.68
abhd17c(2of2)	-1.25
igfbp1(2of2)	-2.1950000000000003
alg11(1of2)	1.07
adpgk(2of2)	-1.24
klhl26	1.29
mfsd12	1.13
tprg1l(1of2)	1.96
cecr6	-2.72
smarca5	-0.93
txndc5	-0.94
gas6	1.18
bmp7(4of5)	-2.81
notch1(2of3)	-1.31
kif20a(1of3)	-1.29
col1a2(1of4)	-2.85
fbxo5	-3.8
tspo	1.04
cry2(1of2)	1.32
pptc7(2of2)	1.16
anks1a(2of2)	-0.7033333333333335
arfgef3	-1.88
lrrc17(1of2)	-3.6900000000000004
piga	-1.59
plpp3(4of4)	1.12
dock9(1of2)	-0.5549999999999999
brf1(2of2)	1.53
tmem74(2of2)	-3.335
xpot	-0.97
psmd6	-1.22
pif1(2of4)	-1.28
bcl7b	1.37
slc25a22(4of4)	-0.99
zeb1(2of2)	-0.98
col4a1(5of5)	-1.26
bcl2l14(1of2)	-3.4
glul(3of3)	-1.09
cbfb	-1.35
c1orf112	-1.3
nol10	-1.13
efcab10	0.99
trpm1(1of3)	-4.42
dip2b(2of2)	0.99
kat2b	1.14
nt5c3b(2of2)	-1.29
rgs3(2of2)	-1.31
c15orf39	-1.3
dennd4a(2of3)	-1.84
nfil3(5of5)	3.35
kif1c	-1.08
ttyh3(1of2)	-1.02
prelid1(2of3)	-1.04
prmt3(1of2)	1.39
abcf3	-1.41
slain2(2of3)	-1.14
dnmt3a(1of2)	-0.785
arpc4(1of2)	-1.14
arid5b(2of2)	-1.38
creb1(3of5)	1.1
eva1b	-2.84
sash1(1of2)	-1.1149999999999998
rbl2	1.25
cpt1a(2of4)	-1.12
ralbp1	-1.06
cntn2(3of3)	-1.49
klf11(2of2)	-1.34
smarca4(2of2)	-0.96
nfat5(1of2)	1.15
atad5	-0.93
rims2(2of4)	-0.7999999999999999
hnf1b	1.73
ascl1(2of2)	-1.75
LOC107379837	1.89
nfx1	-0.98
gramd1b(3of3)	0.3566666666666667
spsb4(2of2)	-1.2149999999999999
lrrfip1(1of2)	-2.09
wars	-1.64
acvr2b(2of2)	-7.31
blvra	1.34
hmgxb3(2of4)	-1.19
rab33b(1of3)	1.26
adprm(1of2)	-1.76
sptbn1(5of6)	-3.46
yod1	-0.87
svbp	-1.25
vars	-1.35
pfkfb4(2of2)	-0.45999999999999996
nkx1-1	-4.37
ilf2	-0.95
nedd8(2of2)	-0.96
fabp3(2of2)	-1.52
haus6	-0.99
zmiz1(1of2)	-1.4000000000000001
arhgap19(2of2)	-1.62
ppfibp2(1of2)	-2.5
col27a1(1of4)	-1.0
echs1	1.13
cplx3	0.8499999999999999
bahd1(2of2)	-3.32
edil3(3of3)	2.11
rfwd3	-0.93
phf5a	-0.94
uggt1(2of2)	-1.28
fig4	-1.46
bcorl1	-0.825
msto1	1.0
zfp536(3of3)	-1.9849999999999997
rap1b(1of3)	-1.18
LOC107373343	2.53
tmem159	1.35
itm2a	1.15
psmc3ip	-0.96
ctbp2(3of3)	-7.21
ccnyl1(1of2)	-0.96
gse1(2of2)	-1.94
maz(2of2)	-1.51
LOC107392118	0.93
cdkn2d	-0.93
lsm11	-1.33
aamdc	0.5700000000000001
hist2h2be(7of12)	-1.3
tuba1b(2of2)	-1.35
mki67	-0.97
kif13b(2of2)	-1.01
atg4d(1of2)	1.4
adcy2(4of4)	4.39
tmem55a	1.17
hey2(1of2)	1.72
fbxl7	-1.53
asf1a(2of2)	-0.92
pdss2	-1.17
g3bp1	-0.015000000000000013
lima1(2of2)	-3.44
slc7a3	-0.95
aarsd1	-1.16
ewsr1	-0.9
tctn1	-1.16
primpol	-1.36
zfyve9(2of2)	3.12
csprs(2of2)	-3.08
tmem209	-0.99
znf84(1of4)	1.895
b4galt5	-0.92
serp1	1.9200000000000002
gxylt1(2of2)	0.5333333333333333
pqlc1(1of2)	-1.0
cdx4(2of2)	1.31
orc3	-1.35
bmpr1b(1of2)	-2.9250000000000003
tbx6(3of3)	6.73
mtpap	-1.11
ergic1	-1.69
etnk1(1of3)	-1.25
dnajc5(3of4)	-1.41
nae1	-0.98
dgat1(2of3)	1.14
pex2	1.0
gnas(1of2)	-0.925
fign(1of3)	-1.565
psmc4	-0.92
slc25a20	-0.09999999999999998
pggt1b	-1.32
rdh14(2of2)	-1.09
usp6nl(3of3)	-1.1
cep55	-1.5
LOC107395051	1.2333333333333334
hist2h2ab(7of10)	-3.83
ndnf(2of2)	-1.12
rnf113a	-1.32
zfpm1	-1.03
spred2(2of2)	-0.89
sema5b(2of2)	-3.08
zcchc10	-1.07
epha2(1of2)	-1.0766666666666667
znf649	-1.03
LOC107377964	-1.58
col27a1(4of4)	-1.57
il1rapl1(2of2)	1.92
ercc6l	-1.04
kiaa1549(2of3)	-3.25
nudt14	-1.04
mcu(2of2)	-0.05499999999999994
suclg1	-1.21
atp8a1	-1.22
arf5(1of2)	1.795
lacc1	-4.77
tuba1c(2of10)	-0.88
klhl42	-0.86
tln2(2of2)	2.795
ncapd2	-0.98
dlgap5	-1.33
xrcc5	-1.42
plcl2(2of3)	-1.74
LOC107395071	1.03
gpaa1	-1.075
zfp62(1of5)	-0.8500000000000001
casc5	-1.03
pkd1l3	-0.92
ankfn1(2of3)	-1.47
lrrcc1	-1.21
phip	0.91
nlk(3of3)	0.98
rftn1(1of2)	-2.33
sema3a(2of4)	-4.145
pofut1(2of2)	-1.35
camsap2(1of2)	-1.78
mcm9	-2.11
plp2	1.05
plekhg1(2of2)	-0.9433333333333334
phldb2(1of2)	-1.7966666666666669
cpsf1	0.09499999999999997
ctbp1(1of2)	-0.85
trmt61b(1of2)	-1.18
crabp2(2of2)	-0.9499999999999998
ube2d4(1of2)	-1.19
dchs1(2of3)	-1.52
ext1(2of4)	-0.91
rapgef2	0.04666666666666663
ankle1	-0.95
cript	1.57
afap1l1(1of2)	-1.84
abca3	1.02
lars2	-1.03
psmd11(1of2)	-0.97
