target_id	length	eff_length	est_counts	tpm
sgms2(1of2)	1664	1473.36	11	0.471845
c11orf31	669	479.152	71	9.36482
hspd1	2406	2215.36	13884	396.082
plaa	2629	2438.36	1240	32.1395
cers5(2of2)	1769	1578.36	194	7.76803
cxorf21	3671	3480.36	40.104	0.728245
ier3ip1(1of2)	618	428.869	245	36.1041
htr3a(4of11)	1953	1762.36	0	0
rnd2(2of2)	1666	1475.36	359	15.3784
lcmt2	2407	2216.36	433	12.347
serpini1	1617	1426.36	280	12.4064
LOC107383633	1566	1375.36	1	0.0459514
csmd3(7of9)	3906	3715.36	887	15.0882
rab27b(2of2)	3663	3472.36	470	8.55436
jag2(2of2)	5861	5670.36	2078	23.1606
zbtb39	4003	3812.36	259	4.29359
brd7	2004	1813.36	2170	75.6294
LOC107372370	2401	2210.36	360	10.2933
schip1(2of3)	1727	1536.36	1	0.041136
nqo1(2of6)	992	801.356	14.6815	1.15787
ppil3	1088	897.356	609	42.891
prr16(1of2)	2696	2505.36	40.0801	1.01105
LOC107395317	549	360.971	0	0
LOC107382444	1404	1213.36	0	0
fpgs	2926	2735.36	684	15.8036
lrriq1	4375	4184.36	213	3.2171
cetn3	1119	928.356	1125	76.5864
rab1a(3of3)	1747	1556.36	1464.97	59.4884
c1orf112	3098	2907.36	708	15.3904
znf721(2of2)	2452	2261.36	415.453	11.6109
cdh18	3633	3442.36	32.3169	0.593319
runx1t1	5292	5101.36	454.114	5.62592
kiaa1324l(3of3)	4699	4508.36	166	2.32704
glrx2	1214	1023.36	188	11.6103
irf8(2of2)	2087	1896.36	13	0.433249
ankrd63(2of2)	2030	1839.36	11	0.377956
arhgap44(2of2)	4675	4484.36	34	0.479174
nol10	2488	2297.36	962	26.4643
gipc1(2of2)	2508	2317.36	282.594	7.70699
nlrx1(1of2)	905	714.356	109	9.6433
scarb2(2of3)	3460	3269.36	4660	90.0819
atg9a(1of2)	6178	5987.36	1093	11.5372
pvr(2of2)	2161	1970.36	297.633	9.54663
cadm2(1of3)	3162	2971.36	7	0.148887
mmadhc(2of2)	2764	2573.36	723	17.7563
ogdh(2of2)	4412	4221.36	4067	60.8886
ehbp1l1	8981	8790.36	383.091	2.75429
zdhhc8(3of3)	3023	2832.36	10	0.223134
tra2b(1of2)	1477	1286.36	3011	147.932
LOC107378154	1251	1060.36	0	0
myl1(1of2)	1209	1018.36	615	38.1671
plod1	3306	3115.36	3197	64.8558
ces1	2591	2400.36	396	10.4264
wfdc3(5of7)	678	488.007	0	0
pnpla2(3of5)	2664	2473.36	1	0.0255521
camsap1(2of2)	5158	4967.36	530	6.74318
capn3(2of2)	4739	4548.36	113.216	1.57314
laptm4b(2of2)	2346	2155.36	91	2.66831
rbm15b	3588	3397.36	1029	19.142
LOC107382835	3617	3426.36	1880	34.6768
elp5	1145	954.356	713	47.2164
ticrr	6238	6047.36	1681	17.5678
tnip1(1of4)	1229	1038.36	27	1.64336
ackr4(2of2)	1470	1279.36	0	0
rps18	921	730.356	11027	954.194
tmem151b(3of3)	3160	2969.36	7	0.148987
otop1	3578	3387.36	9	0.167917
cxcl1(2of2)	1001	810.356	0	0
nccrp1	1296	1105.36	2416	138.137
tmem208	1305	1114.36	700	39.6998
msantd1	1581	1390.36	305	13.864
wdr4	1701	1510.36	939	39.2916
prokr2(1of2)	1919	1728.36	4	0.146265
moxd2	3023	2832.36	45.6788	1.01925
gabrr2(3of3)	1896	1705.36	82.5138	3.05791
zkscan2(1of2)	1067	876.356	981.273	70.7658
zscan22(2of6)	2833	2642.36	642.339	15.3634
ttc16	1965	1774.36	36	1.28226
cd2ap	3134	2943.36	797	17.1131
ptprj	7223	7032.36	301	2.70508
rag2	2279	2088.36	0	0
ppp2r2d	2875	2684.36	2193	51.6312
snai2(3of3)	1100	909.356	331	23.0042
slc48a1(1of2)	1753	1562.36	224.184	9.06858
utp20	8888	8697.36	6499	47.2251
camkk2	2992	2801.36	444	10.0168
rmdn2	5154	4963.36	589	7.49987
bbs7	3146	2955.36	794	16.9795
actr2(2of2)	2492	2301.36	820	22.5187
tk1	1244	1053.36	1923	115.377
pfkp(2of2)	3184	2993.36	269	5.67947
gipc1(1of2)	1967	1776.36	964.998	34.3329
zbtb26	2058	1867.36	617.893	20.9122
tnk2(2of3)	5143	4952.36	82	1.04644
igfals	2232	2041.36	7	0.216717
lztr1(2of2)	1534	1343.36	408	19.1948
notch1(3of3)	3213	3022.36	70	1.46375
heatr5b	6475	6284.36	2128	21.4005
fgfr3	6577	6386.36	1510	14.943
add3(2of2)	4617	4426.36	3187.62	45.5129
rims1(2of2)	3313	3122.36	462.16	9.35457
dcbld2(1of2)	3266	3075.36	1498	30.7844
tecpr2(4of4)	1711	1520.36	23.6114	0.981499
myo7a(2of8)	1863	1672.36	28	1.05814
usf2(1of2)	3363	3172.36	2998	59.726
pcdhb16(3of3)	3320	3129.36	86.3371	1.74364
parg(3of3)	2734	2543.36	25	0.621222
pcdh7(2of2)	7997	7806.36	535.854	4.33822
mapk10	5696	5505.36	82	0.941331
psmg4	604	415.164	912	138.832
mid1ip1(4of4)	2659	2468.36	332	8.5005
plbd2	1920	1729.36	547	19.9902
gpr158(1of2)	6421	6230.36	120.17	1.21898
hist1h4c(5of12)	1266	1075.36	9764.35	573.859
clec3b(1of2)	1201	1010.36	9	0.562966
crtc3	5270	5079.36	308	3.83227
ccdc53	2397	2206.36	296	8.47872
sike1	1797	1606.36	1107	43.5532
donson	2615	2424.36	498.287	12.9896
bora	2268	2077.36	232	7.05815
dido1(2of2)	11079	10888.4	3825	22.2015
nrg2(3of3)	2417	2226.36	58	1.64645
prodh2	1767	1576.36	26.0328	1.04371
zbtb21	4560	4369.36	265	3.83303
heatr6	3972	3781.36	865.685	14.4686
gabrr2(1of3)	2244	2053.36	16.0116	0.492814
mcoln2	3761	3570.36	8	0.14161
prmt6	1270	1079.36	387	22.66
ddx11	3418	3227.36	1346	26.358
cyp4f22	2111	1920.36	12.2306	0.402513
rnd1(2of2)	3201	3010.36	65	1.36461
khdrbs1(2of2)	2478	2287.36	53725	1484.42
otud6b	1305	1114.36	607	34.4254
trmt2b(1of2)	1909	1718.36	184.88	6.79973
zfp503(1of2)	2627	2436.36	428	11.1024
kcnma1(1of2)	9013	8822.36	45	0.322361
zp3(7of19)	1223	1032.36	0	0
pik3cd	4795	4604.36	7	0.0960823
capn5(2of4)	2604	2413.36	3	0.0785622
neb(3of7)	19120	18929.4	1517.54	5.06662
hipk2(1of6)	4761	4570.36	122	1.68703
rims2(4of4)	3902	3711.36	2.3592	0.0401742
dnajc8	1696	1505.36	2463	103.404
smarca4(1of2)	6002	5811.36	110	1.19627
anp32e(1of2)	2611	2420.36	3518	91.8609
gnl2	2589	2398.36	7677	202.298
c22orf23	825	634.624	4	0.398343
gstt2b(1of2)	907	716.356	0	0
slco3a1(3of3)	3126	2935.36	42.1097	0.906641
rpl8	856	665.495	22101	2098.85
rgs8(1of2)	1467	1276.36	100.582	4.98036
chrm4(2of2)	1747	1556.36	0	0
prkrir(5of5)	8212	8021.36	14458	113.913
gpr183(1of4)	1630	1439.36	0	0
c11orf88	638	448.517	1	0.140908
mef2c(2of3)	3384	3193.36	249	4.92795
gtpbp4	2660	2469.36	9485	242.755
arl5b(1of2)	1727	1536.36	973	40.0253
haus4	1344	1153.36	653	35.7819
uqcrc1	1904	1713.36	3137	115.713
timm17a	1336	1145.36	1455	80.2854
hsd17b3	1390	1199.36	6	0.316167
tp63	2821	2630.36	300	7.2081
thap4(3of6)	968	777.356	46	3.73983
LOC107380904	3035	2844.36	304	6.75466
myo7a(5of8)	861	670.495	0	0
myh9(2of2)	6121	5930.36	12876.4	137.223
lrrc27	1832	1641.36	12	0.462054
fam131b(1of2)	2342	2151.36	0	0
endod1(2of8)	2139	1948.36	112	3.63299
cryba1(4of4)	1021	830.356	2	0.152223
gje1	1973	1782.36	75.5749	2.67977
acvr2b(2of2)	2372	2181.36	137	3.96925
kalrn(1of2)	9818	9627.36	148.043	0.971843
fam8a1(2of2)	1551	1360.36	589	27.3638
shank2(3of3)	9403	9212.36	3	0.0205809
LOC107389169	3380	3189.36	52	1.03042
ubox5	1993	1802.36	321	11.2559
fam110b(1of2)	2784	2593.36	156	3.80169
sspo(4of4)	562	373.751	30	5.07286
crb1(3of4)	4274	4083.36	9	0.139296
syde2(1of2)	4051	3860.36	323	5.28797
surf1	1107	916.356	395	27.2425
prrt1(1of2)	1875	1684.36	4	0.150086
eif2d	2095	1904.36	1685	55.9198
ube2m(2of2)	1843	1652.36	1275.87	48.7997
ube2q2(2of2)	3248	3057.36	2658	54.9443
znf112(5of5)	819	628.624	0	0
oxa1l	1748	1557.36	2555	103.685
zfp518a(2of2)	6780	6589.36	1743	16.7174
rapgef1(1of2)	3508	3317.36	78	1.48599
sept7(1of3)	2503	2312.36	6634	181.315
LOC107389325	1164	973.356	6	0.389577
fam184a(2of2)	4904	4713.36	8	0.107269
cxcl10(1of3)	972	781.356	0	0
rdh16(2of2)	1467	1276.36	1	0.0495156
strn4	5664	5473.36	1371.27	15.8337
ube3a(2of2)	3744	3553.36	3587	63.7979
fgb	1919	1728.36	25	0.914157
ncf2(3of3)	1761	1570.36	9	0.362208
LOC107388366	2352	2161.36	179	5.23408
best2	2538	2347.36	3	0.0807712
pmp2	565	376.676	126	21.1406
adcyap1(1of2)	3401	3210.36	87	1.7127
zbtb5(1of2)	2889	2698.36	106	2.48268
LOC107373567	1924	1733.36	24	0.875059
acot13	998	807.356	311	24.345
siglec1(2of6)	1731	1540.36	0	0
tll2(2of2)	2417	2226.36	4	0.113548
furin(2of2)	4933	4742.36	263	3.5049
pip4k2c(2of2)	1764	1573.36	867	34.8262
dmbt1(2of3)	1479	1288.36	401	19.6708
lag3(1of2)	2587	2396.36	0	0
ermn	2460	2269.36	44.3872	1.23614
diaph3(3of4)	5187	4996.36	1593	20.1501
pkd1(3of3)	15741	15550.4	2274.49	9.24397
p2rx7(9of10)	632	442.651	0	0
dntt(3of3)	583	394.407	5	0.801198
ptprc	4412	4221.36	36	0.53897
zc3h4(1of2)	2370	2179.36	636	18.4435
gnaq(2of4)	2224	2033.36	104	3.23247
fev	1579	1388.36	7	0.318648
mboat7	3275	3084.36	775.66	15.8935
LOC107388016	1893	1702.36	1720.83	63.8854
wwc1	4274	4083.36	1884	29.1593
opcml	3197	3006.36	14.1507	0.297476
cyp26c1	3032	2841.36	2010	44.7079
stx3(2of2)	1660	1469.36	164	7.05392
LOC107391917	1327	1136.36	385	21.4122
emc3(2of2)	1122	931.356	555	37.6609
myo15b(2of2)	1679	1488.36	0	0
msrb2	1224	1033.36	31	1.89594
insc(1of2)	2860	2669.36	7	0.165732
zhx1(3of3)	3476	3285.36	615	11.8306
fgf13(2of2)	2654	2463.36	149	3.82273
pla1a	1867	1676.36	50	1.88503
aptx	1302	1111.36	531	30.1964
mfap4(1of4)	2517	2326.36	40.5868	1.10261
hook2	3269	3078.36	1101	22.6039
pdpr	2777	2586.36	520	12.7066
gtf3c6	818	627.624	560	56.39
p2rx7(10of10)	1034	843.356	243	18.21
pitpnb(2of2)	3255	3064.36	924	19.0567
magi3(4of4)	4846	4655.36	54	0.733086
epo	2312	2121.36	12	0.357505
cldn4(12of19)	2085	1894.36	6	0.200172
nefh(5of6)	764	573.746	50	5.50762
scamp4	2028	1837.36	1385	47.6399
fam134c	3077	2886.36	277	6.06518
ebi3	1547	1356.36	0	0
dgat1(1of3)	2481	2290.36	448	12.362
mfi2(1of2)	2967	2776.36	11	0.250398
adcyap1(2of2)	2310	2119.36	0	0
ifi27(3of3)	2643	2452.36	239.672	6.17656
vcl(1of2)	4043	3852.36	90	1.47649
adam10(3of3)	2891	2700.36	551	12.8957
rsbn1	4350	4159.36	3820.34	58.0483
kcnq1(2of2)	1005	814.356	3	0.23282
tdp1	2098	1907.36	877	29.0591
ntrk2(1of2)	4725	4534.36	85	1.18472
glra2	3105	2914.36	4	0.0867424
plk4	3186	2995.36	1528	32.2395
ssbp1(1of2)	589	400.367	36.1127	5.70054
nfix(2of3)	1784	1593.36	5	0.198322
hipk2(2of6)	3805	3614.36	96	1.67863
zfp516(1of2)	6358	6167.36	2120.77	21.7325
blmh(2of2)	573	384.562	261	42.8932
mgrn1	3336	3145.36	2684	53.9295
dtd2(1of2)	944	753.356	242	20.3015
akap12(1of2)	5837	5646.36	25999.9	291.016
arhgap5	7647	7456.36	3603.17	30.5402
chrnb2(1of3)	2053	1862.36	0	0
pcdh18(1of2)	4879	4688.36	1559	21.0155
tbc1d2b	4824	4633.36	1029	14.0357
znf235(14of148)	2071	1880.36	189.814	6.37974
nlrc3(15of24)	5858	5667.36	2	0.022303
selt(2of2)	1191	1000.36	1581	99.8829
fam20c(4of6)	626	436.651	0	0
dusp26(5of5)	1333	1142.36	5.04829	0.279291
arnt2(1of3)	356	179.518	23.6452	8.32433
papln(1of6)	1857	1666.36	25	0.94817
phtf2(2of2)	4112	3921.36	1736	27.9787
clptm1l(1of2)	2082	1891.36	45	1.50367
tp53rk	1012	821.356	110	8.46399
dscam(2of3)	8578	8387.36	238	1.79335
btg4(1of2)	1844	1653.36	532	20.3357
mov10(2of2)	3276	3085.36	3527	72.2461
col11a1(2of4)	7030	6839.36	8712	80.5039
calcoco1(1of2)	3725	3534.36	1059	18.9365
urm1	927	736.356	271	23.2592
cul4b(1of2)	4030	3839.36	3968	65.3172
msi2	2393	2202.36	86	2.46789
gpc3	2863	2672.36	100	2.36494
synj2bp	1628	1437.36	939	41.2872
h3f3a(3of6)	1729	1538.36	9843.76	404.407
lpcat1(3of3)	2296	2105.36	11	0.330203
cep152	5901	5710.36	1717	19.003
zp1(2of5)	1181	990.356	19	1.21248
iscu(1of2)	888	697.427	490	44.4029
tcf25	2259	2068.36	1417	43.2971
dap	1782	1591.36	3864	153.456
gapdh(2of2)	1212	1021.36	62	3.83644
gpc6(2of4)	4324	4133.36	3462	52.9344
prss3(2of2)	1286	1095.36	0	0
mxd1(1of2)	1602	1411.36	1438	64.3927
chmp5(1of2)	1038	847.356	668	49.8224
myrip(2of2)	5072	4881.36	5	0.0647357
lin7b	1613	1422.36	94	4.1767
abcb11(2of2)	5103	4912.36	3	0.0385963
slc22a3	1283	1092.36	164.473	9.5158
tdrd5	3394	3203.36	9	0.177563
fcgbp(1of3)	10130	9939.36	1625.8	10.3377
znf235(62of148)	2227	2036.36	303	9.40379
mrc2(12of12)	1669	1478.36	3.31453	0.141696
srgap3(2of4)	3170	2979.36	159	3.37279
cish(1of2)	1843	1652.36	206	7.87912
tmem51(2of2)	2335	2144.36	84	2.47569
cfap99	2008	1817.36	162	5.63364
c21orf62	1610	1419.36	26	1.1577
gabbr1(1of3)	1373	1182.36	9	0.48107
LOC107391421	2747	2556.36	262.111	6.48005
sh3rf1	6694	6503.36	1223.57	11.8906
iqgap1(2of2)	5657	5466.36	623	7.20285
fam78a	2546	2355.36	22	0.59031
LOC107397346	1124	933.356	249	16.8603
samd3(1of10)	4078	3887.36	96.0205	1.56108
ehbp1(1of2)	9939	9748.36	654	4.23995
nucb1	1993	1802.36	3016	105.756
ubxn4	2040	1849.36	2429	83.0082
mog(1of3)	1109	918.356	11	0.756999
mthfd2	2008	1817.36	1508	52.4415
crcp	1457	1266.36	941	46.9621
eif2s3	1808	1617.36	5931	231.759
zbtb48(1of2)	12619	12428.4	1211	6.15807
sptbn1(6of6)	5675	5484.36	710	8.18176
hdac9	3276	3085.36	548.371	11.2327
figf	1657	1466.36	55	2.37049
auh	1693	1502.36	659	27.7221
bcas2	2417	2226.36	1691	48.0024
mrps18a	1103	912.356	1253	86.7962
elavl1(1of2)	1573	1382.36	674	30.8144
mrpl2	1081	890.356	2113	149.986
fam173a(2of2)	1189	998.356	172	10.8882
ptpre(2of2)	3241	3050.36	175.07	3.62723
nfix(1of3)	7304	7113.36	146.512	1.30171
zc3h3	2982	2791.36	374.123	8.47059
ugt2a2(5of7)	1823	1632.36	6.12712	0.237222
fanci	4707	4516.36	2574	36.0192
ash1l(2of2)	6638	6447.36	551	5.40112
mysm1	3017	2826.36	1329	29.7175
dhx15(1of2)	2699	2508.36	5721	144.144
ext1(4of4)	5289	5098.36	1360.41	16.8637
igfbp5(2of2)	1989	1798.36	3	0.105429
LOC107373368	1368	1177.36	17.5832	0.943854
pik3ip1	2113	1922.36	1596	52.4702
dnajc25	1910	1719.36	1173	43.1168
slitrk3(2of2)	4778	4587.36	2	0.0275538
ap1b1	4244	4053.36	1345.46	20.9783
rttn	6877	6686.36	764	7.22134
csmd3(8of9)	5437	5246.36	22	0.26502
sept7(3of3)	2043	1852.36	682	23.2688
c8orf82	1659	1468.36	401.871	17.2969
znf146(5of7)	1256	1065.36	3561.88	211.299
st8sia2	1792	1601.36	343	13.5369
txlna	3014	2823.36	3095	69.2802
LOC107389541	2979	2788.36	17	0.385314
usp53(1of2)	4736	4545.36	311	4.32421
c1orf131	1970	1779.36	1977	70.2195
ncoa1	8825	8634.36	1945.74	14.242
atad2(2of2)	4031	3840.36	2	0.0329134
dapk2	2075	1884.36	348	11.6716
tm2d1	797	606.687	399	41.5645
slc30a10	1931	1740.36	9	0.326827
tatdn1	1455	1264.36	190	9.49726
zfp574	3962	3771.36	561	9.40111
eno1	1895	1704.36	6099	226.158
itga6(1of3)	3884	3693.36	1792	30.6641
srrm5	1996	1805.36	43.153	1.51064
guf1	2331	2140.36	688	20.315
ap3m2	1977	1786.36	629	22.2534
cadm2(2of3)	3105	2914.36	865	18.758
caskin1(2of5)	3300	3109.36	118.885	2.4164
glyatl3	1406	1215.36	71	3.69206
numa1	6183	5992.36	14284	150.649
mical3(2of6)	573	384.562	1	0.164342
tjp1(1of2)	7574	7383.36	2980	25.508
usp12(1of5)	2246	2055.36	19.6684	0.604779
eml2(1of2)	895	704.427	84.1343	7.54833
nefl(1of3)	2226	2035.36	1	0.0310509
tmem53(3of3)	1498	1307.36	10	0.483415
map3k7	3107	2916.36	3247.11	70.3672
chpf	5545	5354.36	971	11.4611
nol4l(1of2)	2639	2448.36	159	4.10428
dffa	1509	1318.36	463	22.1954
sms	2193	2002.36	1150	36.297
irak1bp1	893	702.427	261	23.483
LOC107389053	5125	4934.36	1887.33	24.173
cttnbp2	5646	5455.36	795	9.20997
tjp2	4582	4391.36	1732	24.9266
rock2(2of4)	2492	2301.36	7	0.192233
slc18a3(2of2)	2492	2301.36	13	0.357004
rtl1(8of17)	528	340.817	5	0.927178
use1	1411	1220.36	257	13.3095
fzd4	4035	3844.36	1997	32.8298
cdh23(1of3)	1577	1386.36	4	0.182347
pdzd11	1636	1445.36	413.726	18.0905
asap2(1of2)	4547	4356.36	2286	33.164
axdnd1	3384	3193.36	32	0.63331
LOC107385466	1633	1442.36	67	2.93573
rps6kc1	4607	4416.36	558.321	7.98977
hectd3	2952	2761.36	814	18.6301
spata2(2of2)	1952	1761.36	390	13.9937
kcmf1(1of2)	2350	2159.36	979	28.6532
gas1(2of3)	3567	3376.36	2320	43.4264
mpst(1of2)	2746	2555.36	209.708	5.18653
foxh1(1of2)	1952	1761.36	3	0.107644
flad1	1940	1749.36	494	17.8469
fads2(1of4)	1859	1668.36	96	3.63661
ate1	2073	1882.36	530	17.7946
fbxo40(2of3)	3503	3312.36	1	0.0190799
arhgef18(1of2)	7298	7107.36	1631.32	14.506
cd200r1	1998	1807.36	2	0.0699359
dhdh(2of3)	1147	956.356	242	15.9923
hsd11b1l(1of2)	1603	1412.36	198.493	8.88208
tacc2	10425	10234.4	698	4.31031
ubn1	2820	2629.36	17	0.408614
sort1(2of3)	5015	4824.36	1467	19.2178
papln(2of6)	1351	1160.36	1	0.0544657
sertm1	1688	1497.36	95.4679	4.02945
igsf21	2912	2721.36	40	0.928942
pde4dip(2of3)	8046	7855.36	2618	21.0629
wwox	1985	1794.36	287	10.1085
pet117	282	117.662	379	203.572
ninj1(2of2)	1260	1069.36	23	1.35931
LOC107377679	1425	1234.36	742	37.9907
aldob	1404	1213.36	1427	74.3275
nalcn	6047	5856.36	78	0.841746
phf5a	501	314.669	1135	227.959
adcy2(1of4)	4818	4627.36	155.429	2.12282
ufl1	2651	2460.36	2184	56.1008
pknox2	3377	3186.36	49	0.971887
tex2(4of4)	3664	3473.36	54	0.982559
slc29a3	2120	1929.36	148.415	4.86161
tmem132d(7of7)	3419	3228.36	0	0
zfp280d	4121	3930.36	3153	50.6998
hcrtr2	2235	2044.36	0	0
grip2	5291	5100.36	152.3	1.88718
ccdc149(1of2)	2463	2272.36	473	13.1552
cib1	892	701.427	60	5.40608
neu1(1of2)	1881	1690.36	156.417	5.84818
clspn	4382	4191.36	2873	43.3207
gpat4(1of2)	3008	2817.36	1245	27.9281
snx22	1247	1056.36	111	6.6409
adssl1	1601	1410.36	8	0.358488
rec114	996	805.356	1	0.078474
tmem55a	1143	952.356	137	9.09149
ptdss1(4of4)	2560	2369.36	606.032	16.1651
klf11(2of2)	2229	2038.36	42	1.30222
nat16(1of2)	2185	1994.36	272	8.61946
nlrc3(19of24)	2903	2712.36	114.401	2.66562
asun	2720	2529.36	1551	38.7539
plekhg4(4of5)	7704	7513.36	2730	22.9637
tspan3(3of3)	1546	1355.36	358	16.6934
