target_id	length	eff_length	est_counts	tpm
wdr73	2271	2125.51	154	6.69734
chrna4	2777	2631.51	66.0932	2.32165
prpf39(1of2)	3001	2855.51	2639	85.4281
zcchc8	2425	2279.51	592	24.0063
anapc15	1978	1832.51	121	6.10357
csf1r(2of2)	4048	3902.51	7	0.165805
capsl	951	805.508	43	4.9345
rpusd4	1375	1229.51	631	47.4398
hist1h1b(1of6)	1338	1192.51	30	2.32544
tmem100(1of2)	1399	1253.51	161	11.8725
trerf1(1of2)	1993	1847.51	3	0.1501
msh6	5452	5306.51	349.015	6.07967
znf235(31of148)	2101	1955.51	149.255	7.05526
fam83h(1of2)	7544	7398.51	289	3.61076
pcdh1(2of2)	4943	4797.51	1.01244	0.0195074
lsamp	1957	1811.51	111.49	5.68905
huwe1	14690	14544.5	3663	23.28
tapbp	1820	1674.51	6	0.331214
ccdc90b	1162	1016.51	457	41.5575
txn2	931	785.508	1494	175.81
LOC107396618	1471	1325.51	1	0.0697368
zscan22(1of6)	1284	1138.51	336.639	27.3321
tmem229a	3057	2911.51	28.255	0.89706
tnfaip8l3	1407	1261.51	2.0202	0.14803
trim33(2of2)	4263	4117.51	762.715	17.1227
tnmd	1121	975.508	11	1.04233
sgms2(1of2)	1664	1518.51	81	4.93074
c11orf31	669	523.731	222	39.1822
hspd1	2406	2260.51	250	10.223
plaa	2629	2483.51	86	3.20094
cers5(2of2)	1769	1623.51	70	3.98555
cxorf21	3671	3525.51	73.1982	1.91921
ier3ip1(1of2)	618	472.877	1776	347.168
htr3a(4of11)	1953	1807.51	7	0.357983
rnd2(2of2)	1666	1520.51	214	13.0098
lcmt2	2407	2261.51	330	13.4884
serpini1	1617	1471.51	17	1.0679
LOC107383633	1566	1420.51	11	0.715803
csmd3(7of9)	3906	3760.51	22	0.54078
rab27b(2of2)	3663	3517.51	11.0208	0.289615
jag2(2of2)	5861	5715.51	548	8.86279
zbtb39	4003	3857.51	58	1.38984
brd7	2004	1858.51	291	14.4735
LOC107372370	2401	2255.51	1281	52.4988
schip1(2of3)	1727	1581.51	22	1.28587
nqo1(2of6)	992	846.508	17.8637	1.95067
ppil3	1088	942.508	613	60.1201
prr16(1of2)	2696	2550.51	4.01445	0.145494
LOC107395317	549	404.479	0	0
LOC107382444	1404	1258.51	2	0.146899
fpgs	2926	2780.51	345	11.4694
lrriq1	4375	4229.51	145	3.169
cetn3	1119	973.508	471	44.7225
rab1a(3of3)	1747	1601.51	565.155	32.6199
c1orf112	3098	2952.51	129	4.03871
znf721(2of2)	2452	2306.51	438.661	17.58
cdh18	3633	3487.51	5.45033	0.144461
runx1t1	5292	5146.51	107.141	1.92437
kiaa1324l(3of3)	4699	4553.51	40	0.812005
glrx2	1214	1068.51	204	17.6481
irf8(2of2)	2087	1941.51	10	0.476108
ankrd63(2of2)	2030	1884.51	1	0.0490509
arhgap44(2of2)	4675	4529.51	9.01386	0.183952
nol10	2488	2342.51	74	2.92008
gipc1(2of2)	2508	2362.51	78.7073	3.07954
nlrx1(1of2)	905	759.508	30	3.65118
scarb2(2of3)	3460	3314.51	970	27.0519
atg9a(1of2)	6178	6032.51	376.303	5.76613
pvr(2of2)	2161	2015.51	12.4627	0.571575
cadm2(1of3)	3162	3016.51	2	0.0612872
mmadhc(2of2)	2764	2618.51	579	20.4395
ogdh(2of2)	4412	4266.51	318	6.88968
ehbp1l1	8981	8835.51	378.292	3.95767
zdhhc8(3of3)	3023	2877.51	9	0.289115
tra2b(1of2)	1477	1331.51	370	25.6864
LOC107378154	1251	1105.51	0	0
myl1(1of2)	1209	1063.51	1027.68	89.3222
plod1	3306	3160.51	1302	38.0801
ces1	2591	2445.51	9	0.340187
wfdc3(5of7)	678	532.626	0	0
pnpla2(3of5)	2664	2518.51	43	1.57823
camsap1(2of2)	5158	5012.51	15	0.276618
capn3(2of2)	4739	4593.51	71.0529	1.42982
laptm4b(2of2)	2346	2200.51	128	5.3769
rbm15b	3588	3442.51	81	2.17498
LOC107382835	3617	3471.51	87	2.31657
elp5	1145	999.508	389	35.9756
ticrr	6238	6092.51	35	0.531027
tnip1(1of4)	1229	1083.51	29	2.47406
ackr4(2of2)	1470	1324.51	2	0.139579
rps18	921	775.508	20227	2410.96
tmem151b(3of3)	3160	3014.51	4	0.122656
otop1	3578	3432.51	4	0.107719
cxcl1(2of2)	1001	855.508	3	0.324147
nccrp1	1296	1150.51	2136.85	171.684
tmem208	1305	1159.51	202	16.1036
msantd1	1581	1435.51	62	3.99237
wdr4	1701	1555.51	1544	91.7529
prokr2(1of2)	1919	1773.51	8	0.416967
moxd2	3023	2877.51	25	0.803097
gabrr2(3of3)	1896	1750.51	97.3911	5.1428
zkscan2(1of2)	1067	921.508	142.234	14.2676
zscan22(2of6)	2833	2687.51	1607.24	55.281
ttc16	1965	1819.51	36	1.82891
cd2ap	3134	2988.51	131	4.05193
ptprj	7223	7077.51	222	2.89946
rag2	2279	2133.51	5	0.216631
ppp2r2d	2875	2729.51	1234	41.7903
snai2(3of3)	1100	954.508	30	2.90527
slc48a1(1of2)	1753	1607.51	421.882	24.2595
utp20	8888	8742.51	203	2.14637
camkk2	2992	2846.51	389	12.6323
rmdn2	5154	5008.51	203.127	3.74889
bbs7	3146	3000.51	160	4.92912
actr2(2of2)	2492	2346.51	130.402	5.13697
tk1	1244	1098.51	159	13.3795
pfkp(2of2)	3184	3038.51	38.6497	1.17579
gipc1(1of2)	1967	1821.51	45	2.28363
zbtb26	2058	1912.51	293.813	14.2008
tnk2(2of3)	5143	4997.51	43	0.795352
igfals	2232	2086.51	1	0.0443021
lztr1(2of2)	1534	1388.51	394	26.2296
notch1(3of3)	3213	3067.51	80	2.41073
heatr5b	6475	6329.51	36	0.525747
fgfr3	6577	6431.51	394	5.66276
add3(2of2)	4617	4471.51	426.725	8.82143
rims1(2of2)	3313	3167.51	20.2142	0.589907
dcbld2(1of2)	3266	3120.51	216	6.39842
tecpr2(4of4)	1711	1565.51	4.77983	0.282229
myo7a(2of8)	1863	1717.51	26.2336	1.4119
usf2(1of2)	3363	3217.51	609	17.4961
pcdhb16(3of3)	3320	3174.51	2.31647	0.0674521
parg(3of3)	2734	2588.51	3	0.107131
pcdh7(2of2)	7997	7851.51	51.0568	0.601097
mapk10	5696	5550.51	102.592	1.70854
psmg4	604	458.924	858	172.819
mid1ip1(4of4)	2659	2513.51	34.1387	1.25549
plbd2	1920	1774.51	522	27.1917
gpr158(1of2)	6421	6275.51	141.307	2.08142
hist1h4c(5of12)	1266	1120.51	34.8834	2.87772
clec3b(1of2)	1201	1055.51	4	0.350302
crtc3	5270	5124.51	379	6.83647
ccdc53	2397	2251.51	367.787	15.0997
sike1	1797	1651.51	179	10.0188
donson	2615	2469.51	74.4285	2.78595
bora	2268	2122.51	10	0.435507
dido1(2of2)	11079	10933.5	1602	13.544
nrg2(3of3)	2417	2271.51	15	0.61041
prodh2	1767	1621.51	8.11837	0.462801
zbtb21	4560	4414.51	406	8.50136
heatr6	3972	3826.51	66.5895	1.6086
gabrr2(1of3)	2244	2098.51	73.3277	3.23
mcoln2	3761	3615.51	28	0.715869
prmt6	1270	1124.51	52	4.2745
ddx11	3418	3272.51	39.9198	1.12759
cyp4f22	2111	1965.51	542.857	25.5303
rnd1(2of2)	3201	3055.51	80.9463	2.44883
khdrbs1(2of2)	2478	2332.51	2393	94.834
otud6b	1305	1159.51	92	7.3343
trmt2b(1of2)	1909	1763.51	81.7328	4.28414
zfp503(1of2)	2627	2481.51	204	7.59905
kcnma1(1of2)	9013	8867.51	32	0.333575
zp3(7of19)	1223	1077.51	6	0.514725
pik3cd	4795	4649.51	8	0.159048
capn5(2of4)	2604	2458.51	4	0.150395
neb(3of7)	19120	18974.5	283	1.37867
hipk2(1of6)	4761	4615.51	123.15	2.46638
rims2(4of4)	3902	3756.51	4.119	0.101357
dnajc8	1696	1550.51	456	27.1854
smarca4(1of2)	6002	5856.51	12	0.189403
anp32e(1of2)	2611	2465.51	2489	93.3175
gnl2	2589	2443.51	4133	156.349
c22orf23	825	679.508	112	15.2359
gstt2b(1of2)	907	761.508	8	0.971091
slco3a1(3of3)	3126	2980.51	13.5284	0.419566
rpl8	856	710.508	46950	6108.17
rgs8(1of2)	1467	1321.51	32.3732	2.26444
chrm4(2of2)	1747	1601.51	1	0.0577186
prkrir(5of5)	8212	8066.51	1181	13.5335
gpr183(1of4)	1630	1484.51	0	0
c11orf88	638	492.781	4	0.750328
mef2c(2of3)	3384	3238.51	17	0.485231
gtpbp4	2660	2514.51	10072	370.26
arl5b(1of2)	1727	1581.51	1141	66.6897
haus4	1344	1198.51	162	12.4945
uqcrc1	1904	1758.51	873	45.8896
timm17a	1336	1190.51	1123	87.1951
hsd17b3	1390	1244.51	3	0.222827
tp63	2821	2675.51	44	1.52017
thap4(3of6)	968	822.508	40	4.49536
LOC107380904	3035	2889.51	48	1.53554
myo7a(5of8)	861	715.508	3	0.387571
myh9(2of2)	6121	5975.51	217.788	3.36902
lrrc27	1832	1686.51	9	0.493286
fam131b(1of2)	2342	2196.51	7.061	0.297152
endod1(2of8)	2139	1993.51	20.2594	0.939406
cryba1(4of4)	1021	875.508	6	0.633484
gje1	1973	1827.51	161.041	8.14557
acvr2b(2of2)	2372	2226.51	19	0.788813
kalrn(1of2)	9818	9672.51	32.1959	0.307685
fam8a1(2of2)	1551	1405.51	342	22.4925
shank2(3of3)	9403	9257.51	11	0.109836
LOC107389169	3380	3234.51	169	4.82973
ubox5	1993	1847.51	483	24.166
fam110b(1of2)	2784	2638.51	151	5.29009
sspo(4of4)	562	417.315	10	2.21504
crb1(3of4)	4274	4128.51	9	0.201509
syde2(1of2)	4051	3905.51	128	3.02954
surf1	1107	961.508	248	23.842
prrt1(1of2)	1875	1729.51	2	0.106894
eif2d	2095	1949.51	249	11.8064
ube2m(2of2)	1843	1697.51	10	0.544544
ube2q2(2of2)	3248	3102.51	2300	68.5266
znf112(5of5)	819	673.508	0	0
oxa1l	1748	1602.51	1376	79.3712
zfp518a(2of2)	6780	6634.51	1042	14.5179
rapgef1(1of2)	3508	3362.51	16	0.439847
sept7(1of3)	2503	2357.51	483.974	18.9764
LOC107389325	1164	1018.51	4	0.363028
fam184a(2of2)	4904	4758.51	5	0.0971278
cxcl10(1of3)	972	826.508	5.28752	0.591356
rdh16(2of2)	1467	1321.51	17.3804	1.21572
strn4	5664	5518.51	469.146	7.85834
ube3a(2of2)	3744	3598.51	400	10.275
fgb	1919	1773.51	6	0.312725
ncf2(3of3)	1761	1615.51	10.1836	0.582688
LOC107388366	2352	2206.51	339.792	14.2348
best2	2538	2392.51	0	0
pmp2	565	420.315	0	0
adcyap1(1of2)	3401	3255.51	68	1.93079
zbtb5(1of2)	2889	2743.51	18	0.606472
LOC107373567	1924	1778.51	15	0.779615
acot13	998	852.508	461	49.9858
siglec1(2of6)	1731	1585.51	5.99007	0.349227
tll2(2of2)	2417	2271.51	7	0.284858
furin(2of2)	4933	4787.51	42	0.810932
pip4k2c(2of2)	1764	1618.51	96	5.48278
dmbt1(2of3)	1479	1333.51	97	6.72389
lag3(1of2)	2587	2441.51	1	0.0378605
ermn	2460	2314.51	27.1182	1.08305
diaph3(3of4)	5187	5041.51	6	0.110011
pkd1(3of3)	15741	15595.5	400.726	2.37516
p2rx7(9of10)	632	486.83	2.11515	0.401615
dntt(3of3)	583	438.058	2	0.42203
ptprc	4412	4266.51	9	0.194991
zc3h4(1of2)	2370	2224.51	20	0.831076
gnaq(2of4)	2224	2078.51	30	1.33418
fev	1579	1433.51	6	0.386897
mboat7	3275	3129.51	598.988	17.6924
LOC107388016	1893	1747.51	303.409	16.0492
wwc1	4274	4128.51	21	0.470187
opcml	3197	3051.51	19.3624	0.58653
cyp26c1	3032	2886.51	49	1.56916
stx3(2of2)	1660	1514.51	50	3.05171
LOC107391917	1327	1181.51	298	23.3144
emc3(2of2)	1122	976.508	1648	156
myo15b(2of2)	1679	1533.51	1.04219	0.0628213
msrb2	1224	1078.51	55	4.71394
insc(1of2)	2860	2714.51	8	0.272423
zhx1(3of3)	3476	3330.51	9	0.249791
fgf13(2of2)	2654	2508.51	20.0413	0.738509
pla1a	1867	1721.51	6	0.322171
aptx	1302	1156.51	117	9.35151
mfap4(1of4)	2517	2371.51	133	5.18408
hook2	3269	3123.51	730	21.6035
pdpr	2777	2631.51	220	7.72792
gtf3c6	818	672.508	383	52.6436
p2rx7(10of10)	1034	888.508	1856.81	193.175
pitpnb(2of2)	3255	3109.51	134	3.98343
magi3(4of4)	4846	4700.51	15	0.294979
epo	2312	2166.51	15	0.639993
cldn4(12of19)	2085	1939.51	3	0.14298
nefh(5of6)	764	618.57	227	33.922
scamp4	2028	1882.51	280	13.7488
fam134c	3077	2931.51	129	4.06765
ebi3	1547	1401.51	4	0.263821
dgat1(1of3)	2481	2335.51	684	27.0719
mfi2(1of2)	2967	2821.51	6.00811	0.196834
adcyap1(2of2)	2310	2164.51	11	0.469762
ifi27(3of3)	2643	2497.51	101.191	3.74524
vcl(1of2)	4043	3897.51	9	0.213452
adam10(3of3)	2891	2745.51	4	0.134673
rsbn1	4350	4204.51	5266.31	115.781
kcnq1(2of2)	1005	859.508	0	0
tdp1	2098	1952.51	1249	59.1309
ntrk2(1of2)	4725	4579.51	8.46942	0.170954
glra2	3105	2959.51	1	0.0312338
plk4	3186	3040.51	34	1.03366
ssbp1(1of2)	589	444.014	85.8016	17.8625
nfix(2of3)	1784	1638.51	2	0.11283
hipk2(2of6)	3805	3659.51	100.765	2.54527
zfp516(1of2)	6358	6212.51	186.899	2.78089
blmh(2of2)	573	428.145	34	7.34062
mgrn1	3336	3190.51	661	19.1508
dtd2(1of2)	944	798.508	873	101.06
akap12(1of2)	5837	5691.51	180.082	2.92474
arhgap5	7647	7501.51	446.316	5.49969
chrnb2(1of3)	2053	1907.51	4	0.193838
pcdh18(1of2)	4879	4733.51	18	0.351507
tbc1d2b	4824	4678.51	148	2.92414
znf235(14of148)	2071	1925.51	120.654	5.79215
nlrc3(15of24)	5858	5712.51	3	0.0485444
selt(2of2)	1191	1045.51	631	55.7887
fam20c(4of6)	626	480.83	0	0
dusp26(5of5)	1333	1187.51	4.20341	0.327197
arnt2(1of3)	356	219.648	3.17492	1.33614
papln(1of6)	1857	1711.51	4	0.216036
phtf2(2of2)	4112	3966.51	95.2934	2.22075
clptm1l(1of2)	2082	1936.51	23	1.09788
tp53rk	1012	866.508	57	6.0806
dscam(2of3)	8578	8432.51	53	0.580983
btg4(1of2)	1844	1698.51	466	25.3608
mov10(2of2)	3276	3130.51	166	4.9016
col11a1(2of4)	7030	6884.51	111	1.49037
calcoco1(1of2)	3725	3579.51	2129.2	54.9842
urm1	927	781.508	251	29.6883
cul4b(1of2)	4030	3884.51	485	11.5412
msi2	2393	2247.51	20	0.822571
gpc3	2863	2717.51	28	0.952427
synj2bp	1628	1482.51	1095	68.275
h3f3a(3of6)	1729	1583.51	1542.29	90.0306
lpcat1(3of3)	2296	2150.51	11	0.47282
cep152	5901	5755.51	21	0.337272
zp1(2of5)	1181	1035.51	47	4.19555
iscu(1of2)	888	742.508	234	29.1313
tcf25	2259	2113.51	419	18.3255
dap	1782	1636.51	3216	181.653
gapdh(2of2)	1212	1066.51	2	0.173345
gpc6(2of4)	4324	4178.51	193	4.26954
prss3(2of2)	1286	1140.51	1	0.0810487
mxd1(1of2)	1602	1456.51	49	3.10977
chmp5(1of2)	1038	892.508	1874	194.089
myrip(2of2)	5072	4926.51	22.1376	0.415371
lin7b	1613	1467.51	31	1.95266
abcb11(2of2)	5103	4957.51	9	0.167812
slc22a3	1283	1137.51	365.567	29.7069
tdrd5	3394	3248.51	5	0.142276
fcgbp(1of3)	10130	9984.51	336.804	3.11814
znf235(62of148)	2227	2081.51	240	10.658
mrc2(12of12)	1669	1523.51	5.6191	0.340931
srgap3(2of4)	3170	3024.51	57	1.74207
cish(1of2)	1843	1697.51	19	1.03463
tmem51(2of2)	2335	2189.51	30	1.26654
cfap99	2008	1862.51	88	4.36746
c21orf62	1610	1464.51	331	20.892
gabbr1(1of3)	1373	1227.51	89	6.70209
LOC107391421	2747	2601.51	26.5271	0.942561
sh3rf1	6694	6548.51	732.113	10.3343
iqgap1(2of2)	5657	5511.51	58	0.972752
fam78a	2546	2400.51	6	0.231043
LOC107397346	1124	978.508	101.678	9.60523
samd3(1of10)	4078	3932.51	80.8758	1.90105
ehbp1(1of2)	9939	9793.51	57	0.537999
nucb1	1993	1847.51	857	42.8784
ubxn4	2040	1894.51	2697	131.592
mog(1of3)	1109	963.508	2	0.191875
mthfd2	2008	1862.51	31	1.53854
crcp	1457	1311.51	412	29.0383
eif2s3	1808	1662.51	3041	169.082
zbtb48(1of2)	12619	12473.5	18	0.133392
sptbn1(6of6)	5675	5529.51	38	0.635246
hdac9	3276	3130.51	59.1823	1.74752
figf	1657	1511.51	5	0.305776
auh	1693	1547.51	183	10.9311
bcas2	2417	2271.51	702	28.5672
mrps18a	1103	957.508	2361.11	227.939
elavl1(1of2)	1573	1427.51	1967	127.371
mrpl2	1081	935.508	2949	291.388
fam173a(2of2)	1189	1043.51	8046	712.736
ptpre(2of2)	3241	3095.51	56.0184	1.6728
nfix(1of3)	7304	7158.51	11.1576	0.144076
zc3h3	2982	2836.51	82.4048	2.68543
ugt2a2(5of7)	1823	1677.51	4	0.220414
fanci	4707	4561.51	47.3428	0.959378
ash1l(2of2)	6638	6492.51	365	5.19667
mysm1	3017	2871.51	6332	203.833
dhx15(1of2)	2699	2553.51	783	28.3445
ext1(4of4)	5289	5143.51	123.342	2.21665
igfbp5(2of2)	1989	1843.51	1	0.0501418
LOC107373368	1368	1222.51	6.49732	0.491277
pik3ip1	2113	1967.51	1687	79.258
dnajc25	1910	1764.51	383	20.0641
slitrk3(2of2)	4778	4632.51	15	0.299309
ap1b1	4244	4098.51	169.35	3.81949
rttn	6877	6731.51	43	0.590474
csmd3(8of9)	5437	5291.51	9	0.15722
sept7(3of3)	2043	1897.51	325	15.8323
c8orf82	1659	1513.51	163.687	9.99708
znf146(5of7)	1256	1110.51	627.097	52.1984
st8sia2	1792	1646.51	23	1.29124
txlna	3014	2868.51	1036	33.3848
LOC107389541	2979	2833.51	5	0.163114
usp53(1of2)	4736	4590.51	46	0.926279
c1orf131	1970	1824.51	92.2806	4.6753
ncoa1	8825	8679.51	229.501	2.44418
atad2(2of2)	4031	3885.51	2	0.0475803
dapk2	2075	1929.51	492	23.5702
tm2d1	797	651.508	978	138.76
slc30a10	1931	1785.51	7	0.362394
tatdn1	1455	1309.51	41	2.89414
zfp574	3962	3816.51	82	1.98606
eno1	1895	1749.51	2661	140.596
itga6(1of3)	3884	3738.51	107	2.64564
srrm5	1996	1850.51	22.1698	1.10743
guf1	2331	2185.51	242	10.2355
ap3m2	1977	1831.51	227	11.4568
cadm2(2of3)	3105	2959.51	110	3.43572
caskin1(2of5)	3300	3154.51	69.2306	2.02867
glyatl3	1406	1260.51	65.0699	4.77177
numa1	6183	6037.51	96	1.4698
mical3(2of6)	573	428.145	1	0.215901
tjp1(1of2)	7574	7428.51	390	4.85297
usp12(1of5)	2246	2100.51	4	0.176027
eml2(1of2)	895	749.508	4.05581	0.500203
nefl(1of3)	2226	2080.51	0	0
tmem53(3of3)	1498	1352.51	4	0.273379
map3k7	3107	2961.51	2303.32	71.8929
chpf	5545	5399.51	34	0.582062
nol4l(1of2)	2639	2493.51	70	2.59497
dffa	1509	1363.51	165	11.1859
sms	2193	2047.51	2391	107.944
irak1bp1	893	747.508	80.5777	9.96423
LOC107389053	5125	4979.51	638.153	11.8463
cttnbp2	5646	5500.51	382	6.41956
tjp2	4582	4436.51	272.328	5.67409
rock2(2of4)	2492	2346.51	6.37588	0.251167
slc18a3(2of2)	2492	2346.51	40	1.57573
rtl1(8of17)	528	383.797	12.1797	2.93345
use1	1411	1265.51	255.767	18.682
fzd4	4035	3889.51	237	5.63246
cdh23(1of3)	1577	1431.51	1	0.064573
pdzd11	1636	1490.51	379.935	23.5624
asap2(1of2)	4547	4401.51	1287	27.0285
axdnd1	3384	3238.51	17.4772	0.498852
LOC107385466	1633	1487.51	216	13.4227
rps6kc1	4607	4461.51	85	1.76109
hectd3	2952	2806.51	47	1.54802
spata2(2of2)	1952	1806.51	440	22.5142
kcmf1(1of2)	2350	2204.51	2481	104.03
gas1(2of3)	3567	3421.51	449	12.1304
mpst(1of2)	2746	2600.51	270.315	9.60853
foxh1(1of2)	1952	1806.51	1	0.0511687
flad1	1940	1794.51	50	2.57554
fads2(1of4)	1859	1713.51	8	0.431567
ate1	2073	1927.51	239	11.4616
fbxo40(2of3)	3503	3357.51	9	0.247782
arhgef18(1of2)	7298	7152.51	229	2.95952
cd200r1	1998	1852.51	1	0.0498982
dhdh(2of3)	1147	1001.51	207	19.1056
hsd11b1l(1of2)	1603	1457.51	203.89	12.931
tacc2	10425	10279.5	495	4.4512
ubn1	2820	2674.51	4	0.138249
sort1(2of3)	5015	4869.51	196	3.72062
papln(2of6)	1351	1205.51	6.16131	0.472441
sertm1	1688	1542.51	46.0226	2.75796
igsf21	2912	2766.51	4	0.133651
pde4dip(2of3)	8046	7900.51	36	0.421204
wwox	1985	1839.51	63.5389	3.19288
pet117	282	155.426	10	5.94731
ninj1(2of2)	1260	1114.51	0	0
LOC107377679	1425	1279.51	267	19.2891
aldob	1404	1258.51	7292	535.593
nalcn	6047	5901.51	42	0.657856
phf5a	501	357.384	330	85.354
adcy2(1of4)	4818	4672.51	58.1185	1.14976
ufl1	2651	2505.51	1303	48.0721
pknox2	3377	3231.51	20.3982	0.583486
tex2(4of4)	3664	3518.51	1	0.0262716
slc29a3	2120	1974.51	45.4191	2.1263
tmem132d(7of7)	3419	3273.51	4	0.112951
zfp280d	4121	3975.51	546	12.6953
hcrtr2	2235	2089.51	1.07993	0.0477745
grip2	5291	5145.51	22.2867	0.400371
ccdc149(1of2)	2463	2317.51	32	1.27636
cib1	892	746.508	79	9.78221
neu1(1of2)	1881	1735.51	76.9682	4.09949
clspn	4382	4236.51	112	2.44374
gpat4(1of2)	3008	2862.51	456	14.7253
snx22	1247	1101.51	1398	117.318
adssl1	1601	1455.51	10	0.635082
rec114	996	850.508	6	0.652105
tmem55a	1143	997.508	1594	147.712
ptdss1(4of4)	2560	2414.51	422.699	16.1826
klf11(2of2)	2229	2083.51	173	7.6753
