target_id	length	eff_length	est_counts	tpm
slc7a3	4392	4215.15	62	2.21276
nkx1_2	988	811.149	1	0.185462
ghsr(4of4)	2292	2115.15	6.31848	0.449394
cdhr5(3of3)	3497	3320.15	37.0627	1.67933
kdm2a(3of3)	3877	3700.15	66.5625	2.70623
fgf20(2of2)	1818	1641.15	4	0.366663
fgf4	924	747.227	1	0.201327
cdh23(2of3)	6397	6220.15	19	0.459524
cdh23(3of3)	5108	4931.15	8	0.24406
ppp2r2b	3395	3218.15	204	9.53629
kdm6b(2of2)	8093	7916.15	417	7.9246
sphk1(3of3)	4203	4026.15	79.5792	2.97348
sirt1	2233	2056.15	45	3.29241
fgf3	1999	1822.15	5	0.412802
rps11	604	429.825	3440	1203.99
myo19	3063	2886.15	12	0.625486
fgf17	720	543.765	42	11.6197
rpl13	948	771.227	5659	1103.86
lect1(2of2)	1771	1594.15	3	0.283105
rnaseh2a(1of2)	879	702.227	72	15.4245
rnaseh2a(2of2)	1087	910.149	141.275	23.3511
rpl32	525	354.928	6185	2621.53
creb1(5of5)	1396	1219.15	26	3.20828
prkab1(2of2)	1730	1553.15	1525	147.711
slc1a2(3of3)	3930	3753.15	12	0.480995
gabrb3(3of3)	1853	1676.15	7	0.628262
c12orf65	699	522.819	121	34.8169
setd1b(3of3)	7551	7374.15	149.585	3.05162
prdm2(2of2)	6595	6418.15	252.386	5.91577
hoxa7	996	819.149	362.857	66.6389
trpc7(1of2)	3233	3056.15	8	0.393796
xcr1(2of4)	1090	913.149	4	0.658982
cep112	3057	2880.15	64	3.34288
idh2(2of2)	1777	1600.15	230	21.6233
grb7	2726	2549.15	111	6.55063
ttc30a1	1814	1637.15	24	2.20535
ppp1r13b(1of2)	4651	4474.15	171	5.74965
bcl9l(1of2)	5353	5176.15	45.474	1.32164
hipk2(5of6)	4244	4067.15	10	0.369884
bloc1s4	1673	1496.15	265	26.6457
bphl	1251	1074.15	108	15.1257
fam184a(1of2)	4461	4284.15	33.6155	1.1804
zfp330	1254	1077.15	218	30.4464
gfra1(5of7)	2172	1995.15	5	0.377008
st6galnac6	2249	2072.15	559.745	40.6373
chrnb1(2of2)	2987	2810.15	142	7.60176
cldn19(2of4)	1795	1618.15	4	0.371875
pnp(3of5)	1943	1766.15	22	1.87392
cops4	1687	1510.15	2349	234.001
LOC107372748	1209	1032.15	778	113.395
gale	1368	1191.15	74	9.3459
lcp2(1of2)	1717	1540.15	48	4.6885
acaa2	1760	1583.15	123	11.688
exosc9	1497	1320.15	261	29.7422
wdr73	2271	2094.15	111	7.9739
chrna4	2777	2600.15	62.4512	3.61325
prpf39(1of2)	3001	2824.15	1197	63.762
zcchc8	2425	2248.15	278	18.6027
anapc15	1978	1801.15	80	6.68183
csf1r(2of2)	4048	3871.15	15	0.582917
capsl	951	774.227	23	4.46905
rpusd4	1375	1198.15	473	59.389
hist1h1b(1of6)	1338	1161.15	22	2.8503
tmem100(1of2)	1399	1222.15	70	8.61647
trerf1(1of2)	1993	1816.15	4	0.331332
msh6	5452	5275.15	151.333	4.31574
znf235(31of148)	2101	1924.15	132.557	10.3638
fam83h(1of2)	7544	7367.15	113	2.30746
pcdh1(2of2)	4943	4766.15	9.19062	0.29009
lsamp	1957	1780.15	53.9154	4.55629
huwe1	14690	14513.1	2509	26.0072
tapbp	1820	1643.15	11	1.0071
ccdc90b	1162	985.149	245	37.4127
txn2	931	754.227	863	172.133
LOC107396618	1471	1294.15	1	0.116244
zscan22(1of6)	1284	1107.15	170.498	23.167
tmem229a	3057	2880.15	11	0.574557
tnfaip8l3	1407	1230.15	2.01746	0.246719
trim33(2of2)	4263	4086.15	445	16.3833
tnmd	1121	944.149	11	1.7527
sgms2(1of2)	1664	1487.15	78	7.89034
c11orf31	669	493.073	72	21.9673
hspd1	2406	2229.15	156	10.5279
plaa	2629	2452.15	58	3.55825
cers5(2of2)	1769	1592.15	47	4.44089
cxorf21	3671	3494.15	37	1.593
ier3ip1(1of2)	618	443.341	781	265.014
htr3a(4of11)	1953	1776.15	0	0
rnd2(2of2)	1666	1489.15	212	21.4167
lcmt2	2407	2230.15	182	12.277
serpini1	1617	1440.15	18	1.88027
LOC107383633	1566	1389.15	14	1.51612
csmd3(7of9)	3906	3729.15	24	0.968182
rab27b(2of2)	3663	3486.15	26	1.12197
jag2(2of2)	5861	5684.15	211	5.58435
zbtb39	4003	3826.15	38	1.49409
brd7	2004	1827.15	147	12.1032
LOC107372370	2401	2224.15	812	54.9222
schip1(2of3)	1727	1550.15	8	0.776376
nqo1(2of6)	992	815.149	16.351	3.01761
ppil3	1088	911.149	374	61.7501
prr16(1of2)	2696	2519.15	13.0608	0.779956
LOC107395317	549	377.408	0	0
LOC107382444	1404	1227.15	10	1.22591
fpgs	2926	2749.15	217	11.8745
lrriq1	4375	4198.15	60	2.15005
cetn3	1119	942.149	214	34.1704
rab1a(3of3)	1747	1570.15	325.399	31.1768
c1orf112	3098	2921.15	77	3.96545
znf721(2of2)	2452	2275.15	416.11	27.514
cdh18	3633	3456.15	8.38572	0.365009
runx1t1	5292	5115.15	65.3067	1.92068
kiaa1324l(3of3)	4699	4522.15	32	1.06454
glrx2	1214	1037.15	64	9.28313
irf8(2of2)	2087	1910.15	4	0.315027
ankrd63(2of2)	2030	1853.15	7	0.568255
arhgap44(2of2)	4675	4498.15	7.03464	0.235268
nol10	2488	2311.15	19	1.23675
gipc1(2of2)	2508	2331.15	86.2143	5.56371
nlrx1(1of2)	905	728.227	21	4.33818
scarb2(2of3)	3460	3283.15	537	24.6059
atg9a(1of2)	6178	6001.15	265.153	6.64687
pvr(2of2)	2161	1984.15	6.28742	0.476709
cadm2(1of3)	3162	2985.15	3	0.151186
mmadhc(2of2)	2764	2587.15	382	22.2125
ogdh(2of2)	4412	4235.15	284	10.088
ehbp1l1	8981	8804.15	156.694	2.67744
zdhhc8(3of3)	3023	2846.15	2	0.105713
tra2b(1of2)	1477	1300.15	204	23.6044
LOC107378154	1251	1074.15	0	0
myl1(1of2)	1209	1032.15	626.76	91.3512
plod1	3306	3129.15	873	41.9704
ces1	2591	2414.15	8	0.498519
wfdc3(5of7)	678	502.024	2	0.599323
pnpla2(3of5)	2664	2487.15	28	1.6936
camsap1(2of2)	5158	4981.15	13	0.392617
capn3(2of2)	4739	4562.15	27.7376	0.914651
laptm4b(2of2)	2346	2169.15	62	4.29989
rbm15b	3588	3411.15	69	3.04301
LOC107382835	3617	3440.15	72	3.14855
elp5	1145	968.149	241	37.4481
ticrr	6238	6061.15	37	0.918337
tnip1(1of4)	1229	1052.15	21	3.0026
ackr4(2of2)	1470	1293.15	0	0
rps18	921	744.227	8024	1621.96
tmem151b(3of3)	3160	2983.15	5	0.252145
otop1	3578	3401.15	4	0.176925
cxcl1(2of2)	1001	824.149	0	0
nccrp1	1296	1119.15	1068	143.562
tmem208	1305	1128.15	100	13.3349
msantd1	1581	1404.15	43	4.60692
wdr4	1701	1524.15	871	85.9698
prokr2(1of2)	1919	1742.15	13	1.12257
moxd2	3023	2846.15	26.4808	1.39968
gabrr2(3of3)	1896	1719.15	67.0423	5.86665
zkscan2(1of2)	1067	890.149	50.1955	8.48316
zscan22(2of6)	2833	2656.15	833.08	47.1834
ttc16	1965	1788.15	22	1.85086
cd2ap	3134	2957.15	43	2.18751
ptprj	7223	7046.15	92	1.96423
rag2	2279	2102.15	5	0.357818
ppp2r2d	2875	2698.15	644	35.9067
snai2(3of3)	1100	923.149	25	4.07402
slc48a1(1of2)	1753	1576.15	283	27.0112
utp20	8888	8711.15	125	2.15869
camkk2	2992	2815.15	237	12.6649
rmdn2	5154	4977.15	165.219	4.99383
bbs7	3146	2969.15	108	5.47201
actr2(2of2)	2492	2315.15	123.554	8.02847
tk1	1244	1067.15	80	11.2777
pfkp(2of2)	3184	3007.15	11	0.550292
gipc1(1of2)	1967	1790.15	53	4.45392
zbtb26	2058	1881.15	241.926	19.347
tnk2(2of3)	5143	4966.15	27	0.817899
igfals	2232	2055.15	4	0.292801
lztr1(2of2)	1534	1357.15	223	24.7191
notch1(3of3)	3213	3036.15	49	2.42789
heatr5b	6475	6298.15	51	1.21818
fgfr3	6577	6400.15	172	4.04291
add3(2of2)	4617	4440.15	213.733	7.24151
rims1(2of2)	3313	3136.15	9.4338	0.452528
dcbld2(1of2)	3266	3089.15	153	7.45089
tecpr2(4of4)	1711	1534.15	8.22408	0.806446
myo7a(2of8)	1863	1686.15	10	0.892194
usf2(1of2)	3363	3186.15	344	16.2423
pcdhb16(3of3)	3320	3143.15	5.42056	0.259438
parg(3of3)	2734	2557.15	4	0.23532
pcdh7(2of2)	7997	7820.15	23.6295	0.454564
mapk10	5696	5519.15	47	1.28109
psmg4	604	429.825	403	141.049
mid1ip1(4of4)	2659	2482.15	45.4062	2.75196
plbd2	1920	1743.15	204	17.6056
gpr158(1of2)	6421	6244.15	97.7069	2.354
hist1h4c(5of12)	1266	1089.15	12.8031	1.76841
clec3b(1of2)	1201	1024.15	0	0
crtc3	5270	5093.15	174	5.13947
ccdc53	2397	2220.15	232.309	15.7412
sike1	1797	1620.15	109	10.1211
donson	2615	2438.15	39.2109	2.41937
bora	2268	2091.15	7	0.50358
dido1(2of2)	11079	10902.1	780	10.7631
nrg2(3of3)	2417	2240.15	15	1.00733
prodh2	1767	1590.15	7.44301	0.704152
zbtb21	4560	4383.15	179	6.14359
heatr6	3972	3795.15	50.4174	1.99852
gabrr2(1of3)	2244	2067.15	28.5249	2.07591
mcoln2	3761	3584.15	12	0.503675
prmt6	1270	1093.15	30	4.12855
ddx11	3418	3241.15	22.1248	1.02692
cyp4f22	2111	1934.15	729.285	56.7235
rnd1(2of2)	3201	3024.15	44.2981	2.20362
khdrbs1(2of2)	2478	2301.15	2096	137.026
otud6b	1305	1128.15	61	8.13427
trmt2b(1of2)	1909	1732.15	59.1512	5.13729
zfp503(1of2)	2627	2450.15	186	11.4203
kcnma1(1of2)	9013	8836.15	29	0.493731
zp3(7of19)	1223	1046.15	3	0.431403
pik3cd	4795	4618.15	5	0.162876
capn5(2of4)	2604	2427.15	0	0
neb(3of7)	19120	18943.1	132.576	1.05285
hipk2(1of6)	4761	4584.15	91	2.98633
rims2(4of4)	3902	3725.15	7.61894	0.307685
dnajc8	1696	1519.15	196	19.4094
smarca4(1of2)	6002	5825.15	10	0.258255
anp32e(1of2)	2611	2434.15	1340	82.8158
gnl2	2589	2412.15	2609	162.714
c22orf23	825	648.227	86	19.9584
gstt2b(1of2)	907	730.227	4	0.824057
slco3a1(3of3)	3126	2949.15	5.21707	0.266125
rpl8	856	679.227	18317	4056.9
rgs8(1of2)	1467	1290.15	18.9745	2.21252
chrm4(2of2)	1747	1570.15	3	0.287432
prkrir(5of5)	8212	8035.15	600	11.2334
gpr183(1of4)	1630	1453.15	5	0.517625
c11orf88	638	462.888	0	0
mef2c(2of3)	3384	3207.15	13	0.609789
gtpbp4	2660	2483.15	5124	310.429
arl5b(1of2)	1727	1550.15	723	70.165
haus4	1344	1167.15	89	11.4715
uqcrc1	1904	1727.15	684	59.5774
timm17a	1336	1159.15	716	92.9243
hsd17b3	1390	1213.15	2	0.248011
tp63	2821	2644.15	36	2.0482
thap4(3of6)	968	791.149	33	6.27496
LOC107380904	3035	2858.15	34	1.78957
myo7a(5of8)	861	684.227	1	0.219864
myh9(2of2)	6121	5944.15	117.587	2.97595
lrrc27	1832	1655.15	12	1.09069
fam131b(1of2)	2342	2165.15	1	0.0694812
endod1(2of8)	2139	1962.15	8.8785	0.680712
cryba1(4of4)	1021	844.149	3	0.534635
gje1	1973	1796.15	107.758	9.02531
acvr2b(2of2)	2372	2195.15	11	0.753849
kalrn(1of2)	9818	9641.15	35.4152	0.552606
fam8a1(2of2)	1551	1374.15	158	17.2973
shank2(3of3)	9403	9226.15	8	0.130444
LOC107389169	3380	3203.15	102	4.79047
ubox5	1993	1816.15	269	22.2821
fam110b(1of2)	2784	2607.15	120	6.92422
sspo(4of4)	562	389.829	9	3.47315
crb1(3of4)	4274	4097.15	7	0.257023
syde2(1of2)	4051	3874.15	108	4.19375
surf1	1107	930.149	129	20.8638
prrt1(1of2)	1875	1698.15	1	0.088589
eif2d	2095	1918.15	201	15.7641
ube2m(2of2)	1843	1666.15	17	1.53494
ube2q2(2of2)	3248	3071.15	1155	56.5766
znf112(5of5)	819	642.292	4	0.936878
oxa1l	1748	1571.15	701	67.1206
zfp518a(2of2)	6780	6603.15	669	15.2416
rapgef1(1of2)	3508	3331.15	5	0.225804
sept7(1of3)	2503	2326.15	298	19.2723
LOC107389325	1164	987.149	3	0.457187
fam184a(2of2)	4904	4727.15	6	0.190945
cxcl10(1of3)	972	795.149	3.4676	0.656048
rdh16(2of2)	1467	1290.15	5.91333	0.689521
strn4	5664	5487.15	314.222	8.6148
ube3a(2of2)	3744	3567.15	350	14.7605
fgb	1919	1742.15	10	0.863515
ncf2(3of3)	1761	1584.15	6.27199	0.595614
LOC107388366	2352	2175.15	194.785	13.4717
best2	2538	2361.15	6	0.382281
pmp2	565	392.513	1	0.383267
adcyap1(1of2)	3401	3224.15	34	1.58642
zbtb5(1of2)	2889	2712.15	12	0.665615
LOC107373567	1924	1747.15	7	0.602731
acot13	998	821.149	315	57.7091
siglec1(2of6)	1731	1554.15	1	0.0967972
tll2(2of2)	2417	2240.15	7	0.470085
furin(2of2)	4933	4756.15	31	0.980532
pip4k2c(2of2)	1764	1587.15	69	6.54014
dmbt1(2of3)	1479	1302.15	106	12.2462
lag3(1of2)	2587	2410.15	1	0.0624182
ermn	2460	2283.15	28.9172	1.90536
diaph3(3of4)	5187	5010.15	14	0.420371
pkd1(3of3)	15741	15564.1	211.628	2.04552
p2rx7(9of10)	632	456.981	3.03272	0.998366
dntt(3of3)	583	409.543	0	0
ptprc	4412	4235.15	10	0.355211
zc3h4(1of2)	2370	2193.15	9	0.617348
gnaq(2of4)	2224	2047.15	13	0.955321
fev	1579	1402.15	5	0.536452
mboat7	3275	3098.15	357.821	17.3747
LOC107388016	1893	1716.15	175.005	15.3409
wwc1	4274	4097.15	17	0.624198
opcml	3197	3020.15	13.0871	0.651887
cyp26c1	3032	2855.15	40	2.10759
stx3(2of2)	1660	1483.15	44	4.46296
LOC107391917	1327	1150.15	137	17.9193
emc3(2of2)	1122	945.149	737	117.307
myo15b(2of2)	1679	1502.15	4.23266	0.423892
msrb2	1224	1047.15	23	3.30426
insc(1of2)	2860	2683.15	5	0.280337
zhx1(3of3)	3476	3299.15	5	0.227994
fgf13(2of2)	2654	2477.15	15.2941	0.928811
pla1a	1867	1690.15	5	0.445041
aptx	1302	1125.15	58	7.75485
mfap4(1of4)	2517	2340.15	110	7.07139
hook2	3269	3092.15	536	26.0771
pdpr	2777	2600.15	180	10.4143
gtf3c6	818	641.292	215	50.4357
p2rx7(10of10)	1034	857.149	830.808	145.814
pitpnb(2of2)	3255	3078.15	99	4.83839
magi3(4of4)	4846	4669.15	9	0.289975
epo	2312	2135.15	19	1.33869
cldn4(12of19)	2085	1908.15	3	0.236518
nefh(5of6)	764	587.539	153	39.1751
scamp4	2028	1851.15	150	12.19
fam134c	3077	2900.15	86	4.46101
ebi3	1547	1370.15	1.50759	0.165527
dgat1(1of3)	2481	2304.15	481	31.4044
mfi2(1of2)	2967	2790.15	8	0.431338
adcyap1(2of2)	2310	2133.15	4	0.282094
ifi27(3of3)	2643	2466.15	77.474	4.72598
vcl(1of2)	4043	3866.15	6	0.233468
adam10(3of3)	2891	2714.15	11	0.609697
rsbn1	4350	4173.15	5525.62	199.192
kcnq1(2of2)	1005	828.149	2	0.36331
tdp1	2098	1921.15	730	57.1633
ntrk2(1of2)	4725	4548.15	14.2149	0.470179
glra2	3105	2928.15	11	0.565139
plk4	3186	3009.15	16	0.799893
ssbp1(1of2)	589	415.336	76.9029	27.8547
nfix(2of3)	1784	1607.15	0	0
hipk2(2of6)	3805	3628.15	118.855	4.92818
zfp516(1of2)	6358	6181.15	99.8211	2.42945
blmh(2of2)	573	400.114	24	9.02367
mgrn1	3336	3159.15	414	19.7145
dtd2(1of2)	944	767.227	367	71.961
akap12(1of2)	5837	5660.15	110.534	2.9378
arhgap5	7647	7470.15	191.284	3.85217
chrnb2(1of3)	2053	1876.15	2	0.160368
pcdh18(1of2)	4879	4702.15	19	0.607873
tbc1d2b	4824	4647.15	91	2.94585
znf235(14of148)	2071	1894.15	107.938	8.57269
nlrc3(15of24)	5858	5681.15	3	0.0794402
selt(2of2)	1191	1014.15	382	56.6653
fam20c(4of6)	626	451.072	1	0.33351
dusp26(5of5)	1333	1156.15	0	0
arnt2(1of3)	356	205.811	0.831886	0.608065
papln(1of6)	1857	1680.15	3	0.268614
phtf2(2of2)	4112	3935.15	81.1636	3.10281
clptm1l(1of2)	2082	1905.15	7	0.552745
tp53rk	1012	835.149	17	3.06225
dscam(2of3)	8578	8401.15	22	0.393948
btg4(1of2)	1844	1667.15	373	33.6581
mov10(2of2)	3276	3099.15	154	7.47539
col11a1(2of4)	7030	6853.15	57	1.25124
calcoco1(1of2)	3725	3548.15	1079.36	45.7636
urm1	927	750.227	155	31.0809
cul4b(1of2)	4030	3853.15	282	11.01
msi2	2393	2216.15	13	0.88247
gpc3	2863	2686.15	20	1.1201
synj2bp	1628	1451.15	579	60.0236
h3f3a(3of6)	1729	1552.15	1294.23	125.44
lpcat1(3of3)	2296	2119.15	4.94521	0.351058
cep152	5901	5724.15	17	0.44678
zp1(2of5)	1181	1004.15	31	4.64429
iscu(1of2)	888	711.227	137	28.9779
tcf25	2259	2082.15	167	12.0659
dap	1782	1605.15	2059	192.973
gapdh(2of2)	1212	1035.15	3	0.435987
gpc6(2of4)	4324	4147.15	95	3.44611
prss3(2of2)	1286	1109.15	1	0.135633
mxd1(1of2)	1602	1425.15	22	2.3223
chmp5(1of2)	1038	861.149	581	101.497
myrip(2of2)	5072	4895.15	18.8847	0.580364
lin7b	1613	1436.15	14	1.46651
abcb11(2of2)	5103	4926.15	7	0.21377
slc22a3	1283	1106.15	140.513	19.1099
tdrd5	3394	3217.15	15	0.701416
fcgbp(1of3)	10130	9953.15	278.373	4.20748
znf235(62of148)	2227	2050.15	150	11.0068
mrc2(12of12)	1669	1492.15	1.22389	0.123392
srgap3(2of4)	3170	2993.15	23	1.15599
cish(1of2)	1843	1666.15	12	1.08348
tmem51(2of2)	2335	2158.15	34	2.37002
cfap99	2008	1831.15	20	1.64309
c21orf62	1610	1433.15	214	22.4635
gabbr1(1of3)	1373	1196.15	61	7.67185
LOC107391421	2747	2570.15	21.6415	1.26673
sh3rf1	6694	6517.15	357.908	8.26168
iqgap1(2of2)	5657	5480.15	32	0.878442
fam78a	2546	2369.15	5	0.317492
LOC107397346	1124	947.149	54.1467	8.60021
samd3(1of10)	4078	3901.15	41.2675	1.59137
ehbp1(1of2)	9939	9762.15	42	0.647231
nucb1	1993	1816.15	563	46.635
ubxn4	2040	1863.15	1635	132.016
mog(1of3)	1109	932.149	0	0
mthfd2	2008	1831.15	19	1.56094
crcp	1457	1280.15	248	29.1438
eif2s3	1808	1631.15	1445	133.269
zbtb48(1of2)	12619	12442.1	24	0.290183
sptbn1(6of6)	5675	5498.15	13	0.355699
hdac9	3276	3099.15	56.9491	2.76439
figf	1657	1480.15	7	0.711456
auh	1693	1516.15	127	12.6014
bcas2	2417	2240.15	424	28.4737
mrps18a	1103	926.149	1084.22	176.114
elavl1(1of2)	1573	1396.15	946	101.933
mrpl2	1081	904.149	1382	229.945
fam173a(2of2)	1189	1012.15	4511	670.477
ptpre(2of2)	3241	3064.15	39.098	1.91955
nfix(1of3)	7304	7127.15	11.1523	0.235399
zc3h3	2982	2805.15	66.4721	3.56483
ugt2a2(5of7)	1823	1646.15	1	0.0913874
fanci	4707	4530.15	36.7626	1.22081
ash1l(2of2)	6638	6461.15	140	3.25967
mysm1	3017	2840.15	3974	210.495
dhx15(1of2)	2699	2522.15	518	30.8969
ext1(4of4)	5289	5112.15	46.0058	1.35383
igfbp5(2of2)	1989	1812.15	3	0.249048
LOC107373368	1368	1191.15	12.4306	1.56993
pik3ip1	2113	1936.15	1213	94.2491
dnajc25	1910	1733.15	300	26.04
slitrk3(2of2)	4778	4601.15	4	0.130782
ap1b1	4244	4067.15	104.89	3.8797
rttn	6877	6700.15	19	0.426604
csmd3(8of9)	5437	5260.15	2.50304	0.0715857
sept7(3of3)	2043	1866.15	232	18.7024
c8orf82	1659	1482.15	117.816	11.9582
znf146(5of7)	1256	1079.15	418.022	58.2738
st8sia2	1792	1615.15	24	2.23539
txlna	3014	2837.15	634	33.6173
LOC107389541	2979	2802.15	4	0.214746
usp53(1of2)	4736	4559.15	43	1.41886
c1orf131	1970	1793.15	57.3886	4.81465
ncoa1	8825	8648.15	203.839	3.54584
atad2(2of2)	4031	3854.15	12	0.468391
dapk2	2075	1898.15	273	21.6365
tm2d1	797	620.417	424	102.81
slc30a10	1931	1754.15	7	0.600326
tatdn1	1455	1278.15	29	3.41328
zfp574	3962	3785.15	75	2.98081
eno1	1895	1718.15	1784	156.203
itga6(1of3)	3884	3707.15	60	2.43482
srrm5	1996	1819.15	37.9164	3.13555
guf1	2331	2154.15	152	10.6151
ap3m2	1977	1800.15	144	12.034
cadm2(2of3)	3105	2928.15	55	2.82569
caskin1(2of5)	3300	3123.15	68.1023	3.28038
glyatl3	1406	1229.15	29.5966	3.62237
numa1	6183	6006.15	40	1.00189
mical3(2of6)	573	400.114	1	0.375986
tjp1(1of2)	7574	7397.15	176	3.57935
usp12(1of5)	2246	2069.15	6.67097	0.485012
eml2(1of2)	895	718.227	5.07545	1.06309
nefl(1of3)	2226	2049.15	8	0.587316
tmem53(3of3)	1498	1321.15	3	0.341605
map3k7	3107	2930.15	1858.31	95.4078
chpf	5545	5368.15	17.2938	0.484642
nol4l(1of2)	2639	2462.15	25	1.5275
dffa	1509	1332.15	108	12.1963
sms	2193	2016.15	1539	114.834
irak1bp1	893	716.227	36.5557	7.67821
LOC107389053	5125	4948.15	335.829	10.2101
cttnbp2	5646	5469.15	148	4.07096
tjp2	4582	4405.15	268.575	9.17193
rock2(2of4)	2492	2315.15	14.4856	0.941265
slc18a3(2of2)	2492	2315.15	23	1.49453
rtl1(8of17)	528	357.783	18.7695	7.89202
use1	1411	1234.15	177.737	21.6654
fzd4	4035	3858.15	168	6.55067
cdh23(1of3)	1577	1400.15	1	0.107444
pdzd11	1636	1459.15	268.042	27.6349
asap2(1of2)	4547	4370.15	903	31.0847
axdnd1	3384	3207.15	6	0.281441
LOC107385466	1633	1456.15	52	5.37221
rps6kc1	4607	4430.15	44.5192	1.51177
hectd3	2952	2775.15	43	2.33097
spata2(2of2)	1952	1775.15	361	30.5934
kcmf1(1of2)	2350	2173.15	1683	116.506
gas1(2of3)	3567	3390.15	387	17.1731
mpst(1of2)	2746	2569.15	266.486	15.6042
foxh1(1of2)	1952	1775.15	0	0
flad1	1940	1763.15	39	3.3276
fads2(1of4)	1859	1682.15	9.60149	0.858677
ate1	2073	1896.15	174	13.8049
fbxo40(2of3)	3503	3326.15	3	0.135686
arhgef18(1of2)	7298	7121.15	94	1.98579
cd200r1	1998	1821.15	5	0.413028
dhdh(2of3)	1147	970.149	154	23.8802
hsd11b1l(1of2)	1603	1426.15	146.18	15.4198
tacc2	10425	10248.1	233	3.42031
ubn1	2820	2643.15	6	0.341496
sort1(2of3)	5015	4838.15	146	4.53972
papln(2of6)	1351	1174.15	3.8435	0.492446
sertm1	1688	1511.15	30.695	3.05574
igsf21	2912	2735.15	9	0.495013
pde4dip(2of3)	8046	7869.15	37	0.707342
wwox	1985	1808.15	68.9932	5.7402
pet117	282	147.318	10	10.2118
ninj1(2of2)	1260	1083.15	3	0.416666
LOC107377679	1425	1248.15	113	13.6197
aldob	1404	1227.15	3623	444.147
nalcn	6047	5870.15	36	0.92259
phf5a	501	332.397	160	72.4133
adcy2(1of4)	4818	4641.15	23.1082	0.749025
ufl1	2651	2474.15	762	46.3324
pknox2	3377	3200.15	18.4721	0.868361
tex2(4of4)	3664	3487.15	6	0.258843
slc29a3	2120	1943.15	37.3095	2.88847
tmem132d(7of7)	3419	3242.15	3	0.139201
zfp280d	4121	3944.15	231	8.81077
hcrtr2	2235	2058.15	4.25773	0.311212
grip2	5291	5114.15	7.5327	0.221581
ccdc149(1of2)	2463	2286.15	18	1.18447
cib1	892	715.227	36	7.57206
neu1(1of2)	1881	1704.15	37	3.26625
clspn	4382	4205.15	58	2.07492
gpat4(1of2)	3008	2831.15	398	21.1483
snx22	1247	1070.15	795	111.758
adssl1	1601	1424.15	11	1.16196
rec114	996	819.149	6	1.1019
tmem55a	1143	966.149	908	141.383
ptdss1(4of4)	2560	2383.15	357.844	22.589
klf11(2of2)	2229	2052.15	199	14.5881
nat16(1of2)	2185	2008.15	39	2.92162
nlrc3(19of24)	2903	2726.15	28.9064	1.59514
