target_id	length	eff_length	est_counts	tpm
bcl9l(1of2)	5353	5227.22	98.8401	1.59463
hipk2(5of6)	4244	4118.22	34	0.696253
bloc1s4	1673	1547.22	227	12.3729
bphl	1251	1125.22	263	19.7113
fam184a(1of2)	4461	4335.22	60.8484	1.18368
zfp330	1254	1128.22	333	24.8913
gfra1(5of7)	2172	2046.22	9	0.370926
st6galnac6	2249	2123.22	553.046	21.9666
chrnb1(2of2)	2987	2861.22	270	7.95811
cldn19(2of4)	1795	1669.22	6	0.303134
pnp(3of5)	1943	1817.22	46	2.13475
cops4	1687	1561.22	2028	109.547
LOC107372748	1209	1083.22	608	47.3352
gale	1368	1242.22	95	6.44945
lcp2(1of2)	1717	1591.22	46	2.43795
acaa2	1760	1634.22	195	10.0629
exosc9	1497	1371.22	313	19.2502
wdr73	2271	2145.22	104	4.08845
chrna4	2777	2651.22	121.011	3.84925
prpf39(1of2)	3001	2875.22	2182	64.0002
zcchc8	2425	2299.22	481	17.6426
anapc15	1978	1852.22	104	4.7352
csf1r(2of2)	4048	3922.22	15	0.32252
capsl	951	825.22	23	2.35047
rpusd4	1375	1249.22	410	27.6785
hist1h1b(1of6)	1338	1212.22	26	1.8088
tmem100(1of2)	1399	1273.22	43	2.84815
trerf1(1of2)	1993	1867.22	4	0.18066
msh6	5452	5326.22	329.974	5.22467
znf235(31of148)	2101	1975.22	131.519	5.61527
fam83h(1of2)	7544	7418.22	391	4.44503
pcdh1(2of2)	4943	4817.22	13.3883	0.234383
lsamp	1957	1831.22	117.082	5.39195
huwe1	14690	14564.2	3545	20.527
tapbp	1820	1694.22	4	0.199108
ccdc90b	1162	1036.22	405	32.961
txn2	931	805.22	1292	135.315
LOC107396618	1471	1345.22	1	0.0626909
zscan22(1of6)	1284	1158.22	311.611	22.6892
tmem229a	3057	2931.22	20	0.575412
tnfaip8l3	1407	1281.22	8.5235	0.561038
trim33(2of2)	4263	4137.22	777.727	15.8532
tnmd	1121	995.22	22	1.86424
sgms2(1of2)	1664	1538.22	51	2.79608
c11orf31	669	543.414	163	25.2961
hspd1	2406	2280.22	390	14.424
plaa	2629	2503.22	70	2.35829
cers5(2of2)	1769	1643.22	81	4.15706
cxorf21	3671	3545.22	105	2.49772
ier3ip1(1of2)	618	492.463	1336	228.786
htr3a(4of11)	1953	1827.22	10	0.461537
rnd2(2of2)	1666	1540.22	164	8.97963
lcmt2	2407	2281.22	430	15.8964
serpini1	1617	1491.22	25	1.41383
LOC107383633	1566	1440.22	25	1.46389
csmd3(7of9)	3906	3780.22	30	0.66927
rab27b(2of2)	3663	3537.22	31	0.73909
jag2(2of2)	5861	5735.22	648	9.52845
zbtb39	4003	3877.22	60	1.30505
brd7	2004	1878.22	437	19.6215
LOC107372370	2401	2275.22	1888	69.9803
schip1(2of3)	1727	1601.22	12	0.632015
nqo1(2of6)	992	866.22	17.1949	1.67405
ppil3	1088	962.22	458	40.141
prr16(1of2)	2696	2570.22	7.03822	0.230935
LOC107395317	549	423.869	1	0.19896
LOC107382444	1404	1278.22	4	0.263908
fpgs	2926	2800.22	393	11.8358
lrriq1	4375	4249.22	240	4.76321
cetn3	1119	993.22	305	25.8971
rab1a(3of3)	1747	1621.22	525.26	27.3231
c1orf112	3098	2972.22	140	3.97232
znf721(2of2)	2452	2326.22	222.38	8.06201
cdh18	3633	3507.22	11.4726	0.275864
runx1t1	5292	5166.22	113.287	1.8493
kiaa1324l(3of3)	4699	4573.22	37.5038	0.691593
glrx2	1214	1088.22	161	12.4769
irf8(2of2)	2087	1961.22	10	0.430003
ankrd63(2of2)	2030	1904.22	2	0.0885748
arhgap44(2of2)	4675	4549.22	17.0652	0.316352
nol10	2488	2362.22	89	3.17737
gipc1(2of2)	2508	2382.22	64.3595	2.27839
nlrx1(1of2)	905	779.22	69	7.46769
scarb2(2of3)	3460	3334.22	522	13.203
atg9a(1of2)	6178	6052.22	395.695	5.51371
pvr(2of2)	2161	2035.22	20.6515	0.855733
cadm2(1of3)	3162	3036.22	12	0.333308
mmadhc(2of2)	2764	2638.22	562	17.9648
ogdh(2of2)	4412	4286.22	439	8.63749
ehbp1l1	8981	8855.22	506.112	4.81998
zdhhc8(3of3)	3023	2897.22	14	0.407515
tra2b(1of2)	1477	1351.22	283	17.6627
LOC107378154	1251	1125.22	4	0.299792
myl1(1of2)	1209	1083.22	569.934	44.3717
plod1	3306	3180.22	1441	38.2124
ces1	2591	2465.22	13	0.444718
wfdc3(5of7)	678	552.414	1	0.152663
pnpla2(3of5)	2664	2538.22	26	0.863856
camsap1(2of2)	5158	5032.22	48	0.804413
capn3(2of2)	4739	4613.22	98.3129	1.79723
laptm4b(2of2)	2346	2220.22	122	4.63406
rbm15b	3588	3462.22	153	3.72678
LOC107382835	3617	3491.22	131	3.1644
elp5	1145	1019.22	432	35.7448
ticrr	6238	6112.22	59	0.814049
tnip1(1of4)	1229	1103.22	45	3.43992
ackr4(2of2)	1470	1344.22	5	0.313687
rps18	921	795.22	30527	3237.38
tmem151b(3of3)	3160	3034.22	7	0.194558
otop1	3578	3452.22	11	0.268715
cxcl1(2of2)	1001	875.22	1	0.0963563
nccrp1	1296	1170.22	2056	148.168
tmem208	1305	1179.22	133	9.51162
msantd1	1581	1455.22	51	2.95555
wdr4	1701	1575.22	1439	77.0401
prokr2(1of2)	1919	1793.22	12	0.564346
moxd2	3023	2897.22	32.317	0.940692
gabrr2(3of3)	1896	1770.22	134.579	6.41132
zkscan2(1of2)	1067	941.22	180.188	16.1448
zscan22(2of6)	2833	2707.22	1303.56	40.6074
ttc16	1965	1839.22	92	4.21844
cd2ap	3134	3008.22	161	4.5135
ptprj	7223	7097.22	287	3.41029
rag2	2279	2153.22	4	0.156664
ppp2r2d	2875	2749.22	1209	37.0864
snai2(3of3)	1100	974.22	17	1.4716
slc48a1(1of2)	1753	1627.22	215.229	11.1546
utp20	8888	8762.22	245	2.35803
camkk2	2992	2866.22	373	10.9748
rmdn2	5154	5028.22	237.642	3.98571
bbs7	3146	3020.22	64	1.78706
actr2(2of2)	2492	2366.22	195.574	6.97032
tk1	1244	1118.22	114	8.59756
pfkp(2of2)	3184	3058.22	29.6028	0.816323
gipc1(1of2)	1967	1841.22	62	2.83977
zbtb26	2058	1932.22	255.457	11.1496
tnk2(2of3)	5143	5017.22	54	0.90767
igfals	2232	2106.22	7	0.28028
lztr1(2of2)	1534	1408.22	322	19.2834
notch1(3of3)	3213	3087.22	59	1.61169
heatr5b	6475	6349.22	67	0.889922
fgfr3	6577	6451.22	515	6.73229
add3(2of2)	4617	4491.22	637.332	11.9674
rims1(2of2)	3313	3187.22	35.3385	0.935048
dcbld2(1of2)	3266	3140.22	236	6.33796
tecpr2(4of4)	1711	1585.22	9.23112	0.491091
myo7a(2of8)	1863	1737.22	40	1.94179
usf2(1of2)	3363	3237.22	705	18.366
pcdhb16(3of3)	3320	3194.22	8.16914	0.215679
parg(3of3)	2734	2608.22	11	0.355669
pcdh7(2of2)	7997	7871.22	50.2011	0.537859
mapk10	5696	5570.22	94.071	1.42423
psmg4	604	478.56	848	149.437
mid1ip1(4of4)	2659	2533.22	50.6003	1.68453
plbd2	1920	1794.22	433	20.3521
gpr158(1of2)	6421	6295.22	157.92	2.11555
hist1h4c(5of12)	1266	1140.22	35.2876	2.60995
clec3b(1of2)	1201	1075.22	7	0.549033
crtc3	5270	5144.22	450	7.37718
ccdc53	2397	2271.22	297.014	11.0285
sike1	1797	1671.22	133	6.71144
donson	2615	2489.22	57.9478	1.96323
bora	2268	2142.22	9	0.354304
dido1(2of2)	11079	10953.2	1592	12.2574
nrg2(3of3)	2417	2291.22	43	1.5827
prodh2	1767	1641.22	6.1677	0.316923
zbtb21	4560	4434.22	432	8.21607
heatr6	3972	3846.22	93.5002	2.0501
gabrr2(1of3)	2244	2118.22	85.1459	3.38993
mcoln2	3761	3635.22	34	0.788762
prmt6	1270	1144.22	41	3.02184
ddx11	3418	3292.22	61.4449	1.57396
cyp4f22	2111	1985.22	509.496	21.6436
rnd1(2of2)	3201	3075.22	86.928	2.38386
khdrbs1(2of2)	2478	2352.22	1596	57.2206
otud6b	1305	1179.22	73	5.22066
trmt2b(1of2)	1909	1783.22	53.3479	2.52296
zfp503(1of2)	2627	2501.22	204	6.87822
kcnma1(1of2)	9013	8887.22	52	0.493441
zp3(7of19)	1223	1097.22	5	0.384303
pik3cd	4795	4669.22	13	0.234799
capn5(2of4)	2604	2478.22	8	0.272237
neb(3of7)	19120	18994.2	271	1.20322
hipk2(1of6)	4761	4635.22	129.474	2.35565
rims2(4of4)	3902	3776.22	5.18771	0.115855
dnajc8	1696	1570.22	363	19.4959
smarca4(1of2)	6002	5876.22	17	0.243977
anp32e(1of2)	2611	2485.22	2514	85.3096
gnl2	2589	2463.22	4391	150.334
c22orf23	825	699.293	238	28.7022
gstt2b(1of2)	907	781.22	6	0.647702
slco3a1(3of3)	3126	3000.22	10.6497	0.299353
rpl8	856	730.22	68576	7919.83
rgs8(1of2)	1467	1341.22	42.9518	2.70072
chrm4(2of2)	1747	1621.22	2	0.104036
prkrir(5of5)	8212	8086.22	1149	11.9832
gpr183(1of4)	1630	1504.22	5	0.280321
c11orf88	638	512.414	2	0.32916
mef2c(2of3)	3384	3258.22	23	0.595312
gtpbp4	2660	2534.22	10317	343.326
arl5b(1of2)	1727	1601.22	876	46.1371
haus4	1344	1218.22	120	8.30717
uqcrc1	1904	1778.22	575	27.2697
timm17a	1336	1210.22	807	56.235
hsd17b3	1390	1264.22	1	0.0667075
tp63	2821	2695.22	83	2.59706
thap4(3of6)	968	842.22	39	3.90514
LOC107380904	3035	2909.22	59	1.7103
myo7a(5of8)	861	735.22	4	0.458818
myh9(2of2)	6121	5995.22	336.668	4.73581
lrrc27	1832	1706.22	11	0.543695
fam131b(1of2)	2342	2216.22	5.07625	0.193165
endod1(2of8)	2139	2013.22	28.0133	1.17347
cryba1(4of4)	1021	895.22	5	0.471018
gje1	1973	1847.22	233.174	10.6453
acvr2b(2of2)	2372	2246.22	32	1.20142
kalrn(1of2)	9818	9692.22	74.904	0.651748
fam8a1(2of2)	1551	1425.22	285	16.864
shank2(3of3)	9403	9277.22	23	0.209078
LOC107389169	3380	3254.22	134	3.4726
ubox5	1993	1867.22	335	15.1303
fam110b(1of2)	2784	2658.22	167	5.29814
sspo(4of4)	562	436.653	9	1.73821
crb1(3of4)	4274	4148.22	7	0.142309
syde2(1of2)	4051	3925.22	179	3.8458
surf1	1107	981.22	171	14.6969
prrt1(1of2)	1875	1749.22	7	0.337482
eif2d	2095	1969.22	189	8.09403
ube2m(2of2)	1843	1717.22	31	1.52242
ube2q2(2of2)	3248	3122.22	2608	70.4436
znf112(5of5)	819	693.293	4	0.486565
oxa1l	1748	1622.22	2007	104.336
zfp518a(2of2)	6780	6654.22	781	9.89809
rapgef1(1of2)	3508	3382.22	20	0.498684
sept7(1of3)	2503	2377.22	259	9.18815
LOC107389325	1164	1038.22	5	0.406142
fam184a(2of2)	4904	4778.22	17	0.300041
cxcl10(1of3)	972	846.22	4.7573	0.474105
rdh16(2of2)	1467	1341.22	40.391	2.5397
strn4	5664	5538.22	696.893	10.6119
ube3a(2of2)	3744	3618.22	323	7.52844
fgb	1919	1793.22	3	0.141086
ncf2(3of3)	1761	1635.22	14.6843	0.757314
LOC107388366	2352	2226.22	281.367	10.6587
best2	2538	2412.22	4	0.139843
pmp2	565	439.653	7	1.34272
adcyap1(1of2)	3401	3275.22	48	1.23594
zbtb5(1of2)	2889	2763.22	22	0.671436
LOC107373567	1924	1798.22	6	0.281388
acot13	998	872.22	516	49.8909
siglec1(2of6)	1731	1605.22	4.58353	0.240804
tll2(2of2)	2417	2291.22	4	0.147228
furin(2of2)	4933	4807.22	73	1.28064
pip4k2c(2of2)	1764	1638.22	94	4.83897
dmbt1(2of3)	1479	1353.22	39	2.43049
lag3(1of2)	2587	2461.22	5	0.171324
ermn	2460	2334.22	42.3757	1.53099
diaph3(3of4)	5187	5061.22	10	0.166626
pkd1(3of3)	15741	15615.2	617.297	3.33383
p2rx7(9of10)	632	506.414	4.29195	0.714738
dntt(3of3)	583	457.653	2	0.368545
ptprc	4412	4286.22	16	0.314806
zc3h4(1of2)	2370	2244.22	26	0.977024
gnaq(2of4)	2224	2098.22	38	1.52732
fev	1579	1453.22	2	0.116064
mboat7	3275	3149.22	601.651	16.1116
LOC107388016	1893	1767.22	594.042	28.3481
wwc1	4274	4148.22	45	0.914846
opcml	3197	3071.22	24.6962	0.678135
cyp26c1	3032	2906.22	34	0.986615
stx3(2of2)	1660	1534.22	42	2.30866
LOC107391917	1327	1201.22	227	15.9368
emc3(2of2)	1122	996.22	1679	142.132
myo15b(2of2)	1679	1553.22	4.10869	0.223084
msrb2	1224	1098.22	34	2.61088
insc(1of2)	2860	2734.22	11	0.339279
zhx1(3of3)	3476	3350.22	15	0.377586
fgf13(2of2)	2654	2528.22	27.9793	0.933295
pla1a	1867	1741.22	11	0.532766
aptx	1302	1176.22	111	7.95851
mfap4(1of4)	2517	2391.22	175	6.17186
hook2	3269	3143.22	837	22.4568
pdpr	2777	2651.22	251	7.98409
gtf3c6	818	692.293	335	40.8087
p2rx7(10of10)	1034	908.22	1996.11	185.35
pitpnb(2of2)	3255	3129.22	168	4.52763
magi3(4of4)	4846	4720.22	24	0.428792
epo	2312	2186.22	13	0.501472
cldn4(12of19)	2085	1959.22	3	0.129132
nefh(5of6)	764	638.293	389	51.3957
scamp4	2028	1902.22	185	8.20179
fam134c	3077	2951.22	94	2.68611
ebi3	1547	1421.22	4.4498	0.264044
dgat1(1of3)	2481	2355.22	705	25.2438
mfi2(1of2)	2967	2841.22	11.0264	0.327285
adcyap1(2of2)	2310	2184.22	7	0.270271
ifi27(3of3)	2643	2517.22	138.993	4.6566
vcl(1of2)	4043	3917.22	12	0.258345
adam10(3of3)	2891	2765.22	12	0.365973
rsbn1	4350	4224.22	9283.85	185.344
kcnq1(2of2)	1005	879.22	2	0.191836
tdp1	2098	1972.22	950	40.6224
ntrk2(1of2)	4725	4599.22	16.2358	0.297705
glra2	3105	2979.22	9	0.254764
plk4	3186	3060.22	23	0.63383
ssbp1(1of2)	589	463.607	43.6654	7.943
nfix(2of3)	1784	1658.22	9	0.457718
hipk2(2of6)	3805	3679.22	193.213	4.42871
zfp516(1of2)	6358	6232.22	154.233	2.08704
blmh(2of2)	573	447.653	28	5.27489
mgrn1	3336	3210.22	629	16.5239
dtd2(1of2)	944	818.22	783	80.7029
akap12(1of2)	5837	5711.22	334.403	4.93785
arhgap5	7647	7521.22	488.985	5.48283
chrnb2(1of3)	2053	1927.22	0	0
pcdh18(1of2)	4879	4753.22	25	0.443557
tbc1d2b	4824	4698.22	154	2.7643
znf235(14of148)	2071	1945.22	85.3712	3.70118
nlrc3(15of24)	5858	5732.22	7	0.102985
selt(2of2)	1191	1065.22	422	33.4096
fam20c(4of6)	626	500.414	4	0.674106
dusp26(5of5)	1333	1207.22	15.2956	1.06851
arnt2(1of3)	356	235.799	0	0
papln(1of6)	1857	1731.22	4	0.194852
phtf2(2of2)	4112	3986.22	102.073	2.15948
clptm1l(1of2)	2082	1956.22	7	0.301771
tp53rk	1012	886.22	43	4.09189
dscam(2of3)	8578	8452.22	59	0.588679
btg4(1of2)	1844	1718.22	287	14.0864
mov10(2of2)	3276	3150.22	195	5.22025
col11a1(2of4)	7030	6904.22	123	1.50241
calcoco1(1of2)	3725	3599.22	2178.09	51.0346
urm1	927	801.22	189	19.8933
cul4b(1of2)	4030	3904.22	489	10.5626
msi2	2393	2267.22	22	0.818326
gpc3	2863	2737.22	35.6128	1.09722
synj2bp	1628	1502.22	564	31.6623
h3f3a(3of6)	1729	1603.22	790.743	41.5949
lpcat1(3of3)	2296	2170.22	11	0.427451
cep152	5901	5775.22	43	0.62791
zp1(2of5)	1181	1055.22	100	7.99198
iscu(1of2)	888	762.22	196	21.6857
tcf25	2259	2133.22	506	20.0038
dap	1782	1656.22	2304	117.317
gapdh(2of2)	1212	1086.22	2	0.155278
gpc6(2of4)	4324	4198.22	228	4.58002
prss3(2of2)	1286	1160.22	3	0.218061
mxd1(1of2)	1602	1476.22	47	2.685
chmp5(1of2)	1038	912.22	1053	97.3478
myrip(2of2)	5072	4946.22	35.6309	0.607507
lin7b	1613	1487.22	28	1.58774
abcb11(2of2)	5103	4977.22	13	0.220269
slc22a3	1283	1157.22	412.709	30.0763
tdrd5	3394	3268.22	23	0.593491
fcgbp(1of3)	10130	10004.2	571.577	4.81825
znf235(62of148)	2227	2101.22	175	7.02367
mrc2(12of12)	1669	1543.22	7.51431	0.410638
srgap3(2of4)	3170	3044.22	72	1.99459
cish(1of2)	1843	1717.22	17	0.834873
tmem51(2of2)	2335	2209.22	33	1.25972
cfap99	2008	1882.22	66	2.95713
c21orf62	1610	1484.22	278	15.7959
gabbr1(1of3)	1373	1247.22	111	7.50546
LOC107391421	2747	2621.22	58.5856	1.88489
sh3rf1	6694	6568.22	745.969	9.57791
iqgap1(2of2)	5657	5531.22	96	1.46369
fam78a	2546	2420.22	9	0.313607
LOC107397346	1124	998.22	80.0294	6.76115
samd3(1of10)	4078	3952.22	90.4403	1.92983
ehbp1(1of2)	9939	9813.22	122	1.04845
nucb1	1993	1867.22	471	21.2727
ubxn4	2040	1914.22	2082	91.7247
mog(1of3)	1109	983.22	1	0.0857722
mthfd2	2008	1882.22	28	1.25454
crcp	1457	1331.22	278	17.6113
eif2s3	1808	1682.22	4166	208.85
zbtb48(1of2)	12619	12493.2	62	0.418519
sptbn1(6of6)	5675	5549.22	74	1.1246
hdac9	3276	3150.22	90.1646	2.41375
figf	1657	1531.22	4	0.220303
auh	1693	1567.22	147	7.91015
bcas2	2417	2291.22	352	12.9561
mrps18a	1103	977.22	1614.99	139.372
elavl1(1of2)	1573	1447.22	2645	154.131
mrpl2	1081	955.22	2273	200.675
fam173a(2of2)	1189	1063.22	6281	498.199
ptpre(2of2)	3241	3115.22	62.1083	1.68135
nfix(1of3)	7304	7178.22	20.4793	0.2406
zc3h3	2982	2856.22	54.2217	1.60095
ugt2a2(5of7)	1823	1697.22	5	0.248444
fanci	4707	4581.22	29.3809	0.540855
ash1l(2of2)	6638	6512.22	498	6.44908
mysm1	3017	2891.22	5495	160.282
dhx15(1of2)	2699	2573.22	582	19.0741
ext1(4of4)	5289	5163.22	200.064	3.26772
igfbp5(2of2)	1989	1863.22	6	0.271572
LOC107373368	1368	1242.22	22.5864	1.53337
pik3ip1	2113	1987.22	977	41.4616
dnajc25	1910	1784.22	291	13.7544
slitrk3(2of2)	4778	4652.22	8	0.14502
ap1b1	4244	4118.22	178.338	3.65202
rttn	6877	6751.22	63	0.786966
csmd3(8of9)	5437	5311.22	11.4883	0.182415
sept7(3of3)	2043	1917.22	238	10.4689
c8orf82	1659	1533.22	124.228	6.833
znf146(5of7)	1256	1130.22	440.732	32.8859
st8sia2	1792	1666.22	36	1.82208
txlna	3014	2888.22	857	25.0235
LOC107389541	2979	2853.22	13	0.384243
usp53(1of2)	4736	4610.22	45	0.823168
c1orf131	1970	1844.22	62.4182	2.85428
ncoa1	8825	8699.22	348.566	3.37911
atad2(2of2)	4031	3905.22	11	0.237544
dapk2	2075	1949.22	553	23.9255
tm2d1	797	671.293	751	94.3464
slc30a10	1931	1805.22	7	0.327013
tatdn1	1455	1329.22	33	2.0937
zfp574	3962	3836.22	78	1.7147
eno1	1895	1769.22	2163	103.103
itga6(1of3)	3884	3758.22	93	2.08688
srrm5	1996	1870.22	25.1102	1.13229
guf1	2331	2205.22	259	9.90479
ap3m2	1977	1851.22	150	6.8333
cadm2(2of3)	3105	2979.22	103	2.91563
caskin1(2of5)	3300	3174.22	126.373	3.35748
glyatl3	1406	1280.22	87.6103	5.77123
numa1	6183	6057.22	118	1.64288
mical3(2of6)	573	447.653	1	0.188389
tjp1(1of2)	7574	7448.22	493	5.58203
usp12(1of5)	2246	2120.22	12.5851	0.500581
eml2(1of2)	895	769.22	5.07444	0.556333
nefl(1of3)	2226	2100.22	10	0.401544
tmem53(3of3)	1498	1372.22	5	0.307287
map3k7	3107	2981.22	2492.21	70.4998
chpf	5545	5419.22	25.6194	0.398684
nol4l(1of2)	2639	2513.22	51	1.71134
dffa	1509	1383.22	131	7.98689
sms	2193	2067.22	1745	71.1879
irak1bp1	893	767.22	111.76	12.2847
LOC107389053	5125	4999.22	733.728	12.3774
cttnbp2	5646	5520.22	471	7.19552
tjp2	4582	4456.22	283.679	5.36857
rock2(2of4)	2492	2366.22	20.3428	0.725023
slc18a3(2of2)	2492	2366.22	20	0.712808
rtl1(8of17)	528	403.242	35.4775	7.41968
use1	1411	1285.22	198.276	13.0104
fzd4	4035	3909.22	243	5.2422
cdh23(1of3)	1577	1451.22	6	0.348671
pdzd11	1636	1510.22	227.245	12.6897
asap2(1of2)	4547	4421.22	1127	21.4971
axdnd1	3384	3258.22	14.9739	0.387573
LOC107385466	1633	1507.22	256	14.3239
rps6kc1	4607	4481.22	107.683	2.02651
hectd3	2952	2826.22	80	2.38716
spata2(2of2)	1952	1826.22	319	14.7311
kcmf1(1of2)	2350	2224.22	2572	97.5193
gas1(2of3)	3567	3441.22	323	7.91567
mpst(1of2)	2746	2620.22	458.562	14.759
foxh1(1of2)	1952	1826.22	5	0.230895
flad1	1940	1814.22	60	2.78907
fads2(1of4)	1859	1733.22	5	0.243284
ate1	2073	1947.22	245	10.6108
fbxo40(2of3)	3503	3377.22	10	0.249711
arhgef18(1of2)	7298	7172.22	359	4.22122
cd200r1	1998	1872.22	9	0.405399
dhdh(2of3)	1147	1021.22	205	16.929
hsd11b1l(1of2)	1603	1477.22	333.153	19.0194
tacc2	10425	10299.2	418	3.4227
ubn1	2820	2694.22	14	0.43822
sort1(2of3)	5015	4889.22	176	3.03578
papln(2of6)	1351	1225.22	9.83201	0.676746
sertm1	1688	1562.22	42.5287	2.29582
igsf21	2912	2786.22	10	0.302679
pde4dip(2of3)	8046	7920.22	51	0.543038
wwox	1985	1859.22	39.2488	1.7803
pet117	282	168.234	5	2.50642
ninj1(2of2)	1260	1134.22	2	0.148707
LOC107377679	1425	1299.22	187	12.1383
aldob	1404	1278.22	6230	411.036
nalcn	6047	5921.22	65	0.925763
phf5a	501	376.627	416	93.1493
adcy2(1of4)	4818	4692.22	51.2819	0.921686
ufl1	2651	2525.22	1114	37.2035
pknox2	3377	3251.22	25.1524	0.652424
tex2(4of4)	3664	3538.22	17	0.405193
slc29a3	2120	1994.22	43.8667	1.85507
tmem132d(7of7)	3419	3293.22	13	0.332905
zfp280d	4121	3995.22	628	13.2561
hcrtr2	2235	2109.22	4.35113	0.173971
grip2	5291	5165.22	22.7137	0.370849
ccdc149(1of2)	2463	2337.22	31	1.11856
cib1	892	766.22	46	5.06293
neu1(1of2)	1881	1755.22	73	3.50743
clspn	4382	4256.22	161	3.19006
gpat4(1of2)	3008	2882.22	408	11.938
snx22	1247	1121.22	1586	119.292
adssl1	1601	1475.22	12	0.685997
rec114	996	870.22	19	1.84129
tmem55a	1143	1017.22	1177	97.5796
ptdss1(4of4)	2560	2434.22	320.438	11.1015
klf11(2of2)	2229	2103.22	76	3.04738
