target_id	length	eff_length	est_counts	tpm
LOC107389169	3380	3242.55	162	4.36101
ubox5	1993	1855.55	402	18.9109
fam110b(1of2)	2784	2646.55	113	3.72698
sspo(4of4)	562	425.34	11	2.25744
crb1(3of4)	4274	4136.55	6	0.126611
syde2(1of2)	4051	3913.55	189	4.21551
surf1	1107	969.552	230	20.7069
prrt1(1of2)	1875	1737.55	5	0.251184
eif2d	2095	1957.55	176	7.84799
ube2m(2of2)	1843	1705.55	23	1.17712
ube2q2(2of2)	3248	3110.55	2554	71.6708
znf112(5of5)	819	681.552	2	0.256148
oxa1l	1748	1610.55	1699	92.0826
zfp518a(2of2)	6780	6642.55	866	11.38
rapgef1(1of2)	3508	3370.55	22	0.569745
sept7(1of3)	2503	2365.55	223	8.2287
LOC107389325	1164	1026.55	7	0.595218
fam184a(2of2)	4904	4766.55	27	0.494445
cxcl10(1of3)	972	834.552	12.8787	1.34704
rdh16(2of2)	1467	1329.55	18.7552	1.23134
strn4	5664	5526.55	641.743	10.136
ube3a(2of2)	3744	3606.55	280	6.7768
fgb	1919	1781.55	3	0.146988
ncf2(3of3)	1761	1623.55	6.24558	0.335788
LOC107388366	2352	2214.55	319.747	12.6032
best2	2538	2400.55	7	0.254534
pmp2	565	428.34	5	1.01892
adcyap1(1of2)	3401	3263.55	59	1.57805
zbtb5(1of2)	2889	2751.55	11	0.348959
LOC107373567	1924	1786.55	8	0.390871
acot13	998	860.552	502	50.9197
siglec1(2of6)	1731	1593.55	6.18158	0.338604
tll2(2of2)	2417	2279.55	14	0.53609
furin(2of2)	4933	4795.55	46	0.837294
pip4k2c(2of2)	1764	1626.55	76	4.07854
dmbt1(2of3)	1479	1341.55	72	4.68472
lag3(1of2)	2587	2449.55	2	0.0712693
ermn	2460	2322.55	42.1785	1.5852
diaph3(3of4)	5187	5049.55	11	0.190151
pkd1(3of3)	15741	15603.6	532.239	2.97743
p2rx7(9of10)	632	494.662	1.06224	0.187445
dntt(3of3)	583	445.989	2	0.39144
ptprc	4412	4274.55	17	0.34715
zc3h4(1of2)	2370	2232.55	21	0.821063
gnaq(2of4)	2224	2086.55	32	1.33869
fev	1579	1441.55	7	0.423864
mboat7	3275	3137.55	614.152	17.0861
LOC107388016	1893	1755.55	477.671	23.7506
wwc1	4274	4136.55	36	0.759666
opcml	3197	3059.55	32.4346	0.925357
cyp26c1	3032	2894.55	24	0.72375
stx3(2of2)	1660	1522.55	49	2.8092
LOC107391917	1327	1189.55	157	11.5206
emc3(2of2)	1122	984.552	1646	145.932
myo15b(2of2)	1679	1541.55	2.08805	0.118234
msrb2	1224	1086.55	37	2.97242
insc(1of2)	2860	2722.55	5	0.160307
zhx1(3of3)	3476	3338.55	12	0.313749
fgf13(2of2)	2654	2516.55	37.3947	1.29707
pla1a	1867	1729.55	5	0.252345
aptx	1302	1164.55	143	10.7186
mfap4(1of4)	2517	2379.55	151	5.53912
hook2	3269	3131.55	682	19.0101
pdpr	2777	2639.55	241	7.96977
gtf3c6	818	680.552	259	33.2198
p2rx7(10of10)	1034	896.552	1753.89	170.76
pitpnb(2of2)	3255	3117.55	111	3.10791
magi3(4of4)	4846	4708.55	19	0.352229
epo	2312	2174.55	12	0.481693
cldn4(12of19)	2085	1947.55	2	0.0896396
nefh(5of6)	764	626.552	334	46.5317
scamp4	2028	1890.55	161	7.43355
fam134c	3077	2939.55	87	2.58343
ebi3	1547	1409.55	3	0.18578
dgat1(1of3)	2481	2343.55	669	24.9178
mfi2(1of2)	2967	2829.55	8.01063	0.24712
adcyap1(2of2)	2310	2172.55	5	0.20089
ifi27(3of3)	2643	2505.55	140.424	4.8921
vcl(1of2)	4043	3905.55	14	0.312899
adam10(3of3)	2891	2753.55	17	0.538908
rsbn1	4350	4212.55	9247.57	191.62
kcnq1(2of2)	1005	867.552	2	0.20123
tdp1	2098	1960.55	1033	45.9919
ntrk2(1of2)	4725	4587.55	14.1766	0.269742
glra2	3105	2967.55	11	0.323559
plk4	3186	3048.55	23	0.658557
ssbp1(1of2)	589	451.989	68.4287	13.2151
nfix(2of3)	1784	1646.55	6	0.318079
hipk2(2of6)	3805	3667.55	220.715	5.25309
zfp516(1of2)	6358	6220.55	163.53	2.29471
blmh(2of2)	573	436.21	26	5.20279
mgrn1	3336	3198.55	503	13.7269
dtd2(1of2)	944	806.552	753	81.4933
akap12(1of2)	5837	5699.55	301.824	4.62244
arhgap5	7647	7509.55	454.776	5.28619
chrnb2(1of3)	2053	1915.55	2	0.0911371
pcdh18(1of2)	4879	4741.55	28	0.515462
tbc1d2b	4824	4686.55	146	2.71931
znf235(14of148)	2071	1933.55	58.819	2.65534
nlrc3(15of24)	5858	5720.55	13	0.198365
selt(2of2)	1191	1053.55	483	40.0175
fam20c(4of6)	626	488.662	0	0
dusp26(5of5)	1333	1195.55	10.7145	0.78228
arnt2(1of3)	356	226.469	0	0
papln(1of6)	1857	1719.55	5	0.253813
phtf2(2of2)	4112	3974.55	80.4462	1.76676
clptm1l(1of2)	2082	1944.55	8	0.359112
tp53rk	1012	874.552	46	4.59125
dscam(2of3)	8578	8440.55	59	0.610155
btg4(1of2)	1844	1706.55	333	17.0327
mov10(2of2)	3276	3138.55	140	3.89366
col11a1(2of4)	7030	6892.55	110	1.39307
calcoco1(1of2)	3725	3587.55	2166.08	52.703
urm1	927	789.552	174	19.2366
cul4b(1of2)	4030	3892.55	472	10.5844
msi2	2393	2255.55	25	0.967489
gpc3	2863	2725.55	34	1.08889
synj2bp	1628	1490.55	626	36.6595
h3f3a(3of6)	1729	1591.55	825.193	45.2578
lpcat1(3of3)	2296	2158.55	8.99758	0.36385
cep152	5901	5763.55	33	0.499784
zp1(2of5)	1181	1043.55	96	8.03001
iscu(1of2)	888	750.552	224	26.0511
tcf25	2259	2121.55	377	15.5112
dap	1782	1644.55	2997	159.074
gapdh(2of2)	1212	1074.55	5	0.406164
gpc6(2of4)	4324	4186.55	178	3.71127
prss3(2of2)	1286	1148.55	4	0.303996
mxd1(1of2)	1602	1464.55	28	1.66883
chmp5(1of2)	1038	900.552	1231	119.319
myrip(2of2)	5072	4934.55	40.2731	0.712405
lin7b	1613	1475.55	38	2.24796
abcb11(2of2)	5103	4965.55	8	0.140631
slc22a3	1283	1145.55	271.609	20.6961
tdrd5	3394	3256.55	17	0.455669
fcgbp(1of3)	10130	9992.55	527.206	4.60535
znf235(62of148)	2227	2089.55	248	10.3599
mrc2(12of12)	1669	1531.55	14.0497	0.800743
srgap3(2of4)	3170	3032.55	66	1.89974
cish(1of2)	1843	1705.55	13	0.66533
tmem51(2of2)	2335	2197.55	33	1.31079
cfap99	2008	1870.55	48	2.23991
c21orf62	1610	1472.55	300	17.7832
gabbr1(1of3)	1373	1235.55	118.943	8.40308
LOC107391421	2747	2609.55	46.831	1.56648
sh3rf1	6694	6556.55	671.822	8.94412
iqgap1(2of2)	5657	5519.55	92	1.45493
fam78a	2546	2408.55	7	0.253689
LOC107397346	1124	986.552	72.6871	6.43126
samd3(1of10)	4078	3940.55	70.5445	1.56266
ehbp1(1of2)	9939	9801.55	156	1.38928
nucb1	1993	1855.55	498	23.4269
ubxn4	2040	1902.55	2207	101.257
mog(1of3)	1109	971.552	1	0.0898448
mthfd2	2008	1870.55	33	1.53994
crcp	1457	1319.55	272	17.9929
eif2s3	1808	1670.55	3841	200.698
zbtb48(1of2)	12619	12481.6	38	0.26575
sptbn1(6of6)	5675	5537.55	31	0.488656
hdac9	3276	3138.55	96.7073	2.68961
figf	1657	1519.55	4	0.229775
auh	1693	1555.55	145	8.13659
bcas2	2417	2279.55	368	14.0915
mrps18a	1103	965.552	1968.87	177.992
elavl1(1of2)	1573	1435.55	2431	147.817
mrpl2	1081	943.552	2553	236.181
fam173a(2of2)	1189	1051.55	7461	619.335
ptpre(2of2)	3241	3103.55	70.1537	1.97311
nfix(1of3)	7304	7166.55	40.5227	0.493568
zc3h3	2982	2844.55	73.2911	2.24904
ugt2a2(5of7)	1823	1685.55	3.07858	0.159429
fanci	4707	4569.55	34.1932	0.653169
ash1l(2of2)	6638	6500.55	475	6.37826
mysm1	3017	2879.55	4412	133.743
dhx15(1of2)	2699	2561.55	699	23.8195
ext1(4of4)	5289	5151.55	144.203	2.44341
igfbp5(2of2)	1989	1851.55	4	0.188575
LOC107373368	1368	1230.55	24.4266	1.73269
pik3ip1	2113	1975.55	999	44.1404
dnajc25	1910	1772.55	246	12.1142
slitrk3(2of2)	4778	4640.55	25	0.470251
ap1b1	4244	4106.55	161.222	3.42693
rttn	6877	6739.55	42	0.543973
csmd3(8of9)	5437	5299.55	13.5314	0.222876
sept7(3of3)	2043	1905.55	314	14.3836
c8orf82	1659	1521.55	123.524	7.08635
znf146(5of7)	1256	1118.55	478.359	37.3299
st8sia2	1792	1654.55	50	2.63784
txlna	3014	2876.55	913	27.705
LOC107389541	2979	2841.55	9	0.276469
usp53(1of2)	4736	4598.55	53	1.00604
c1orf131	1970	1832.55	92.8228	4.42137
ncoa1	8825	8687.55	330.854	3.32428
atad2(2of2)	4031	3893.55	7	0.156932
dapk2	2075	1937.55	506	22.7959
tm2d1	797	659.552	798	105.612
slc30a10	1931	1793.55	19	0.924695
tatdn1	1455	1317.55	35	2.31878
zfp574	3962	3824.55	103	2.3508
eno1	1895	1757.55	2178	108.17
itga6(1of3)	3884	3746.55	59	1.37461
srrm5	1996	1858.55	28.3376	1.33091
guf1	2331	2193.55	236	9.39124
ap3m2	1977	1839.55	115	5.45688
cadm2(2of3)	3105	2967.55	90	2.6473
caskin1(2of5)	3300	3162.55	118.657	3.27503
glyatl3	1406	1268.55	71.3784	4.91154
numa1	6183	6045.55	112	1.61712
mical3(2of6)	573	436.21	1.15952	0.232029
tjp1(1of2)	7574	7436.55	404	4.74208
usp12(1of5)	2246	2108.55	16.5571	0.685423
eml2(1of2)	895	757.552	2.01775	0.232495
nefl(1of3)	2226	2088.55	6	0.250764
tmem53(3of3)	1498	1360.55	6	0.384942
map3k7	3107	2969.55	2174.19	63.9094
chpf	5545	5407.55	20.7194	0.334453
nol4l(1of2)	2639	2501.55	45	1.57023
dffa	1509	1371.55	130	8.27352
sms	2193	2055.55	1897	80.556
irak1bp1	893	755.552	87	10.0511
LOC107389053	5125	4987.55	625.087	10.9399
cttnbp2	5646	5508.55	432	6.8455
tjp2	4582	4444.55	300.421	5.90013
rock2(2of4)	2492	2354.55	22.5227	0.834972
slc18a3(2of2)	2492	2354.55	34	1.26046
rtl1(8of17)	528	392.035	31.6335	7.04339
use1	1411	1273.55	193.523	13.264
fzd4	4035	3897.55	166	3.71771
cdh23(1of3)	1577	1439.55	2	0.121272
pdzd11	1636	1498.55	244.41	14.2366
asap2(1of2)	4547	4409.55	1183	23.418
axdnd1	3384	3246.55	16.4514	0.442322
LOC107385466	1633	1495.55	210	12.2568
rps6kc1	4607	4469.55	64	1.2499
hectd3	2952	2814.55	49	1.51966
spata2(2of2)	1952	1814.55	311	14.9606
kcmf1(1of2)	2350	2212.55	3053	120.446
gas1(2of3)	3567	3429.55	375	9.54449
mpst(1of2)	2746	2608.55	394.064	13.1864
foxh1(1of2)	1952	1814.55	9	0.432944
flad1	1940	1802.55	27	1.30748
fads2(1of4)	1859	1721.55	8	0.405629
ate1	2073	1935.55	270	12.1764
fbxo40(2of3)	3503	3365.55	5	0.12968
arhgef18(1of2)	7298	7160.55	315	3.83993
cd200r1	1998	1860.55	7	0.328409
dhdh(2of3)	1147	1009.55	216	18.676
hsd11b1l(1of2)	1603	1465.55	346.23	20.6216
tacc2	10425	10287.6	346	2.93578
ubn1	2820	2682.55	14	0.455553
sort1(2of3)	5015	4877.55	173	3.09602
papln(2of6)	1351	1213.55	7.83313	0.563425
sertm1	1688	1550.55	29.8331	1.67947
igsf21	2912	2774.55	4	0.125842
pde4dip(2of3)	8046	7908.55	46	0.507715
wwox	1985	1847.55	46.0625	2.17626
pet117	282	160.811	6	3.25683
ninj1(2of2)	1260	1122.55	4	0.311037
LOC107377679	1425	1287.55	194	13.1521
aldob	1404	1266.55	4942	340.595
nalcn	6047	5909.55	47	0.694228
phf5a	501	365.451	369	88.1365
adcy2(1of4)	4818	4680.55	30.4376	0.567639
ufl1	2651	2513.55	1017	35.3177
pknox2	3377	3239.55	22.4016	0.603605
tex2(4of4)	3664	3526.55	14	0.346527
slc29a3	2120	1982.55	47.5722	2.09454
tmem132d(7of7)	3419	3281.55	4	0.1064
zfp280d	4121	3983.55	590	12.9283
hcrtr2	2235	2097.55	7.37588	0.306945
grip2	5291	5153.55	24.7292	0.418854
ccdc149(1of2)	2463	2325.55	92	3.45319
cib1	892	754.552	49	5.66847
neu1(1of2)	1881	1743.55	47.904	2.39826
clspn	4382	4244.55	127	2.61175
gpat4(1of2)	3008	2870.55	490	14.9001
snx22	1247	1109.55	1385	108.959
adssl1	1601	1463.55	20	1.19284
rec114	996	858.552	19	1.93173
tmem55a	1143	1005.55	1052	91.3209
ptdss1(4of4)	2560	2422.55	535.3	19.2878
