target_id	length	eff_length	est_counts	tpm
pvr(2of2)	2161	2019.53	7.14969	0.255673
cadm2(1of3)	3162	3020.53	3	0.0717274
mmadhc(2of2)	2764	2622.53	805	22.1678
ogdh(2of2)	4412	4270.53	627	10.6031
ehbp1l1	8981	8839.53	542.858	4.43511
zdhhc8(3of3)	3023	2881.53	1	0.0250625
tra2b(1of2)	1477	1335.53	466	25.1988
LOC107378154	1251	1109.53	0	0
myl1(1of2)	1209	1067.53	1864.14	126.109
plod1	3306	3164.53	2713	61.9138
ces1	2591	2449.53	16	0.47172
wfdc3(5of7)	678	536.759	1	0.134545
pnpla2(3of5)	2664	2522.53	36	1.03065
camsap1(2of2)	5158	5016.53	40	0.575842
capn3(2of2)	4739	4597.53	65.6107	1.03062
laptm4b(2of2)	2346	2204.53	141	4.61902
rbm15b	3588	3446.53	160	3.35262
LOC107382835	3617	3475.53	168	3.49088
elp5	1145	1003.53	877	63.1126
ticrr	6238	6096.53	62	0.73444
tnip1(1of4)	1229	1087.53	24	1.59374
ackr4(2of2)	1470	1328.53	2	0.108719
rps18	921	779.531	25584	2370.18
tmem151b(3of3)	3160	3018.53	5	0.119625
otop1	3578	3436.53	0	0
cxcl1(2of2)	1001	859.531	0	0
nccrp1	1296	1154.53	3218	201.292
tmem208	1305	1163.53	219	13.5929
msantd1	1581	1439.53	67	3.36125
wdr4	1701	1559.53	3099	143.508
prokr2(1of2)	1919	1777.53	11	0.446913
moxd2	3023	2881.53	27.7144	0.694592
gabrr2(3of3)	1896	1754.53	106.686	4.3913
zkscan2(1of2)	1067	925.531	215.949	16.8503
zscan22(2of6)	2833	2691.53	2080.12	55.813
ttc16	1965	1823.53	49	1.94057
cd2ap	3134	2992.53	185	4.46458
ptprj	7223	7081.53	197	2.00903
rag2	2279	2137.53	3	0.101358
ppp2r2d	2875	2733.53	1564	41.32
snai2(3of3)	1100	958.531	36	2.71234
slc48a1(1of2)	1753	1611.53	384.123	17.2139
utp20	8888	8746.53	273	2.2541
camkk2	2992	2850.53	745	18.8746
rmdn2	5154	5012.53	283.816	4.08909
bbs7	3146	3004.53	204	4.90344
actr2(2of2)	2492	2350.53	206.836	6.35489
tk1	1244	1102.53	191	12.5109
pfkp(2of2)	3184	3042.53	23.597	0.560104
gipc1(1of2)	1967	1825.53	77	3.04613
zbtb26	2058	1916.53	577	21.7424
tnk2(2of3)	5143	5001.53	76	1.09738
igfals	2232	2090.53	1	0.0345454
lztr1(2of2)	1534	1392.53	389	20.174
notch1(3of3)	3213	3071.53	128	3.00955
heatr5b	6475	6333.53	94	1.07184
fgfr3	6577	6435.53	528	5.92511
add3(2of2)	4617	4475.53	646.209	10.4274
rims1(2of2)	3313	3171.53	31.6149	0.719896
dcbld2(1of2)	3266	3124.53	357	8.25145
tecpr2(4of4)	1711	1569.53	9	0.414114
myo7a(2of8)	1863	1721.53	16.1605	0.677933
usf2(1of2)	3363	3221.53	856	19.1893
pcdhb16(3of3)	3320	3178.53	9.10518	0.206876
parg(3of3)	2734	2592.53	7	0.194994
pcdh7(2of2)	7997	7855.53	57.9716	0.53295
mapk10	5696	5554.53	77.1486	1.00306
psmg4	604	463.048	920	143.486
mid1ip1(4of4)	2659	2517.53	67.2828	1.93008
plbd2	1920	1778.53	675	27.4088
gpr158(1of2)	6421	6279.53	143.687	1.65248
hist1h4c(5of12)	1266	1124.53	29.7479	1.91043
clec3b(1of2)	1201	1059.53	2	0.136321
crtc3	5270	5128.53	581	8.18145
ccdc53	2397	2255.53	568.772	18.2111
sike1	1797	1655.53	284	12.3888
donson	2615	2473.53	79.7827	2.32937
bora	2268	2126.53	2	0.0679212
dido1(2of2)	11079	10937.5	1416	9.34956
nrg2(3of3)	2417	2275.53	15	0.476053
prodh2	1767	1625.53	7.79485	0.346306
zbtb21	4560	4418.53	435	7.10982
heatr6	3972	3830.53	67.178	1.26653
gabrr2(1of3)	2244	2102.53	90.8644	3.12103
mcoln2	3761	3619.53	38	0.758191
prmt6	1270	1128.53	63	4.03157
ddx11	3418	3276.53	46.8704	1.03307
cyp4f22	2111	1969.53	437.14	16.0289
rnd1(2of2)	3201	3059.53	144.758	3.41693
khdrbs1(2of2)	2478	2336.53	4293	132.689
otud6b	1305	1163.53	138	8.56541
trmt2b(1of2)	1909	1767.53	126.635	5.17409
zfp503(1of2)	2627	2485.53	395	11.4769
kcnma1(1of2)	9013	8871.53	38	0.309337
zp3(7of19)	1223	1081.53	0	0
pik3cd	4795	4653.53	8	0.124152
capn5(2of4)	2604	2462.53	2	0.0586537
neb(3of7)	19120	18978.5	284	1.08069
hipk2(1of6)	4761	4619.53	124	1.93852
rims2(4of4)	3902	3760.53	1.08434	0.020824
dnajc8	1696	1554.53	450	20.9055
smarca4(1of2)	6002	5860.53	11	0.135551
anp32e(1of2)	2611	2469.53	3601	105.307
gnl2	2589	2447.53	8618	254.288
c22orf23	825	683.531	280	29.5833
gstt2b(1of2)	907	765.531	10	0.943375
slco3a1(3of3)	3126	2984.53	13.1366	0.317873
rpl8	856	714.531	56119	5672
rgs8(1of2)	1467	1325.53	33.8313	1.84321
chrm4(2of2)	1747	1605.53	2	0.0899619
prkrir(5of5)	8212	8070.53	1453	13.002
gpr183(1of4)	1630	1488.53	0	0
c11orf88	638	496.81	0	0
mef2c(2of3)	3384	3242.53	17	0.378627
gtpbp4	2660	2518.53	14320	410.623
arl5b(1of2)	1727	1585.53	1671.92	76.153
haus4	1344	1202.53	199	11.951
uqcrc1	1904	1762.53	1263	51.7504
timm17a	1336	1194.53	1751	105.861
hsd17b3	1390	1248.53	4	0.23137
tp63	2821	2679.53	68	1.83272
thap4(3of6)	968	826.531	40	3.49501
LOC107380904	3035	2893.53	67	1.67222
myo7a(5of8)	861	719.531	0	0
myh9(2of2)	6121	5979.53	324.505	3.91923
lrrc27	1832	1690.53	18	0.768947
fam131b(1of2)	2342	2200.53	7	0.22973
endod1(2of8)	2139	1997.53	24.7426	0.894538
cryba1(4of4)	1021	879.531	2	0.16422
gje1	1973	1831.53	182.297	7.18807
acvr2b(2of2)	2372	2230.53	28	0.906561
kalrn(1of2)	9818	9676.53	60.7281	0.453229
fam8a1(2of2)	1551	1409.53	414	21.2116
shank2(3of3)	9403	9261.53	11	0.0857743
LOC107389169	3380	3238.53	153	3.41185
ubox5	1993	1851.53	629	24.5339
fam110b(1of2)	2784	2642.53	268	7.32423
sspo(4of4)	562	421.186	27	4.62953
crb1(3of4)	4274	4132.53	7	0.122329
syde2(1of2)	4051	3909.53	112	2.0689
surf1	1107	965.531	352	26.3283
prrt1(1of2)	1875	1733.53	2	0.0833193
eif2d	2095	1953.53	357	13.1976
ube2m(2of2)	1843	1701.53	26	1.10352
ube2q2(2of2)	3248	3106.53	2824	65.6502
znf112(5of5)	819	677.531	0	0
oxa1l	1748	1606.53	2382	107.078
zfp518a(2of2)	6780	6638.53	1639	17.8301
rapgef1(1of2)	3508	3366.53	8	0.171615
sept7(1of3)	2503	2361.53	666	20.367
LOC107389325	1164	1022.53	1	0.070627
fam184a(2of2)	4904	4762.53	9	0.136475
cxcl10(1of3)	972	830.531	9.46524	0.823044
rdh16(2of2)	1467	1325.53	0	0
strn4	5664	5522.53	861.33	11.2636
ube3a(2of2)	3744	3602.53	542	10.8652
fgb	1919	1777.53	4	0.162514
ncf2(3of3)	1761	1619.53	9.20351	0.410404
LOC107388366	2352	2210.53	514.116	16.7962
best2	2538	2396.53	1	0.0301345
pmp2	565	424.186	1	0.170251
adcyap1(1of2)	3401	3259.53	63	1.39583
zbtb5(1of2)	2889	2747.53	25	0.65712
LOC107373567	1924	1782.53	8	0.324116
acot13	998	856.531	665	56.0694
siglec1(2of6)	1731	1589.53	3.13148	0.142275
tll2(2of2)	2417	2275.53	6	0.190421
furin(2of2)	4933	4791.53	44	0.663171
pip4k2c(2of2)	1764	1622.53	132	5.87527
dmbt1(2of3)	1479	1337.53	202	10.9067
lag3(1of2)	2587	2445.53	2	0.0590614
ermn	2460	2318.53	33.0303	1.02884
diaph3(3of4)	5187	5045.53	7	0.100193
pkd1(3of3)	15741	15599.5	507.465	2.34932
p2rx7(9of10)	632	490.859	1.089	0.160221
dntt(3of3)	583	442.186	2	0.326642
ptprc	4412	4270.53	5	0.0845542
zc3h4(1of2)	2370	2228.53	22	0.712937
gnaq(2of4)	2224	2082.53	47	1.62987
fev	1579	1437.53	6	0.301426
mboat7	3275	3133.53	957.098	22.0582
LOC107388016	1893	1751.53	455.781	18.7925
wwc1	4274	4132.53	51	0.891253
opcml	3197	3055.53	7.07001	0.167101
cyp26c1	3032	2890.53	71	1.77389
stx3(2of2)	1660	1518.53	57	2.71081
LOC107391917	1327	1185.53	362	22.0517
emc3(2of2)	1122	980.531	2099	154.596
myo15b(2of2)	1679	1537.53	2.07877	0.0976402
msrb2	1224	1082.53	51	3.40233
insc(1of2)	2860	2718.53	9	0.239087
zhx1(3of3)	3476	3334.53	15	0.324866
fgf13(2of2)	2654	2512.53	25.9834	0.746848
pla1a	1867	1725.53	7	0.292969
aptx	1302	1160.53	140	8.71201
mfap4(1of4)	2517	2375.53	116	3.5265
hook2	3269	3127.53	1190	27.4785
pdpr	2777	2635.53	488	13.3721
gtf3c6	818	676.531	592	63.1948
p2rx7(10of10)	1034	892.531	2004.96	162.229
pitpnb(2of2)	3255	3113.53	238	5.5204
magi3(4of4)	4846	4704.53	11	0.168859
epo	2312	2170.53	31	1.03144
cldn4(12of19)	2085	1943.53	0	0
nefh(5of6)	764	622.531	257	29.8139
scamp4	2028	1886.53	297	11.3695
fam134c	3077	2935.53	219	5.38771
ebi3	1547	1405.53	0	0
dgat1(1of3)	2481	2339.53	1038	32.0417
mfi2(1of2)	2967	2825.53	9.02405	0.230647
adcyap1(2of2)	2310	2168.53	7	0.23312
ifi27(3of3)	2643	2501.53	124.913	3.60619
vcl(1of2)	4043	3901.53	0	0
adam10(3of3)	2891	2749.53	25.0239	0.65727
rsbn1	4350	4208.53	5356.11	91.9107
kcnq1(2of2)	1005	863.531	3	0.250894
tdp1	2098	1956.53	2466	91.0235
ntrk2(1of2)	4725	4583.53	12.0547	0.189935
glra2	3105	2963.53	0	0
plk4	3186	3044.53	46	1.09115
ssbp1(1of2)	589	448.186	149.578	24.1021
nfix(2of3)	1784	1642.53	11	0.483644
hipk2(2of6)	3805	3663.53	75.3754	1.48586
zfp516(1of2)	6358	6216.53	239.968	2.78774
blmh(2of2)	573	432.186	42	7.01819
mgrn1	3336	3194.53	985	22.2677
dtd2(1of2)	944	802.531	818	73.6103
akap12(1of2)	5837	5695.53	275.414	3.4922
arhgap5	7647	7505.53	790.869	7.60975
chrnb2(1of3)	2053	1911.53	3	0.113341
pcdh18(1of2)	4879	4737.53	21	0.320121
tbc1d2b	4824	4682.53	166	2.5602
znf235(14of148)	2071	1929.53	198.651	7.43508
nlrc3(15of24)	5858	5716.53	7	0.0884326
selt(2of2)	1191	1049.53	732	50.369
fam20c(4of6)	626	484.859	0	0
dusp26(5of5)	1333	1191.53	7.38287	0.447473
arnt2(1of3)	356	224.651	9.51778	3.05966
papln(1of6)	1857	1715.53	1	0.0420967
phtf2(2of2)	4112	3970.53	142.617	2.59401
clptm1l(1of2)	2082	1940.53	22	0.818746
tp53rk	1012	870.531	45	3.73315
dscam(2of3)	8578	8436.53	46	0.393769
btg4(1of2)	1844	1702.53	821	34.8253
mov10(2of2)	3276	3134.53	424	9.76878
col11a1(2of4)	7030	6888.53	135	1.41532
calcoco1(1of2)	3725	3583.53	3265.21	65.8033
urm1	927	785.531	268	24.6387
cul4b(1of2)	4030	3888.53	570	10.5861
msi2	2393	2251.53	24	0.769805
gpc3	2863	2721.53	43.6684	1.15878
synj2bp	1628	1486.53	1212	58.8811
h3f3a(3of6)	1729	1587.53	2409.6	109.615
lpcat1(3of3)	2296	2154.53	1.9901	0.0667068
cep152	5901	5759.53	42	0.526635
zp1(2of5)	1181	1039.53	77	5.34934
iscu(1of2)	888	746.531	329	31.827
tcf25	2259	2117.53	512	17.4617
dap	1782	1640.53	5897	259.594
gapdh(2of2)	1212	1070.53	0	0
gpc6(2of4)	4324	4182.53	294	5.07639
prss3(2of2)	1286	1144.53	0	0
mxd1(1of2)	1602	1460.53	49	2.42288
chmp5(1of2)	1038	896.531	2334	188.011
myrip(2of2)	5072	4930.53	37.2593	0.545742
lin7b	1613	1471.53	44	2.15939
abcb11(2of2)	5103	4961.53	13	0.189223
slc22a3	1283	1141.53	345.43	21.8534
tdrd5	3394	3252.53	6	0.133222
fcgbp(1of3)	10130	9988.53	379.306	2.74243
znf235(62of148)	2227	2085.53	424	14.6824
mrc2(12of12)	1669	1527.53	4.92529	0.232857
srgap3(2of4)	3170	3028.53	96	2.28921
cish(1of2)	1843	1701.53	5	0.212216
tmem51(2of2)	2335	2193.53	38	1.25109
cfap99	2008	1866.53	68	2.631
c21orf62	1610	1468.53	432	21.2446
gabbr1(1of3)	1373	1231.53	102	5.98139
LOC107391421	2747	2605.53	35.3304	0.979262
sh3rf1	6694	6552.53	1016.32	11.2014
iqgap1(2of2)	5657	5515.53	109	1.4272
fam78a	2546	2404.53	10	0.300342
LOC107397346	1124	982.531	100.624	7.39612
samd3(1of10)	4078	3936.53	69.3079	1.2715
ehbp1(1of2)	9939	9797.53	86	0.633912
nucb1	1993	1851.53	1112	43.3731
ubxn4	2040	1898.53	3482	132.452
mog(1of3)	1109	967.531	5	0.373209
mthfd2	2008	1866.53	52	2.01194
crcp	1457	1315.53	508	27.8875
eif2s3	1808	1666.53	4578	198.385
zbtb48(1of2)	12619	12477.5	42	0.24309
sptbn1(6of6)	5675	5533.53	32	0.417633
hdac9	3276	3134.53	79.2635	1.8262
figf	1657	1515.53	4	0.190609
auh	1693	1551.53	275	12.8003
bcas2	2417	2275.53	870	27.6111
mrps18a	1103	961.531	2549.62	191.496
elavl1(1of2)	1573	1431.53	2508	126.524
mrpl2	1081	939.531	3387	260.346
fam173a(2of2)	1189	1047.53	11961	824.608
ptpre(2of2)	3241	3099.53	107.134	2.4962
nfix(1of3)	7304	7162.53	8.24883	0.0831712
zc3h3	2982	2840.53	160.457	4.0795
ugt2a2(5of7)	1823	1681.53	3	0.128844
fanci	4707	4565.53	85.0435	1.34523
ash1l(2of2)	6638	6496.53	661	7.34797
mysm1	3017	2875.53	12132	304.692
dhx15(1of2)	2699	2557.53	1283	36.2287
ext1(4of4)	5289	5147.53	137.008	1.92218
igfbp5(2of2)	1989	1847.53	1	0.0390891
LOC107373368	1368	1226.53	5.47538	0.322391
pik3ip1	2113	1971.53	2485	91.0269
dnajc25	1910	1768.53	651	26.5837
slitrk3(2of2)	4778	4636.53	8	0.124607
ap1b1	4244	4102.53	178.873	3.14876
rttn	6877	6735.53	33	0.353826
csmd3(8of9)	5437	5295.53	5	0.068188
sept7(3of3)	2043	1901.53	381	14.47
c8orf82	1659	1517.53	193.397	9.20362
znf146(5of7)	1256	1114.53	955.116	61.8887
st8sia2	1792	1650.53	54	2.36275
txlna	3014	2872.53	1859	46.7371
LOC107389541	2979	2837.53	4	0.101804
usp53(1of2)	4736	4594.53	84	1.32034
c1orf131	1970	1828.53	106.486	4.20569
ncoa1	8825	8683.53	695.694	5.78587
atad2(2of2)	4031	3889.53	4	0.0742694
dapk2	2075	1933.53	722	26.967
tm2d1	797	655.531	1010	111.269
slc30a10	1931	1789.53	19	0.766764
tatdn1	1455	1313.53	29	1.59443
zfp574	3962	3820.53	164	3.10004
eno1	1895	1753.53	4330	178.329
itga6(1of3)	3884	3742.53	134	2.58575
srrm5	1996	1854.53	26.1288	1.01749
guf1	2331	2189.53	370	12.2039
ap3m2	1977	1835.53	189	7.43613
cadm2(2of3)	3105	2963.53	117	2.85117
caskin1(2of5)	3300	3158.53	87.0722	1.99086
glyatl3	1406	1264.53	30.9326	1.76658
numa1	6183	6041.53	160	1.91258
mical3(2of6)	573	432.186	2	0.3342
tjp1(1of2)	7574	7432.53	468	4.54733
usp12(1of5)	2246	2104.53	3	0.102947
eml2(1of2)	895	753.531	1.01406	0.0971873
nefl(1of3)	2226	2084.53	3	0.103935
tmem53(3of3)	1498	1356.53	2	0.106475
map3k7	3107	2965.53	4284.46	104.338
chpf	5545	5403.53	16.2402	0.217051
nol4l(1of2)	2639	2497.53	116	3.35424
dffa	1509	1367.53	131	6.91801
sms	2193	2051.53	3355	118.103
irak1bp1	893	751.531	102.295	9.83002
LOC107389053	5125	4983.53	861.312	12.4816
cttnbp2	5646	5504.53	589	7.72756
tjp2	4582	4440.53	658.334	10.7068
rock2(2of4)	2492	2350.53	10.3338	0.317499
slc18a3(2of2)	2492	2350.53	41	1.25969
rtl1(8of17)	528	387.793	11.4501	2.13235
use1	1411	1269.53	347.887	19.7898
fzd4	4035	3893.53	373	6.91851
cdh23(1of3)	1577	1435.53	0	0
pdzd11	1636	1494.53	504.483	24.3775
asap2(1of2)	4547	4405.53	3043	49.8828
axdnd1	3384	3242.53	37.1318	0.827007
LOC107385466	1633	1491.53	197	9.53852
rps6kc1	4607	4465.53	77.2856	1.24989
hectd3	2952	2810.53	80	2.05565
spata2(2of2)	1952	1810.53	746	29.7564
kcmf1(1of2)	2350	2208.53	4519	147.77
gas1(2of3)	3567	3425.53	761	16.0437
mpst(1of2)	2746	2604.53	245.875	6.8176
foxh1(1of2)	1952	1810.53	2	0.0797758
flad1	1940	1798.53	59	2.36909
fads2(1of4)	1859	1717.53	7	0.294334
ate1	2073	1931.53	430	16.0773
fbxo40(2of3)	3503	3361.53	3	0.0644512
arhgef18(1of2)	7298	7156.53	362.809	3.66119
cd200r1	1998	1856.53	3	0.116699
dhdh(2of3)	1147	1005.53	385	27.6511
hsd11b1l(1of2)	1603	1461.53	220.865	10.9136
tacc2	10425	10283.5	591	4.15042
ubn1	2820	2678.53	6	0.161771
sort1(2of3)	5015	4873.53	244	3.61571
papln(2of6)	1351	1209.53	2	0.119415
sertm1	1688	1546.53	21.9365	1.02437
igsf21	2912	2770.53	7	0.182466
pde4dip(2of3)	8046	7904.53	58	0.529906
wwox	1985	1843.53	51.7518	2.02732
pet117	282	160.497	28	12.5991
ninj1(2of2)	1260	1118.53	1	0.0645653
LOC107377679	1425	1283.53	296	16.6545
aldob	1404	1262.53	12809	732.69
nalcn	6047	5905.53	60	0.733735
phf5a	501	361.319	395	78.9502
adcy2(1of4)	4818	4676.53	30.0923	0.464707
ufl1	2651	2509.53	1749	50.332
pknox2	3377	3235.53	23.5668	0.52602
tex2(4of4)	3664	3522.53	9	0.184516
slc29a3	2120	1978.53	75.1076	2.7415
tmem132d(7of7)	3419	3277.53	1	0.0220344
zfp280d	4121	3979.53	574	10.4166
hcrtr2	2235	2093.53	6.43374	0.221938
grip2	5291	5149.53	8.229	0.115405
ccdc149(1of2)	2463	2321.53	56	1.74205
cib1	892	750.531	66	6.35071
neu1(1of2)	1881	1739.53	110.917	4.60482
clspn	4382	4240.53	98	1.66899
gpat4(1of2)	3008	2866.53	779	19.6258
snx22	1247	1105.53	1859	121.438
adssl1	1601	1459.53	14	0.692727
rec114	996	854.531	9	0.76061
tmem55a	1143	1001.53	2571	185.389
ptdss1(4of4)	2560	2418.53	730.591	21.8157
klf11(2of2)	2229	2087.53	483	16.7094
nat16(1of2)	2185	2043.53	25	0.883499
