target_id	length	eff_length	est_counts	tpm
nkx1_2	988	824.605	0	0
ghsr(4of4)	2292	2128.6	5.11208	0.209641
cdhr5(3of3)	3497	3333.6	36.3116	0.950837
kdm2a(3of3)	3877	3713.6	100.156	2.35427
fgf20(2of2)	1818	1654.6	11	0.580328
fgf4	924	760.605	0	0
cdh23(2of3)	6397	6233.6	42	0.588146
cdh23(3of3)	5108	4944.6	11	0.194194
ppp2r2b	3395	3231.6	260	7.02312
kdm6b(2of2)	8093	7929.6	607	6.68209
sphk1(3of3)	4203	4039.6	105.235	2.27404
sirt1	2233	2069.6	54	2.27762
fgf3	1999	1835.6	13	0.618214
rps11	604	442.307	9260	1827.52
myo19	3063	2899.6	23	0.692411
fgf17	720	557.033	52	8.14886
rpl13	948	784.605	16535	1839.62
lect1(2of2)	1771	1607.6	9	0.488695
rnaseh2a(1of2)	879	715.605	128	15.6139
rnaseh2a(2of2)	1087	923.605	277.579	26.2346
rpl32	525	365.384	18956	4528.69
creb1(5of5)	1396	1232.6	20	1.41638
prkab1(2of2)	1730	1566.6	2518	140.304
slc1a2(3of3)	3930	3766.6	12	0.278103
gabrb3(3of3)	1853	1689.6	5	0.258321
c12orf65	699	536.195	345	56.1657
setd1b(3of3)	7551	7387.6	150.558	1.77899
prdm2(2of2)	6595	6431.6	382.208	5.18747
hoxa7	996	832.605	516.887	54.1916
trpc7(1of2)	3233	3069.6	6	0.170625
xcr1(2of4)	1090	926.605	8	0.753651
cep112	3057	2893.6	59	1.77987
idh2(2of2)	1777	1613.6	610	32.9995
grb7	2726	2562.6	91	3.09981
ttc30a1	1814	1650.6	108	5.71157
ppp1r13b(1of2)	4651	4487.6	224	4.35721
bcl9l(1of2)	5353	5189.6	43.0663	0.7244
hipk2(5of6)	4244	4080.6	21	0.449231
bloc1s4	1673	1509.6	462	26.7149
bphl	1251	1087.6	202	16.2127
fam184a(1of2)	4461	4297.6	29.4513	0.598208
zfp330	1254	1090.6	511	40.9005
gfra1(5of7)	2172	2008.6	25	1.08648
st6galnac6	2249	2085.6	593.128	24.8251
chrnb1(2of2)	2987	2823.6	248	7.66695
cldn19(2of4)	1795	1631.6	3	0.160502
pnp(3of5)	1943	1779.6	35	1.7168
cops4	1687	1523.6	3421	196
LOC107372748	1209	1045.6	879	73.3831
gale	1368	1204.6	415	30.0731
lcp2(1of2)	1717	1553.6	52	2.92171
acaa2	1760	1596.6	264	14.4338
exosc9	1497	1333.6	620	40.5826
wdr73	2271	2107.6	240	9.94024
chrna4	2777	2613.6	62.0912	2.07379
prpf39(1of2)	3001	2837.6	1796	55.2496
zcchc8	2425	2261.6	531	20.4952
anapc15	1978	1814.6	150	7.21579
csf1r(2of2)	4048	3884.6	17	0.382012
capsl	951	787.605	52	5.76328
rpusd4	1375	1211.6	996	71.7585
hist1h1b(1of6)	1338	1174.6	21	1.56064
tmem100(1of2)	1399	1235.6	59	4.16819
trerf1(1of2)	1993	1829.6	3	0.143133
msh6	5452	5288.6	257.384	4.24831
znf235(31of148)	2101	1937.6	141.17	6.35995
fam83h(1of2)	7544	7380.6	204	2.41275
pcdh1(2of2)	4943	4779.6	17.174	0.313656
lsamp	1957	1793.6	73.3864	3.57161
huwe1	14690	14526.6	3158	18.9768
tapbp	1820	1656.6	3	0.15808
ccdc90b	1162	998.605	578	50.5253
txn2	931	767.605	3038	345.482
LOC107396618	1471	1307.6	7	0.467301
zscan22(1of6)	1284	1120.6	306.381	23.8663
tmem229a	3057	2893.6	23.466	0.707904
tnfaip8l3	1407	1243.6	3.21469	0.225648
trim33(2of2)	4263	4099.6	602	12.8183
tnmd	1121	957.605	18	1.64082
sgms2(1of2)	1664	1500.6	70	4.07199
c11orf31	669	506.511	148	25.5063
hspd1	2406	2242.6	309	12.0276
plaa	2629	2465.6	84	2.97393
cers5(2of2)	1769	1605.6	120	6.52405
cxorf21	3671	3507.6	64	1.59274
ier3ip1(1of2)	618	455.99	1894	362.576
htr3a(4of11)	1953	1789.6	7	0.341441
rnd2(2of2)	1666	1502.6	345	20.0424
lcmt2	2407	2243.6	319	12.4114
serpini1	1617	1453.6	40	2.40209
LOC107383633	1566	1402.6	18	1.12024
csmd3(7of9)	3906	3742.6	21	0.489802
rab27b(2of2)	3663	3499.6	37.0354	0.92379
jag2(2of2)	5861	5697.6	374	5.72999
zbtb39	4003	3839.6	34	0.772978
brd7	2004	1840.6	329	15.6031
LOC107372370	2401	2237.6	988	38.5433
schip1(2of3)	1727	1563.6	16	0.89324
nqo1(2of6)	992	828.605	23.9611	2.52426
ppil3	1088	924.605	724	68.353
prr16(1of2)	2696	2532.6	16.169	0.557303
LOC107395317	549	388.668	0	0
LOC107382444	1404	1240.6	10	0.703625
fpgs	2926	2762.6	257	8.12062
lrriq1	4375	4211.6	126	2.61155
cetn3	1119	955.605	474	43.2987
rab1a(3of3)	1747	1583.6	777.506	42.858
c1orf112	3098	2934.6	117	3.48026
znf721(2of2)	2452	2288.6	390.588	14.8978
cdh18	3633	3469.6	4.34404	0.109292
runx1t1	5292	5128.6	95.4713	1.62498
kiaa1324l(3of3)	4699	4535.6	37	0.712101
glrx2	1214	1050.6	161	13.3771
irf8(2of2)	2087	1923.6	6	0.272277
ankrd63(2of2)	2030	1866.6	1	0.0467652
arhgap44(2of2)	4675	4511.6	15.045	0.291095
nol10	2488	2324.6	60	2.25308
gipc1(2of2)	2508	2344.6	85.442	3.1811
nlrx1(1of2)	905	741.605	17	2.00102
scarb2(2of3)	3460	3296.6	729	19.3035
atg9a(1of2)	6178	6014.6	295.025	4.28181
pvr(2of2)	2161	1997.6	16.3634	0.715055
cadm2(1of3)	3162	2998.6	7	0.203776
mmadhc(2of2)	2764	2600.6	666	22.355
ogdh(2of2)	4412	4248.6	415	8.52662
ehbp1l1	8981	8817.6	320.262	3.17051
zdhhc8(3of3)	3023	2859.6	2	0.0610519
tra2b(1of2)	1477	1313.6	307	20.4009
LOC107378154	1251	1087.6	0	0
myl1(1of2)	1209	1045.6	1349.03	112.623
plod1	3306	3142.6	1020	28.3325
ces1	2591	2427.6	19	0.683204
wfdc3(5of7)	678	515.409	3	0.508094
pnpla2(3of5)	2664	2500.6	17	0.593443
camsap1(2of2)	5158	4994.6	22	0.3845
capn3(2of2)	4739	4575.6	68.4048	1.30501
laptm4b(2of2)	2346	2182.6	125	4.99931
rbm15b	3588	3424.6	85	2.16662
LOC107382835	3617	3453.6	122	3.08363
elp5	1145	981.605	863	76.7448
ticrr	6238	6074.6	29	0.41673
tnip1(1of4)	1229	1065.6	43	3.52247
ackr4(2of2)	1470	1306.6	2	0.133617
rps18	921	757.605	22080	2544.08
tmem151b(3of3)	3160	2996.6	8	0.233043
otop1	3578	3414.6	6	0.153386
cxcl1(2of2)	1001	837.605	2	0.208433
nccrp1	1296	1132.6	2106	162.314
tmem208	1305	1141.6	264	20.1866
msantd1	1581	1417.6	67	4.12567
wdr4	1701	1537.6	1561	88.6203
prokr2(1of2)	1919	1755.6	13	0.646385
moxd2	3023	2859.6	20.3117	0.620034
gabrr2(3of3)	1896	1732.6	68.9696	3.47483
zkscan2(1of2)	1067	903.605	81.5197	7.87515
zscan22(2of6)	2833	2669.6	1590.98	52.0227
ttc16	1965	1801.6	81	3.92465
cd2ap	3134	2970.6	89	2.61529
ptprj	7223	7059.6	174	2.15151
rag2	2279	2115.6	3	0.123783
ppp2r2d	2875	2711.6	1158	37.2784
snai2(3of3)	1100	936.605	67	6.24444
slc48a1(1of2)	1753	1589.6	485.731	26.6736
utp20	8888	8724.6	186	1.86098
camkk2	2992	2828.6	219	6.75844
rmdn2	5154	4990.6	179.29	3.13601
bbs7	3146	2982.6	178	5.20954
actr2(2of2)	2492	2328.6	297.916	11.168
tk1	1244	1080.6	191	15.4291
pfkp(2of2)	3184	3020.6	25	0.722472
gipc1(1of2)	1967	1803.6	51	2.46833
zbtb26	2058	1894.6	317.612	14.6337
tnk2(2of3)	5143	4979.6	60	1.0518
igfals	2232	2068.6	2	0.0843971
lztr1(2of2)	1534	1370.6	442	28.1504
notch1(3of3)	3213	3049.6	22	0.62973
heatr5b	6475	6311.6	55	0.760673
fgfr3	6577	6413.6	205	2.79014
add3(2of2)	4617	4453.6	509.581	9.98794
rims1(2of2)	3313	3149.6	20.7967	0.576387
dcbld2(1of2)	3266	3102.6	217	6.10532
tecpr2(4of4)	1711	1547.6	46.2675	2.6097
myo7a(2of8)	1863	1699.6	13	0.667683
usf2(1of2)	3363	3199.6	448	12.2224
pcdhb16(3of3)	3320	3156.6	1.05609	0.0292048
parg(3of3)	2734	2570.6	6	0.203747
pcdh7(2of2)	7997	7833.6	48.8498	0.544347
mapk10	5696	5532.6	71.4382	1.12714
psmg4	604	442.307	983	194.001
mid1ip1(4of4)	2659	2495.6	53	1.85385
plbd2	1920	1756.6	465	23.1075
gpr158(1of2)	6421	6257.6	122.908	1.71453
hist1h4c(5of12)	1266	1102.6	23.1858	1.83559
clec3b(1of2)	1201	1037.6	8	0.673028
crtc3	5270	5106.6	360	6.15383
ccdc53	2397	2233.6	451.553	17.6472
sike1	1797	1633.6	153	8.17559
donson	2615	2451.6	58.42	2.08011
bora	2268	2104.6	7	0.290337
dido1(2of2)	11079	10915.6	1449	11.5877
nrg2(3of3)	2417	2253.6	21	0.813423
prodh2	1767	1603.6	5.94735	0.323744
zbtb21	4560	4396.6	336	6.67109
heatr6	3972	3808.6	46.7215	1.07084
gabrr2(1of3)	2244	2080.6	74.4744	3.12458
mcoln2	3761	3597.6	14	0.339695
prmt6	1270	1106.6	73	5.75845
ddx11	3418	3254.6	31.8346	0.853838
cyp4f22	2111	1947.6	205.679	9.2186
rnd1(2of2)	3201	3037.6	97.0698	2.78951
khdrbs1(2of2)	2478	2314.6	2283	86.1002
otud6b	1305	1141.6	96	7.34058
trmt2b(1of2)	1909	1745.6	87.3073	4.36596
zfp503(1of2)	2627	2463.6	264	9.35423
kcnma1(1of2)	9013	8849.6	22	0.217007
zp3(7of19)	1223	1059.6	2	0.164764
pik3cd	4795	4631.6	6	0.113082
capn5(2of4)	2604	2440.6	1	0.0357666
neb(3of7)	19120	18956.6	149	0.686121
hipk2(1of6)	4761	4597.6	109	2.06952
rims2(4of4)	3902	3738.6	1	0.0233488
dnajc8	1696	1532.6	606	34.5158
smarca4(1of2)	6002	5838.6	16	0.239214
anp32e(1of2)	2611	2447.6	2355	83.9894
gnl2	2589	2425.6	3551	127.793
c22orf23	825	661.672	165	21.7679
gstt2b(1of2)	907	743.605	2	0.234781
slco3a1(3of3)	3126	2962.6	13.2479	0.390345
rpl8	856	692.605	46182	5820.53
rgs8(1of2)	1467	1303.6	18.1718	1.21682
chrm4(2of2)	1747	1583.6	1	0.0551224
prkrir(5of5)	8212	8048.6	877	9.51161
gpr183(1of4)	1630	1466.6	4	0.238079
c11orf88	638	475.806	1	0.183461
mef2c(2of3)	3384	3220.6	9	0.243938
gtpbp4	2660	2496.6	9880	345.448
arl5b(1of2)	1727	1563.6	1140	63.6433
haus4	1344	1180.6	151	11.1647
uqcrc1	1904	1740.6	1371	68.7563
timm17a	1336	1172.6	1662	123.724
hsd17b3	1390	1226.6	2	0.142331
tp63	2821	2657.6	62	2.03646
thap4(3of6)	968	804.605	45	4.88208
LOC107380904	3035	2871.6	40	1.21593
myo7a(5of8)	861	697.605	5	0.625656
myh9(2of2)	6121	5957.6	160.288	2.34857
lrrc27	1832	1668.6	8	0.418515
fam131b(1of2)	2342	2178.6	3	0.120204
endod1(2of8)	2139	1975.6	29.3776	1.29805
cryba1(4of4)	1021	857.605	4	0.407144
gje1	1973	1809.6	93.6648	4.51822
acvr2b(2of2)	2372	2208.6	23	0.909044
kalrn(1of2)	9818	9654.6	37.2843	0.337106
fam8a1(2of2)	1551	1387.6	372	23.402
shank2(3of3)	9403	9239.6	7	0.0661332
LOC107389169	3380	3216.6	134.646	3.65402
ubox5	1993	1829.6	520	24.8097
fam110b(1of2)	2784	2620.6	150	4.99649
sspo(4of4)	562	401.271	4	0.870155
crb1(3of4)	4274	4110.6	3	0.0637075
syde2(1of2)	4051	3887.6	121	2.71693
surf1	1107	943.605	341	31.5456
prrt1(1of2)	1875	1711.6	1	0.0510001
eif2d	2095	1931.6	325	14.6872
ube2m(2of2)	1843	1679.6	39.5883	2.05747
ube2q2(2of2)	3248	3084.6	2216	62.7112
znf112(5of5)	819	655.672	3	0.399401
oxa1l	1748	1584.6	1477	81.3644
zfp518a(2of2)	6780	6616.6	892	11.7681
rapgef1(1of2)	3508	3344.6	7	0.182696
sept7(1of3)	2503	2339.6	577	21.5282
LOC107389325	1164	1000.6	3	0.261718
fam184a(2of2)	4904	4740.6	19	0.34986
cxcl10(1of3)	972	808.605	7.82803	0.845067
rdh16(2of2)	1467	1303.6	5.39702	0.361396
strn4	5664	5500.6	433.308	6.87641
ube3a(2of2)	3744	3580.6	403	9.8248
fgb	1919	1755.6	1	0.049722
ncf2(3of3)	1761	1597.6	15.1424	0.827371
LOC107388366	2352	2188.6	505.825	20.1748
best2	2538	2374.6	6	0.220564
pmp2	565	404.11	2	0.432022
adcyap1(1of2)	3401	3237.6	76	2.04911
zbtb5(1of2)	2889	2725.6	17	0.544454
LOC107373567	1924	1760.6	23	1.14036
acot13	998	834.605	683	71.4356
siglec1(2of6)	1731	1567.6	2	0.11137
tll2(2of2)	2417	2253.6	6	0.232407
furin(2of2)	4933	4769.6	30	0.549052
pip4k2c(2of2)	1764	1600.6	99	5.39916
dmbt1(2of3)	1479	1315.6	124	8.22756
lag3(1of2)	2587	2423.6	3	0.108052
ermn	2460	2296.6	29.0586	1.10449
diaph3(3of4)	5187	5023.6	6	0.104258
pkd1(3of3)	15741	15577.6	282.367	1.5823
p2rx7(9of10)	632	469.806	4.80634	0.893039
dntt(3of3)	583	421.654	3	0.62107
ptprc	4412	4248.6	12	0.246553
zc3h4(1of2)	2370	2206.6	31	1.22634
gnaq(2of4)	2224	2060.6	20	0.847247
fev	1579	1415.6	3	0.184993
mboat7	3275	3111.6	524.655	14.7185
LOC107388016	1893	1729.6	391.571	19.7624
wwc1	4274	4110.6	22	0.467188
opcml	3197	3033.6	13.7065	0.394405
cyp26c1	3032	2868.6	38	1.15635
stx3(2of2)	1660	1496.6	66	3.84957
LOC107391917	1327	1163.6	251	18.8297
emc3(2of2)	1122	958.605	1445	131.584
myo15b(2of2)	1679	1515.6	1.33783	0.0770529
msrb2	1224	1060.6	44	3.62138
insc(1of2)	2860	2696.6	3	0.0971133
zhx1(3of3)	3476	3312.6	6	0.158109
fgf13(2of2)	2654	2490.6	21.0785	0.738772
pla1a	1867	1703.6	7	0.358677
aptx	1302	1138.6	212	16.2532
mfap4(1of4)	2517	2353.6	140.753	5.22035
hook2	3269	3105.6	495	13.9134
pdpr	2777	2613.6	164	5.47746
gtf3c6	818	654.672	401	53.4682
p2rx7(10of10)	1034	870.605	1213.88	121.711
pitpnb(2of2)	3255	3091.6	198	5.59057
magi3(4of4)	4846	4682.6	16	0.298269
epo	2312	2148.6	13	0.528155
cldn4(12of19)	2085	1921.6	4	0.181707
nefh(5of6)	764	600.862	211	30.6537
scamp4	2028	1864.6	450	21.0669
fam134c	3077	2913.6	137	4.10454
ebi3	1547	1383.6	1	0.0630903
dgat1(1of3)	2481	2317.6	652	24.5574
mfi2(1of2)	2967	2803.6	11.0126	0.342884
adcyap1(2of2)	2310	2146.6	4	0.162661
ifi27(3of3)	2643	2479.6	118.142	4.15909
vcl(1of2)	4043	3879.6	4	0.090001
adam10(3of3)	2891	2727.6	16	0.512051
rsbn1	4350	4186.6	5930.51	123.653
kcnq1(2of2)	1005	841.605	1	0.103721
tdp1	2098	1934.6	997	44.986
ntrk2(1of2)	4725	4561.6	10.0852	0.192993
glra2	3105	2941.6	6	0.17805
plk4	3186	3022.6	32	0.924152
ssbp1(1of2)	589	427.611	135.291	27.6182
nfix(2of3)	1784	1620.6	23	1.23887
hipk2(2of6)	3805	3641.6	103.102	2.47144
zfp516(1of2)	6358	6194.6	139.052	1.95946
blmh(2of2)	573	411.946	56	11.8665
mgrn1	3336	3172.6	554	15.2429
dtd2(1of2)	944	780.605	855	95.6114
akap12(1of2)	5837	5673.6	118.192	1.81846
arhgap5	7647	7483.6	200.659	2.34058
chrnb2(1of3)	2053	1889.6	1	0.046196
pcdh18(1of2)	4879	4715.6	15	0.27767
tbc1d2b	4824	4660.6	111	2.07901
znf235(14of148)	2071	1907.6	100.484	4.59816
nlrc3(15of24)	5858	5694.6	8	0.122631
selt(2of2)	1191	1027.6	766	65.0695
fam20c(4of6)	626	463.806	2	0.376416
dusp26(5of5)	1333	1169.6	10.2207	0.762807
arnt2(1of3)	356	209.007	7.65722	3.19805
papln(1of6)	1857	1693.6	2	0.103084
phtf2(2of2)	4112	3948.6	87.1564	1.92677
clptm1l(1of2)	2082	1918.6	20	0.909954
tp53rk	1012	848.605	84	8.6407
dscam(2of3)	8578	8414.6	42	0.435703
btg4(1of2)	1844	1680.6	557	28.9311
mov10(2of2)	3276	3112.6	193	5.41263
col11a1(2of4)	7030	6866.6	85	1.08057
calcoco1(1of2)	3725	3561.6	1454.92	35.659
urm1	927	763.605	336	38.4101
cul4b(1of2)	4030	3866.6	402	9.07551
msi2	2393	2229.6	18	0.704725
gpc3	2863	2699.6	25.9604	0.839434
synj2bp	1628	1464.6	947	56.4423
h3f3a(3of6)	1729	1565.6	1533.99	85.5292
lpcat1(3of3)	2296	2132.6	3.94927	0.161652
cep152	5901	5737.6	20	0.304281
zp1(2of5)	1181	1017.6	31	2.65924
iscu(1of2)	888	724.605	333	40.116
tcf25	2259	2095.6	381	15.8705
dap	1782	1618.6	4416	238.157
gapdh(2of2)	1212	1048.6	1	0.0832459
gpc6(2of4)	4324	4160.6	188	3.94436
prss3(2of2)	1286	1122.6	3	0.233276
mxd1(1of2)	1602	1438.6	52	3.15527
chmp5(1of2)	1038	874.605	1984	198.018
myrip(2of2)	5072	4908.6	21.982	0.390917
lin7b	1613	1449.6	30	1.80654
abcb11(2of2)	5103	4939.6	3	0.0530156
slc22a3	1283	1119.6	211.987	16.528
tdrd5	3394	3230.6	7	0.189143
fcgbp(1of3)	10130	9966.6	313.544	2.74616
znf235(62of148)	2227	2063.6	349	14.763
mrc2(12of12)	1669	1505.6	3.73815	0.216731
srgap3(2of4)	3170	3006.6	39	1.1323
cish(1of2)	1843	1679.6	36	1.87099
tmem51(2of2)	2335	2171.6	32	1.28631
cfap99	2008	1844.6	56	2.65008
c21orf62	1610	1446.6	540	32.5851
gabbr1(1of3)	1373	1209.6	68	4.90727
LOC107391421	2747	2583.6	29.3726	0.99241
sh3rf1	6694	6530.6	523.994	7.00402
iqgap1(2of2)	5657	5493.6	37	0.587921
fam78a	2546	2382.6	6	0.219824
LOC107397346	1124	960.605	74.4616	6.76648
samd3(1of10)	4078	3914.6	105.684	2.35665
ehbp1(1of2)	9939	9775.6	51	0.455409
nucb1	1993	1829.6	941	44.896
ubxn4	2040	1876.6	2390	111.173
mog(1of3)	1109	945.605	1	0.0923135
mthfd2	2008	1844.6	66	3.12331
crcp	1457	1293.6	475	32.0529
eif2s3	1808	1644.6	3288	174.52
zbtb48(1of2)	12619	12455.6	12	0.0840991
sptbn1(6of6)	5675	5511.6	27	0.427623
hdac9	3276	3112.6	78.1051	2.19044
figf	1657	1493.6	1	0.0584439
auh	1693	1529.6	235	13.4111
bcas2	2417	2253.6	755	29.2445
mrps18a	1103	939.605	2483.68	230.741
elavl1(1of2)	1573	1409.6	2042	126.454
mrpl2	1081	917.605	3031	288.34
fam173a(2of2)	1189	1025.6	5997	510.421
ptpre(2of2)	3241	3077.6	39.0514	1.10764
nfix(1of3)	7304	7140.6	23.139	0.282868
zc3h3	2982	2818.6	60.2114	1.86474
ugt2a2(5of7)	1823	1659.6	2.08432	0.109631
fanci	4707	4543.6	32.9314	0.63268
ash1l(2of2)	6638	6474.6	159	2.14367
mysm1	3017	2853.6	3999	122.33
dhx15(1of2)	2699	2535.6	792	27.2658
ext1(4of4)	5289	5125.6	108.078	1.84064
igfbp5(2of2)	1989	1825.6	1	0.0478154
LOC107373368	1368	1204.6	6.17102	0.447185
pik3ip1	2113	1949.6	1483	66.4002
dnajc25	1910	1746.6	580	28.9873
slitrk3(2of2)	4778	4614.6	13	0.245914
ap1b1	4244	4080.6	169.176	3.619
rttn	6877	6713.6	40	0.520091
csmd3(8of9)	5437	5273.6	9	0.148974
sept7(3of3)	2043	1879.6	427	19.8306
c8orf82	1659	1495.6	158.897	9.27417
znf146(5of7)	1256	1092.6	698.366	55.795
st8sia2	1792	1628.6	38	2.03677
txlna	3014	2850.6	906	27.7438
LOC107389541	2979	2815.6	18	0.558053
usp53(1of2)	4736	4572.6	39	0.744519
c1orf131	1970	1806.6	108.778	5.25595
ncoa1	8825	8661.6	238.448	2.40309
atad2(2of2)	4031	3867.6	2	0.0451401
dapk2	2075	1911.6	448	20.4576
tm2d1	797	633.801	982	135.249
slc30a10	1931	1767.6	4	0.197538
tatdn1	1455	1291.6	49	3.31163
zfp574	3962	3798.6	74	1.70052
eno1	1895	1731.6	3014	151.939
itga6(1of3)	3884	3720.6	41	0.961934
srrm5	1996	1832.6	13.7341	0.654191
guf1	2331	2167.6	290	11.6787
ap3m2	1977	1813.6	246	11.8404
cadm2(2of3)	3105	2941.6	72	2.1366
caskin1(2of5)	3300	3136.6	83.347	2.31956
glyatl3	1406	1242.6	57.0711	4.0092
numa1	6183	6019.6	91	1.31962
mical3(2of6)	573	411.946	2	0.423804
tjp1(1of2)	7574	7410.6	227	2.67391
usp12(1of5)	2246	2082.6	8.39374	0.351823
eml2(1of2)	895	731.605	5.04424	0.601859
nefl(1of3)	2226	2062.6	9	0.380892
tmem53(3of3)	1498	1334.6	1	0.0654067
map3k7	3107	2943.6	1930.72	57.2551
chpf	5545	5381.6	27	0.437952
nol4l(1of2)	2639	2475.6	27	0.952045
dffa	1509	1345.6	113	7.33054
sms	2193	2029.6	2529	108.771
irak1bp1	893	729.605	109.265	13.0728
LOC107389053	5125	4961.6	500.996	8.81428
cttnbp2	5646	5482.6	211	3.35947
tjp2	4582	4418.6	335.115	6.62038
rock2(2of4)	2492	2328.6	14.4521	0.541765
slc18a3(2of2)	2492	2328.6	41	1.53696
rtl1(8of17)	528	368.273	19	4.50358
use1	1411	1247.6	304.261	21.2884
fzd4	4035	3871.6	178	4.01332
cdh23(1of3)	1577	1413.6	1	0.0617514
pdzd11	1636	1472.6	372.949	22.1074
asap2(1of2)	4547	4383.6	810	16.1298
axdnd1	3384	3220.6	18.3866	0.498355
LOC107385466	1633	1469.6	149	8.85035
rps6kc1	4607	4443.6	69.6883	1.36899
hectd3	2952	2788.6	61	1.90949
spata2(2of2)	1952	1788.6	531	25.9152
kcmf1(1of2)	2350	2186.6	2995	119.564
gas1(2of3)	3567	3403.6	445	11.4129
mpst(1of2)	2746	2582.6	231.251	7.81629
foxh1(1of2)	1952	1788.6	2	0.0976092
flad1	1940	1776.6	124	6.09264
fads2(1of4)	1859	1695.6	11	0.566295
ate1	2073	1909.6	294	13.4394
fbxo40(2of3)	3503	3339.6	7	0.182969
arhgef18(1of2)	7298	7134.6	213	2.60606
cd200r1	1998	1834.6	9	0.428228
dhdh(2of3)	1147	983.605	263	23.3405
hsd11b1l(1of2)	1603	1439.6	161.579	9.79751
tacc2	10425	10261.6	357	3.03688
ubn1	2820	2656.6	4	0.131434
sort1(2of3)	5015	4851.6	141	2.53693
papln(2of6)	1351	1187.6	7.66119	0.563118
sertm1	1688	1524.6	76.4813	4.37898
igsf21	2912	2748.6	9	0.285828
pde4dip(2of3)	8046	7882.6	31	0.343295
wwox	1985	1821.6	114.135	5.46938
pet117	282	148.402	12	7.05856
ninj1(2of2)	1260	1096.6	1	0.0796021
LOC107377679	1425	1261.6	294	20.3422
aldob	1404	1240.6	8879	624.749
nalcn	6047	5883.6	42	0.623133
phf5a	501	342.385	452	115.239
adcy2(1of4)	4818	4654.6	27.0588	0.507459
ufl1	2651	2487.6	1026	36.0032
pknox2	3377	3213.6	21.0492	0.571765
tex2(4of4)	3664	3500.6	2	0.0498726
slc29a3	2120	1956.6	69.4112	3.09672
tmem132d(7of7)	3419	3255.6	6	0.160877
zfp280d	4121	3957.6	424	9.35208
hcrtr2	2235	2071.6	4.20512	0.177193
grip2	5291	5127.6	19.0103	0.323631
ccdc149(1of2)	2463	2299.6	180	6.83273
cib1	892	728.605	96	11.5015
neu1(1of2)	1881	1717.6	85	4.31987
clspn	4382	4218.6	77	1.5933
gpat4(1of2)	3008	2844.6	456	13.9932
snx22	1247	1083.6	1040	83.7794
adssl1	1601	1437.6	11	0.667926
rec114	996	832.605	3	0.314527
tmem55a	1143	979.605	922	82.159
ptdss1(4of4)	2560	2396.6	762.691	27.7797
klf11(2of2)	2229	2065.6	335	14.157
