target_id	length	eff_length	est_counts	tpm
plaa	2629	2459.82	1225	30.2946
cers5(2of2)	1769	1599.82	162	6.15995
cxorf21	3671	3501.82	34	0.590633
ier3ip1(1of2)	618	449.209	457	61.887
htr3a(4of11)	1953	1783.82	1	0.0341022
rnd2(2of2)	1666	1496.82	357	14.5088
lcmt2	2407	2237.82	351	9.54146
serpini1	1617	1447.82	75	3.15123
LOC107383633	1566	1396.82	1	0.0435505
csmd3(7of9)	3906	3736.82	739	12.0303
rab27b(2of2)	3663	3493.82	468	8.14851
jag2(2of2)	5861	5691.82	1185	12.6648
zbtb39	4003	3833.82	223	3.53839
brd7	2004	1834.82	2099	69.5908
LOC107372370	2401	2231.82	371	10.1122
schip1(2of3)	1727	1557.82	9	0.351446
nqo1(2of6)	992	822.816	18.8649	1.39471
ppil3	1088	918.816	852	56.4083
prr16(1of2)	2696	2526.82	28.0396	0.675041
LOC107395317	549	380.838	0	0
LOC107382444	1404	1234.82	0	0
fpgs	2926	2756.82	593	13.0852
lrriq1	4375	4205.82	163	2.3576
cetn3	1119	949.816	1262	80.8262
rab1a(3of3)	1747	1577.82	1935.54	74.6238
c1orf112	3098	2928.82	666	13.8329
znf721(2of2)	2452	2282.82	452.639	12.0618
cdh18	3633	3463.82	38.3231	0.673035
runx1t1	5292	5122.82	465.105	5.52299
kiaa1324l(3of3)	4699	4529.82	183	2.45755
glrx2	1214	1044.82	184	10.713
irf8(2of2)	2087	1917.82	23	0.729547
ankrd63(2of2)	2030	1860.82	5	0.163455
arhgap44(2of2)	4675	4505.82	137	1.84961
nol10	2488	2318.82	945	24.7912
gipc1(2of2)	2508	2338.82	281.829	7.3303
nlrx1(1of2)	905	735.894	129	10.6637
scarb2(2of3)	3460	3290.82	6268	115.866
atg9a(1of2)	6178	6008.82	987	9.99219
pvr(2of2)	2161	1991.82	293.978	8.97838
cadm2(1of3)	3162	2992.82	31	0.630106
mmadhc(2of2)	2764	2594.82	694	16.2699
ogdh(2of2)	4412	4242.82	3702	53.078
ehbp1l1	8981	8811.82	389	2.68545
zdhhc8(3of3)	3023	2853.82	3	0.0639481
tra2b(1of2)	1477	1307.82	2984	138.798
LOC107378154	1251	1081.82	0	0
myl1(1of2)	1209	1039.82	1901	111.214
plod1	3306	3136.82	2438	47.2799
ces1	2591	2421.82	296	7.43503
wfdc3(5of7)	678	509.066	0	0
pnpla2(3of5)	2664	2494.82	4	0.0975335
camsap1(2of2)	5158	4988.82	502	6.12123
capn3(2of2)	4739	4569.82	123.731	1.64707
laptm4b(2of2)	2346	2176.82	88	2.4592
rbm15b	3588	3418.82	899	15.9962
LOC107382835	3617	3447.82	1905	33.6111
elp5	1145	975.816	862	53.7368
ticrr	6238	6068.82	1446	14.4943
tnip1(1of4)	1229	1059.82	21	1.20537
ackr4(2of2)	1470	1300.82	0	0
rps18	921	751.894	12735	1030.33
tmem151b(3of3)	3160	2990.82	9	0.183056
otop1	3578	3408.82	20	0.35691
cxcl1(2of2)	1001	831.816	2	0.146263
nccrp1	1296	1126.82	4348	234.73
tmem208	1305	1135.82	837	44.828
msantd1	1581	1411.82	245	10.5565
wdr4	1701	1531.82	720	28.5929
prokr2(1of2)	1919	1749.82	3	0.104294
moxd2	3023	2853.82	85.491	1.82233
gabrr2(3of3)	1896	1726.82	55.5672	1.95751
zkscan2(1of2)	1067	897.816	955.529	64.7424
zscan22(2of6)	2833	2663.82	608.636	13.8991
ttc16	1965	1795.82	31	1.0501
cd2ap	3134	2964.82	776	15.9219
ptprj	7223	7053.82	336	2.89766
rag2	2279	2109.82	0	0
ppp2r2d	2875	2705.82	2179	48.9882
snai2(3of3)	1100	930.816	479	31.3043
slc48a1(1of2)	1753	1583.82	212.186	8.14975
utp20	8888	8718.82	5294	36.9368
camkk2	2992	2822.82	304	6.55124
rmdn2	5154	4984.82	598.805	7.3075
bbs7	3146	2976.82	677	13.8347
actr2(2of2)	2492	2322.82	1126.79	29.5094
tk1	1244	1074.82	2044	115.685
pfkp(2of2)	3184	3014.82	228	4.60051
gipc1(1of2)	1967	1797.82	922.99	31.2309
zbtb26	2058	1888.82	515.303	16.5961
tnk2(2of3)	5143	4973.82	59	0.721597
igfals	2232	2062.82	18	0.530816
lztr1(2of2)	1534	1364.82	340	15.1543
notch1(3of3)	3213	3043.82	113	2.25836
heatr5b	6475	6305.82	1814	17.4996
fgfr3	6577	6407.82	1099	10.4333
add3(2of2)	4617	4447.82	3827	52.3412
rims1(2of2)	3313	3143.82	409.024	7.9145
dcbld2(1of2)	3266	3096.82	1054	20.7042
tecpr2(4of4)	1711	1541.82	19	0.749641
myo7a(2of8)	1863	1693.82	27	0.969683
usf2(1of2)	3363	3193.82	2218	42.2458
pcdhb16(3of3)	3320	3150.82	164.92	3.18407
parg(3of3)	2734	2564.82	22	0.521794
pcdh7(2of2)	7997	7827.82	541.006	4.2043
mapk10	5696	5526.82	153	1.68403
psmg4	604	435.341	1065	148.817
mid1ip1(4of4)	2659	2489.82	291	7.10981
plbd2	1920	1750.82	516	17.9284
gpr158(1of2)	6421	6251.82	130.722	1.27196
hist1h4c(5of12)	1266	1096.82	14893.1	826.008
clec3b(1of2)	1201	1031.82	8	0.47165
crtc3	5270	5100.82	323	3.85208
ccdc53	2397	2227.82	387	10.5673
sike1	1797	1627.82	1038	38.7904
donson	2615	2445.82	333.166	8.28646
bora	2268	2098.82	191	5.53594
dido1(2of2)	11079	10909.8	3936	21.9467
nrg2(3of3)	2417	2247.82	55	1.48845
prodh2	1767	1597.82	59.8293	2.27782
zbtb21	4560	4390.82	243	3.36661
heatr6	3972	3802.82	705.401	11.284
gabrr2(1of3)	2244	2074.82	4.00385	0.11739
mcoln2	3761	3591.82	18	0.304853
prmt6	1270	1100.82	290	16.0256
ddx11	3418	3248.82	1161	21.739
cyp4f22	2111	1941.82	11.1124	0.348123
rnd1(2of2)	3201	3031.82	83	1.66536
khdrbs1(2of2)	2478	2308.82	60804	1602.05
otud6b	1305	1135.82	789	42.2572
trmt2b(1of2)	1909	1739.82	133.634	4.67247
zfp503(1of2)	2627	2457.82	387	9.57842
kcnma1(1of2)	9013	8843.82	66	0.45398
zp3(7of19)	1223	1053.82	0	0
pik3cd	4795	4625.82	19	0.24986
capn5(2of4)	2604	2434.82	3	0.0749527
neb(3of7)	19120	18950.8	2839.64	9.11522
hipk2(1of6)	4761	4591.82	116	1.53676
rims2(4of4)	3902	3732.82	22.6595	0.369272
dnajc8	1696	1526.82	3065	122.117
smarca4(1of2)	6002	5832.82	165	1.72083
anp32e(1of2)	2611	2441.82	2725	67.8869
gnl2	2589	2419.82	7235	181.881
c22orf23	825	655.894	4	0.370987
gstt2b(1of2)	907	737.894	1	0.0824401
slco3a1(3of3)	3126	2956.82	45.4603	0.935277
rpl8	856	686.894	26297	2328.89
rgs8(1of2)	1467	1297.82	94.0646	4.40905
chrm4(2of2)	1747	1577.82	0	0
prkrir(5of5)	8212	8042.82	13407	101.404
gpr183(1of4)	1630	1460.82	0	0
c11orf88	638	469.117	2	0.259347
mef2c(2of3)	3384	3214.82	443	8.38262
gtpbp4	2660	2490.82	9470	231.281
arl5b(1of2)	1727	1557.82	941	36.7456
haus4	1344	1174.82	660	34.1748
uqcrc1	1904	1734.82	3698	129.672
timm17a	1336	1166.82	1334	69.5482
hsd17b3	1390	1220.82	1	0.049829
tp63	2821	2651.82	301	6.90487
thap4(3of6)	968	798.816	31	2.36073
LOC107380904	3035	2865.82	150	3.18402
myo7a(5of8)	861	691.894	0	0
myh9(2of2)	6121	5951.82	14722.5	150.475
lrrc27	1832	1662.82	15	0.548756
fam131b(1of2)	2342	2172.82	2	0.0559937
endod1(2of8)	2139	1969.82	136	4.19996
cryba1(4of4)	1021	851.816	4	0.285658
gje1	1973	1803.82	25.2729	0.852306
acvr2b(2of2)	2372	2202.82	804	22.2029
kalrn(1of2)	9818	9648.82	357.109	2.25144
fam8a1(2of2)	1551	1381.82	358	15.7603
shank2(3of3)	9403	9233.82	7	0.0461157
LOC107389169	3380	3210.82	39	0.738893
ubox5	1993	1823.82	337	11.2404
fam110b(1of2)	2784	2614.82	153	3.55945
sspo(4of4)	562	393.8	36	5.56108
crb1(3of4)	4274	4104.82	58	0.859541
syde2(1of2)	4051	3881.82	424	6.64451
surf1	1107	937.816	299	19.3948
prrt1(1of2)	1875	1705.82	6	0.213969
eif2d	2095	1925.82	1638	51.7406
ube2m(2of2)	1843	1673.82	1358.81	49.3838
ube2q2(2of2)	3248	3078.82	2536	50.1069
znf112(5of5)	819	649.894	0	0
oxa1l	1748	1578.82	1842	70.9725
zfp518a(2of2)	6780	6610.82	1542	14.1893
rapgef1(1of2)	3508	3338.82	49	0.892762
sept7(1of3)	2503	2333.82	6314	164.577
LOC107389325	1164	994.816	7	0.428043
fam184a(2of2)	4904	4734.82	25	0.321195
cxcl10(1of3)	972	802.816	2	0.151547
rdh16(2of2)	1467	1297.82	1	0.0468726
strn4	5664	5494.82	1271.08	14.0719
ube3a(2of2)	3744	3574.82	3275	55.7301
fgb	1919	1749.82	22	0.764826
ncf2(3of3)	1761	1591.82	9	0.343939
LOC107388366	2352	2182.82	168	4.68192
best2	2538	2368.82	3	0.077041
pmp2	565	396.8	766	117.433
adcyap1(1of2)	3401	3231.82	299	5.62804
zbtb5(1of2)	2889	2719.82	146	3.26547
LOC107373567	1924	1754.82	77	2.66926
acot13	998	828.816	304	22.3125
siglec1(2of6)	1731	1561.82	0	0
tll2(2of2)	2417	2247.82	4	0.108251
furin(2of2)	4933	4763.82	202	2.57946
pip4k2c(2of2)	1764	1594.82	997	38.0292
dmbt1(2of3)	1479	1309.82	419	19.4597
lag3(1of2)	2587	2417.82	0	0
ermn	2460	2290.82	28.8834	0.766992
diaph3(3of4)	5187	5017.82	1597	19.3608
pkd1(3of3)	15741	15571.8	2084.62	8.14367
p2rx7(9of10)	632	463.164	0	0
dntt(3of3)	583	414.638	0	0
ptprc	4412	4242.82	45	0.645194
zc3h4(1of2)	2370	2200.82	560	15.4788
gnaq(2of4)	2224	2054.82	84	2.48679
fev	1579	1409.82	5	0.215744
mboat7	3275	3105.82	657.224	12.8727
LOC107388016	1893	1723.82	1375.55	48.5421
wwc1	4274	4104.82	1979	29.3281
opcml	3197	3027.82	17.5357	0.352311
cyp26c1	3032	2862.82	1821	38.6945
stx3(2of2)	1660	1490.82	163	6.65113
LOC107391917	1327	1157.82	271	14.2384
emc3(2of2)	1122	952.816	571	36.4552
myo15b(2of2)	1679	1509.82	5.46837	0.220326
msrb2	1224	1054.82	34	1.9608
insc(1of2)	2860	2690.82	9.64708	0.218094
zhx1(3of3)	3476	3306.82	640	11.7734
fgf13(2of2)	2654	2484.82	49.0138	1.19993
pla1a	1867	1697.82	116	4.15623
aptx	1302	1132.82	421	22.6076
mfap4(1of4)	2517	2347.82	51.4111	1.33206
hook2	3269	3099.82	942	18.4862
pdpr	2777	2607.82	418	9.7506
gtf3c6	818	648.894	892	83.6226
p2rx7(10of10)	1034	864.816	247	17.3742
pitpnb(2of2)	3255	3085.82	1131	22.2959
magi3(4of4)	4846	4676.82	79	1.02756
epo	2312	2142.82	43	1.22072
cldn4(12of19)	2085	1915.82	8	0.25402
nefh(5of6)	764	594.954	42	4.29436
scamp4	2028	1858.82	1369	44.8022
fam134c	3077	2907.82	260	5.43925
ebi3	1547	1377.82	1	0.044151
dgat1(1of3)	2481	2311.82	412	10.8412
mfi2(1of2)	2967	2797.82	43	0.934935
adcyap1(2of2)	2310	2140.82	11	0.312569
ifi27(3of3)	2643	2473.82	176.781	4.34712
vcl(1of2)	4043	3873.82	145	2.27699
adam10(3of3)	2891	2721.82	716	16.0025
rsbn1	4350	4180.82	3588.9	52.2194
kcnq1(2of2)	1005	835.816	1	0.0727816
tdp1	2098	1928.82	690	21.7616
ntrk2(1of2)	4725	4555.82	30.0042	0.400635
glra2	3105	2935.82	16	0.33153
plk4	3186	3016.82	1561	31.4765
ssbp1(1of2)	589	420.513	78.7457	11.3915
nfix(2of3)	1784	1614.82	9	0.339041
hipk2(2of6)	3805	3635.82	96	1.60621
zfp516(1of2)	6358	6188.82	2030.28	19.9563
blmh(2of2)	573	404.679	255	38.332
mgrn1	3336	3166.82	2299	44.162
dtd2(1of2)	944	774.816	286	22.4543
akap12(1of2)	5837	5667.82	28005.4	300.578
arhgap5	7647	7477.82	3368.05	27.399
chrnb2(1of3)	2053	1883.82	0	0
pcdh18(1of2)	4879	4709.82	1414	18.2632
tbc1d2b	4824	4654.82	1013	13.2385
znf235(14of148)	2071	1901.82	234.447	7.49909
nlrc3(15of24)	5858	5688.82	0	0
selt(2of2)	1191	1021.82	1419	84.4776
fam20c(4of6)	626	457.209	0	0
dusp26(5of5)	1333	1163.82	7.00867	0.366339
arnt2(1of3)	356	194.434	50.9355	15.936
papln(1of6)	1857	1687.82	29	1.04521
phtf2(2of2)	4112	3942.82	1445	22.2943
clptm1l(1of2)	2082	1912.82	37	1.17669
tp53rk	1012	842.816	173	12.4866
dscam(2of3)	8578	8408.82	192	1.38899
btg4(1of2)	1844	1674.82	417	15.1461
mov10(2of2)	3276	3106.82	2697	52.8077
col11a1(2of4)	7030	6860.82	13431	119.087
calcoco1(1of2)	3725	3555.82	986	16.8682
urm1	927	757.894	293	23.5175
cul4b(1of2)	4030	3860.82	3874	61.0398
msi2	2393	2223.82	81	2.21574
gpc3	2863	2693.82	66	1.49042
synj2bp	1628	1458.82	795	33.1512
h3f3a(3of6)	1729	1559.82	8461.64	330
lpcat1(3of3)	2296	2126.82	18	0.514843
cep152	5901	5731.82	1493	15.8453
zp1(2of5)	1181	1011.82	5	0.300608
iscu(1of2)	888	718.894	417	35.2861
tcf25	2259	2089.82	1491	43.4012
dap	1782	1612.82	5095	192.173
gapdh(2of2)	1212	1042.82	11	0.641678
gpc6(2of4)	4324	4154.82	3049	44.6414
prss3(2of2)	1286	1116.82	0	0
mxd1(1of2)	1602	1432.82	1351	57.3584
chmp5(1of2)	1038	868.816	851	59.5846
myrip(2of2)	5072	4902.82	15	0.186114
lin7b	1613	1443.82	129	5.43513
abcb11(2of2)	5103	4933.82	3	0.0369888
slc22a3	1283	1113.82	105.979	5.78812
tdrd5	3394	3224.82	5	0.0943186
fcgbp(1of3)	10130	9960.82	23407.8	142.954
znf235(62of148)	2227	2057.82	387	11.4403
mrc2(12of12)	1669	1499.82	0	0
srgap3(2of4)	3170	3000.82	94	1.90555
cish(1of2)	1843	1673.82	199	7.23232
tmem51(2of2)	2335	2165.82	95	2.6683
cfap99	2008	1838.82	156	5.16082
c21orf62	1610	1440.82	43	1.81548
gabbr1(1of3)	1373	1203.82	12	0.606392
LOC107391421	2747	2577.82	312.478	7.37394
sh3rf1	6694	6524.82	898.2	8.37408
iqgap1(2of2)	5657	5487.82	748	8.29152
fam78a	2546	2376.82	61	1.56123
LOC107397346	1124	954.816	181	11.5316
samd3(1of10)	4078	3908.82	80	1.24502
ehbp1(1of2)	9939	9769.82	666	4.14687
nucb1	1993	1823.82	2721	90.7569
ubxn4	2040	1870.82	2536	82.4613
mog(1of3)	1109	939.816	9	0.582548
mthfd2	2008	1838.82	1700	56.2397
crcp	1457	1287.82	907	42.8436
eif2s3	1808	1638.82	6529	242.353
zbtb48(1of2)	12619	12449.8	1107	5.409
sptbn1(6of6)	5675	5505.82	678	7.49101
hdac9	3276	3106.82	387.41	7.58555
figf	1657	1487.82	7	0.286207
auh	1693	1523.82	668	26.6671
bcas2	2417	2247.82	1785	48.307
mrps18a	1103	933.816	1346	87.6831
elavl1(1of2)	1573	1403.82	677	29.3367
mrpl2	1081	911.816	2184	145.706
fam173a(2of2)	1189	1019.82	145	8.64925
ptpre(2of2)	3241	3071.82	135.111	2.67564
nfix(1of3)	7304	7134.82	181.063	1.54376
zc3h3	2982	2812.82	270.243	5.84447
ugt2a2(5of7)	1823	1653.82	4.05098	0.149007
fanci	4707	4537.82	2275	30.4977
ash1l(2of2)	6638	6468.82	567	5.332
mysm1	3017	2847.82	1099	23.4757
dhx15(1of2)	2699	2529.82	5256	126.386
ext1(4of4)	5289	5119.82	1237.41	14.7025
igfbp5(2of2)	1989	1819.82	16	0.534841
LOC107373368	1368	1198.82	11.5904	0.588134
pik3ip1	2113	1943.82	1249	39.0876
dnajc25	1910	1740.82	1086	37.9498
slitrk3(2of2)	4778	4608.82	11	0.14519
ap1b1	4244	4074.82	1323.49	19.7581
rttn	6877	6707.82	624	5.65895
csmd3(8of9)	5437	5267.82	14	0.16167
sept7(3of3)	2043	1873.82	917	29.7697
c8orf82	1659	1489.82	337.422	13.7776
znf146(5of7)	1256	1086.82	2427.23	135.859
st8sia2	1792	1622.82	353	13.2324
txlna	3014	2844.82	2615	55.9178
LOC107389541	2979	2809.82	22	0.476296
usp53(1of2)	4736	4566.82	273	3.63648
c1orf131	1970	1800.82	2002	67.6281
ncoa1	8825	8655.82	1453.82	10.2173
atad2(2of2)	4031	3861.82	4	0.0630087
dapk2	2075	1905.82	292	9.32039
tm2d1	797	627.894	443	42.919
slc30a10	1931	1761.82	26	0.897728
tatdn1	1455	1285.82	170	8.04271
zfp574	3962	3792.82	549	8.80527
eno1	1895	1725.82	8647	304.792
itga6(1of3)	3884	3714.82	849	13.9028
srrm5	1996	1826.82	37.1895	1.23839
guf1	2331	2161.82	660	18.5719
ap3m2	1977	1807.82	488	16.4209
cadm2(2of3)	3105	2935.82	618	12.8054
caskin1(2of5)	3300	3130.82	71.979	1.39856
glyatl3	1406	1236.82	32	1.5739
numa1	6183	6013.82	13487	136.426
mical3(2of6)	573	404.679	1	0.150322
tjp1(1of2)	7574	7404.82	2354	19.3386
usp12(1of5)	2246	2076.82	27.194	0.796538
eml2(1of2)	895	725.894	53	4.44156
nefl(1of3)	2226	2056.82	2	0.0591516
tmem53(3of3)	1498	1328.82	7	0.320454
map3k7	3107	2937.82	2441.73	50.5597
chpf	5545	5375.82	583.927	6.60765
nol4l(1of2)	2639	2469.82	166	4.08861
dffa	1509	1339.82	489	22.2022
sms	2193	2023.82	1266	38.0535
irak1bp1	893	723.894	260	21.849
LOC107389053	5125	4955.82	1681.4	20.639
cttnbp2	5646	5476.82	620	6.88646
tjp2	4582	4412.82	1732	23.8762
rock2(2of4)	2492	2322.82	6	0.157133
slc18a3(2of2)	2492	2322.82	60	1.57133
rtl1(8of17)	528	360.021	0	0
use1	1411	1241.82	230	11.2669
fzd4	4035	3865.82	1762	27.7266
cdh23(1of3)	1577	1407.82	9	0.388892
pdzd11	1636	1466.82	482.701	20.0186
asap2(1of2)	4547	4377.82	1471	20.4403
axdnd1	3384	3214.82	28	0.529827
LOC107385466	1633	1463.82	4	0.166229
rps6kc1	4607	4437.82	669.509	9.17739
hectd3	2952	2782.82	719	15.7173
spata2(2of2)	1952	1782.82	375	12.7955
kcmf1(1of2)	2350	2180.82	929	25.9137
gas1(2of3)	3567	3397.82	2428	43.4691
mpst(1of2)	2746	2576.82	249.679	5.89428
foxh1(1of2)	1952	1782.82	3	0.102364
flad1	1940	1770.82	608	20.8863
fads2(1of4)	1859	1689.82	79	2.84394
ate1	2073	1903.82	483	15.4331
fbxo40(2of3)	3503	3333.82	0	0
arhgef18(1of2)	7298	7128.82	1423.99	12.1513
cd200r1	1998	1828.82	5	0.166315
dhdh(2of3)	1147	977.816	343	21.3388
hsd11b1l(1of2)	1603	1433.82	157.845	6.69682
tacc2	10425	10255.8	817	4.84601
ubn1	2820	2650.82	15	0.344226
sort1(2of3)	5015	4845.82	1315	16.5079
papln(2of6)	1351	1181.82	2	0.102947
sertm1	1688	1518.82	62.7283	2.51241
igsf21	2912	2742.82	18	0.399216
pde4dip(2of3)	8046	7876.82	1288	9.94712
wwox	1985	1815.82	293	9.81585
pet117	282	128.754	270	127.567
ninj1(2of2)	1260	1090.82	21	1.17112
LOC107377679	1425	1255.82	1055	51.1044
aldob	1404	1234.82	3246	159.911
nalcn	6047	5877.82	82	0.848653
phf5a	501	333.608	1496	272.789
adcy2(1of4)	4818	4648.82	147.241	1.92673
ufl1	2651	2481.82	1998	48.9732
pknox2	3377	3207.82	69	1.30849
tex2(4of4)	3664	3494.82	42	0.731067
slc29a3	2120	1950.82	117.503	3.66409
tmem132d(7of7)	3419	3249.82	0	0
zfp280d	4121	3951.82	2601	40.0383
hcrtr2	2235	2065.82	0	0
grip2	5291	5121.82	109.557	1.30121
ccdc149(1of2)	2463	2293.82	530	14.0556
cib1	892	722.894	91	7.65771
neu1(1of2)	1881	1711.82	189	6.71641
clspn	4382	4212.82	2574	37.1679
gpat4(1of2)	3008	2838.82	1135	24.3215
snx22	1247	1077.82	84	4.74097
adssl1	1601	1431.82	19	0.807232
rec114	996	826.816	0	0
tmem55a	1143	973.816	116	7.24625
ptdss1(4of4)	2560	2390.82	543.62	13.8319
klf11(2of2)	2229	2059.82	53	1.56524
nat16(1of2)	2185	2015.82	157	4.73785
nlrc3(19of24)	2903	2733.82	130.688	2.90803
asun	2720	2550.82	1786	42.5926
plekhg4(4of5)	7704	7534.82	2621	21.1605
tspan3(3of3)	1546	1376.82	321	14.1828
lrrcc1	3712	3542.82	727	12.483
