target_id	length	eff_length	est_counts	tpm
vps52	3162	2997.32	156	7.37539
rps29	345	202.204	2101	1472.41
cfap46(1of2)	3396	3231.32	64	2.80668
sash1(2of2)	7689	7524.32	419.118	7.89336
pla2g1b(3of3)	2329	2164.32	2	0.130949
krt222	2245	2080.32	15	1.02177
pdp1(3of3)	2695	2530.32	8	0.448031
mtus2(2of2)	2679	2514.32	22	1.23993
mtf2(2of2)	2345	2180.32	505.143	32.8313
lin37	1710	1545.32	364	33.3792
cfap46(2of2)	2985	2820.32	17	0.854169
phf14	3730	3565.32	836	33.2278
chd3(2of2)	8348	8183.32	24	0.415599
slc7a3	4392	4227.32	78	2.6147
nkx1_2	988	823.318	3	0.516353
ghsr(4of4)	2292	2127.32	2.00041	0.133254
cdhr5(3of3)	3497	3332.32	53.0999	2.25808
kdm2a(3of3)	3877	3712.32	70.3474	2.68532
fgf20(2of2)	1818	1653.32	9	0.771399
fgf4	924	759.318	3	0.559874
cdh23(2of3)	6397	6232.32	23	0.522963
cdh23(3of3)	5108	4943.32	13	0.372664
ppp2r2b	3395	3230.32	202	8.86133
kdm6b(2of2)	8093	7928.32	1167	20.8585
sphk1(3of3)	4203	4038.32	126.086	4.42444
sirt1	2233	2068.32	11	0.753648
fgf3	1999	1834.32	10	0.772535
rps11	604	441.979	5437	1743.21
myo19	3063	2898.32	7	0.342251
fgf17	720	555.927	25	6.37258
rpl13	948	783.318	13170	2382.54
lect1(2of2)	1771	1606.32	2	0.176438
rnaseh2a(1of2)	879	714.318	25	4.95954
rnaseh2a(2of2)	1087	922.318	106.034	16.2914
rpl32	525	365.772	11566	4480.9
creb1(5of5)	1396	1231.32	25	2.87715
prkab1(2of2)	1730	1565.32	882	79.8471
slc1a2(3of3)	3930	3765.32	14	0.526889
gabrb3(3of3)	1853	1688.32	3	0.251802
c12orf65	699	535.31	89	23.5601
setd1b(3of3)	7551	7386.32	145.8	2.7972
prdm2(2of2)	6595	6430.32	539.184	11.8822
hoxa7	996	831.318	229.453	39.1128
trpc7(1of2)	3233	3068.32	13	0.600393
xcr1(2of4)	1090	925.318	1	0.153145
cep112	3057	2892.32	45	2.20475
idh2(2of2)	1777	1612.32	324	28.4765
grb7	2726	2561.32	42	2.32369
ttc30a1	1814	1649.32	41	3.52267
ppp1r13b(1of2)	4651	4486.32	204	6.44367
bcl9l(1of2)	5353	5188.32	46.7645	1.27727
hipk2(5of6)	4244	4079.32	16	0.555809
bloc1s4	1673	1508.32	134	12.5894
bphl	1251	1086.32	83	10.8271
fam184a(1of2)	4461	4296.32	52.3444	1.7265
zfp330	1254	1089.32	117	15.2203
gfra1(5of7)	2172	2007.32	11	0.77655
st6galnac6	2249	2084.32	347.194	23.6048
chrnb1(2of2)	2987	2822.32	248	12.452
cldn19(2of4)	1795	1630.32	4	0.347681
pnp(3of5)	1943	1778.32	19	1.51404
cops4	1687	1522.32	1120	104.257
LOC107372748	1209	1044.32	332	45.0504
gale	1368	1203.32	69	8.12572
lcp2(1of2)	1717	1552.32	31	2.82992
acaa2	1760	1595.32	64	5.68494
exosc9	1497	1332.32	111	11.8061
wdr73	2271	2106.32	33	2.22015
chrna4	2777	2612.32	98.6896	5.35351
prpf39(1of2)	3001	2836.32	1157	57.8058
zcchc8	2425	2260.32	245	15.3599
anapc15	1978	1813.32	52	4.06371
csf1r(2of2)	4048	3883.32	17	0.620353
capsl	951	786.318	11	1.98238
rpusd4	1375	1210.32	183	21.4262
hist1h1b(1of6)	1338	1173.32	29	3.50248
tmem100(1of2)	1399	1234.32	14	1.60729
trerf1(1of2)	1993	1828.32	3	0.232521
msh6	5452	5287.32	153.687	4.11902
znf235(31of148)	2101	1936.32	50.5969	3.70288
fam83h(1of2)	7544	7379.32	278	5.33853
pcdh1(2of2)	4943	4778.32	11.3071	0.335328
lsamp	1957	1792.32	78.006	6.16745
huwe1	14690	14525.3	2292	22.3605
tapbp	1820	1655.32	5	0.428037
ccdc90b	1162	997.318	157	22.3079
txn2	931	766.318	456	84.3235
LOC107396618	1471	1306.32	1	0.108479
zscan22(1of6)	1284	1119.32	113.431	14.3606
tmem229a	3057	2892.32	16	0.783911
tnfaip8l3	1407	1242.32	3	0.342201
trim33(2of2)	4263	4098.32	499	17.2539
tnmd	1121	956.318	5	0.740902
sgms2(1of2)	1664	1499.32	63	5.95442
c11orf31	669	505.778	67	18.7719
hspd1	2406	2241.32	245	15.4901
plaa	2629	2464.32	41	2.35765
cers5(2of2)	1769	1604.32	43	3.79814
cxorf21	3671	3506.32	58	2.34407
ier3ip1(1of2)	618	455.707	654	203.369
htr3a(4of11)	1953	1788.32	7	0.554685
rnd2(2of2)	1666	1501.32	47	4.43627
lcmt2	2407	2242.32	152	9.60593
serpini1	1617	1452.32	5	0.487867
LOC107383633	1566	1401.32	14	1.41574
csmd3(7of9)	3906	3741.32	40	1.51505
rab27b(2of2)	3663	3498.32	12	0.486088
jag2(2of2)	5861	5696.32	412	10.2493
zbtb39	4003	3838.32	31	1.14449
brd7	2004	1839.32	129	9.93861
LOC107372370	2401	2236.32	1059	67.1051
schip1(2of3)	1727	1562.32	8	0.725627
nqo1(2of6)	992	827.318	12.1172	2.07551
ppil3	1088	923.318	166	25.4771
prr16(1of2)	2696	2531.32	6.02632	0.337364
LOC107395317	549	388.709	1	0.36456
LOC107382444	1404	1239.32	3	0.343029
fpgs	2926	2761.32	198	10.1611
lrriq1	4375	4210.32	42	1.4136
cetn3	1119	954.318	87	12.9187
rab1a(3of3)	1747	1582.32	285.235	25.5448
c1orf112	3098	2933.32	76	3.67153
znf721(2of2)	2452	2287.32	135.829	8.41508
cdh18	3633	3468.32	7.71486	0.315212
runx1t1	5292	5127.32	75.4471	2.08519
kiaa1324l(3of3)	4699	4534.32	27	0.84381
glrx2	1214	1049.32	43	5.80703
irf8(2of2)	2087	1922.32	5	0.368585
ankrd63(2of2)	2030	1865.32	4	0.303879
arhgap44(2of2)	4675	4510.32	19.0967	0.599989
nol10	2488	2323.32	21	1.28087
gipc1(2of2)	2508	2343.32	41.991	2.53933
nlrx1(1of2)	905	740.318	27	5.16819
scarb2(2of3)	3460	3295.32	473	20.3403
atg9a(1of2)	6178	6013.32	268.84	6.33539
pvr(2of2)	2161	1996.32	16.3687	1.16192
cadm2(1of3)	3162	2997.32	5	0.236391
mmadhc(2of2)	2764	2599.32	243	13.2477
ogdh(2of2)	4412	4247.32	181	6.03889
ehbp1l1	8981	8816.32	225.429	3.6234
zdhhc8(3of3)	3023	2858.32	3	0.148732
tra2b(1of2)	1477	1312.32	142	15.3335
LOC107378154	1251	1086.32	3	0.391343
myl1(1of2)	1209	1044.32	295.634	40.1157
plod1	3306	3141.32	801	36.1338
ces1	2591	2426.32	14	0.817661
wfdc3(5of7)	678	514.625	4	1.10144
pnpla2(3of5)	2664	2499.32	27	1.53086
camsap1(2of2)	5158	4993.32	26	0.737865
capn3(2of2)	4739	4574.32	46.0811	1.42755
laptm4b(2of2)	2346	2181.32	64	4.15771
rbm15b	3588	3423.32	89	3.68414
LOC107382835	3617	3452.32	77	3.16062
elp5	1145	980.318	226	32.6689
ticrr	6238	6073.32	35	0.816648
tnip1(1of4)	1229	1064.32	10	1.33144
ackr4(2of2)	1470	1305.32	4	0.434247
rps18	921	756.318	15169	2842.14
tmem151b(3of3)	3160	2995.32	4	0.189239
otop1	3578	3413.32	4	0.166064
cxcl1(2of2)	1001	836.318	4	0.677769
nccrp1	1296	1131.32	1351.78	169.322
tmem208	1305	1140.32	27	3.3553
msantd1	1581	1416.32	18	1.80096
wdr4	1701	1536.32	603	55.6198
prokr2(1of2)	1919	1754.32	30	2.42329
moxd2	3023	2858.32	21	1.04112
gabrr2(3of3)	1896	1731.32	99.4458	8.13959
zkscan2(1of2)	1067	902.318	168.289	26.4295
zscan22(2of6)	2833	2668.32	781.3	41.4929
ttc16	1965	1800.32	30	2.36138
cd2ap	3134	2969.32	142	6.7768
ptprj	7223	7058.32	179	3.59372
rag2	2279	2114.32	8	0.536183
ppp2r2d	2875	2710.32	717	37.488
snai2(3of3)	1100	935.318	9	1.36357
slc48a1(1of2)	1753	1588.32	136.567	12.1843
utp20	8888	8723.32	101	1.64071
camkk2	2992	2827.32	257	12.8811
rmdn2	5154	4989.32	229.988	6.53216
bbs7	3146	2981.32	65	3.08957
actr2(2of2)	2492	2327.32	78.6896	4.79131
tk1	1244	1079.32	43	5.64562
pfkp(2of2)	3184	3019.32	28.6976	1.34688
gipc1(1of2)	1967	1802.32	33	2.59463
zbtb26	2058	1893.32	113.331	8.4824
tnk2(2of3)	5143	4978.32	30	0.853948
igfals	2232	2067.32	2	0.137093
lztr1(2of2)	1534	1369.32	91	9.41738
notch1(3of3)	3213	3048.32	26	1.20867
heatr5b	6475	6310.32	45	1.01054
fgfr3	6577	6412.32	274	6.0552
add3(2of2)	4617	4452.32	413.498	13.1607
rims1(2of2)	3313	3148.32	22.0539	0.992659
dcbld2(1of2)	3266	3101.32	72	3.28987
tecpr2(4of4)	1711	1546.32	6	0.549851
myo7a(2of8)	1863	1698.32	28.9402	2.41476
usf2(1of2)	3363	3198.32	438	19.4064
pcdhb16(3of3)	3320	3155.32	4.65621	0.209114
parg(3of3)	2734	2569.32	7	0.386076
pcdh7(2of2)	7997	7832.32	38.3372	0.693623
mapk10	5696	5531.32	118.292	3.03055
psmg4	604	441.979	222	71.1778
mid1ip1(4of4)	2659	2494.32	33	1.8748
plbd2	1920	1755.32	120	9.68765
gpr158(1of2)	6421	6256.32	132.618	3.00383
hist1h4c(5of12)	1266	1101.32	23.2605	2.99295
clec3b(1of2)	1201	1036.32	4	0.546965
crtc3	5270	5105.32	217	6.02324
ccdc53	2397	2232.32	133.122	8.45057
sike1	1797	1632.32	70	6.07696
donson	2615	2450.32	25.8823	1.49683
bora	2268	2103.32	2	0.134747
dido1(2of2)	11079	10914.3	823	10.6855
nrg2(3of3)	2417	2252.32	17	1.06958
prodh2	1767	1602.32	6.37111	0.563455
zbtb21	4560	4395.32	371	11.9613
heatr6	3972	3807.32	63.7726	2.3736
gabrr2(1of3)	2244	2079.32	42.7547	2.91377
mcoln2	3761	3596.32	43	1.69435
prmt6	1270	1105.32	20	2.5641
ddx11	3418	3253.32	35.8662	1.56226
cyp4f22	2111	1946.32	417.952	30.4303
rnd1(2of2)	3201	3036.32	68.3502	3.18996
khdrbs1(2of2)	2478	2313.32	880	53.9064
otud6b	1305	1140.32	27	3.3553
trmt2b(1of2)	1909	1744.32	11.6511	0.946526
zfp503(1of2)	2627	2462.32	97	5.5824
kcnma1(1of2)	9013	8848.32	27	0.43241
zp3(7of19)	1223	1058.32	4	0.535595
pik3cd	4795	4630.32	8	0.244834
capn5(2of4)	2604	2439.32	9	0.522838
neb(3of7)	19120	18955.3	265.614	1.98569
hipk2(1of6)	4761	4596.32	135.527	4.17839
rims2(4of4)	3902	3737.32	6.3231	0.239753
dnajc8	1696	1531.32	123	11.3824
smarca4(1of2)	6002	5837.32	23	0.558351
anp32e(1of2)	2611	2446.32	1420	82.2562
gnl2	2589	2424.32	2145	125.381
c22orf23	825	660.52	1	0.214539
gstt2b(1of2)	907	742.318	2	0.381797
slco3a1(3of3)	3126	2961.32	12.2991	0.588549
rpl8	856	691.318	33975	6964.25
rgs8(1of2)	1467	1302.32	37.4839	4.07869
chrm4(2of2)	1747	1582.32	5	0.447785
prkrir(5of5)	8212	8047.32	733	12.9076
gpr183(1of4)	1630	1465.32	5	0.483539
c11orf88	638	475.567	2	0.595952
mef2c(2of3)	3384	3219.32	21.1076	0.92911
gtpbp4	2660	2495.32	4796	272.362
arl5b(1of2)	1727	1562.32	501	45.4424
haus4	1344	1179.32	87	10.454
uqcrc1	1904	1739.32	261	21.2645
timm17a	1336	1171.32	417	50.4492
hsd17b3	1390	1225.32	2	0.231299
tp63	2821	2656.32	26	1.38703
thap4(3of6)	968	803.318	16	2.82244
LOC107380904	3035	2870.32	22	1.08614
myo7a(5of8)	861	696.318	2	0.40702
myh9(2of2)	6121	5956.32	111.042	2.64182
lrrc27	1832	1667.32	21	1.78482
fam131b(1of2)	2342	2177.32	6	0.390501
endod1(2of8)	2139	1974.32	22.1253	1.58805
cryba1(4of4)	1021	856.318	6	0.992908
gje1	1973	1808.32	152.966	11.9871
acvr2b(2of2)	2372	2207.32	29	1.86177
kalrn(1of2)	9818	9653.32	53.4681	0.784894
fam8a1(2of2)	1551	1386.32	93	9.50633
shank2(3of3)	9403	9238.32	16	0.245426
LOC107389169	3380	3215.32	113.547	5.00432
ubox5	1993	1828.32	182	14.1063
fam110b(1of2)	2784	2619.32	101	5.46419
sspo(4of4)	562	401.072	2	0.706644
crb1(3of4)	4274	4109.32	5	0.172422
syde2(1of2)	4051	3886.32	134	4.88607
surf1	1107	942.318	71	10.6771
prrt1(1of2)	1875	1710.32	7	0.579981
eif2d	2095	1930.32	77	5.65269
ube2m(2of2)	1843	1678.32	14	1.18208
ube2q2(2of2)	3248	3083.32	1684	77.3957
znf112(5of5)	819	654.52	0	0
oxa1l	1748	1583.32	662	59.2492
zfp518a(2of2)	6780	6615.32	652	13.9666
rapgef1(1of2)	3508	3343.32	5	0.211927
sept7(1of3)	2503	2338.32	109	6.60566
LOC107389325	1164	999.318	4	0.567217
fam184a(2of2)	4904	4739.32	12	0.358805
cxcl10(1of3)	972	807.318	11.4144	2.00355
rdh16(2of2)	1467	1302.32	3.05021	0.331899
strn4	5664	5499.32	365.038	9.40637
ube3a(2of2)	3744	3579.32	125	4.94883
fgb	1919	1754.32	4	0.323106
ncf2(3of3)	1761	1596.32	15.6111	1.38582
LOC107388366	2352	2187.32	144.388	9.3543
best2	2538	2373.32	3	0.179126
pmp2	565	403.95	0	0
adcyap1(1of2)	3401	3236.32	55	2.40827
zbtb5(1of2)	2889	2724.32	6	0.312095
LOC107373567	1924	1759.32	9	0.724922
acot13	998	833.318	148	25.1677
siglec1(2of6)	1731	1566.32	3.46985	0.313924
tll2(2of2)	2417	2252.32	5	0.314582
furin(2of2)	4933	4768.32	37.3116	1.10885
pip4k2c(2of2)	1764	1599.32	45	3.98722
dmbt1(2of3)	1479	1314.32	38	4.0971
lag3(1of2)	2587	2422.32	9	0.526507
ermn	2460	2295.32	54.4346	3.36066
diaph3(3of4)	5187	5022.32	10	0.282156
pkd1(3of3)	15741	15576.3	347.796	3.16412
p2rx7(9of10)	632	469.615	2.32631	0.70197
dntt(3of3)	583	421.497	1	0.336201
ptprc	4412	4247.32	18	0.600552
zc3h4(1of2)	2370	2205.32	8	0.514058
gnaq(2of4)	2224	2059.32	15	1.03219
fev	1579	1414.32	3	0.300585
mboat7	3275	3110.32	449.387	20.4743
LOC107388016	1893	1728.32	196.51	16.1122
wwc1	4274	4109.32	28	0.965564
opcml	3197	3032.32	22.2892	1.04163
cyp26c1	3032	2867.32	38	1.87802
stx3(2of2)	1660	1495.32	25	2.36919
LOC107391917	1327	1162.32	99	12.0699
emc3(2of2)	1122	957.318	746	110.427
myo15b(2of2)	1679	1514.32	2.20997	0.206806
msrb2	1224	1059.32	9	1.20395
insc(1of2)	2860	2695.32	13	0.683481
zhx1(3of3)	3476	3311.32	8	0.342359
fgf13(2of2)	2654	2489.32	17.1213	0.97465
pla1a	1867	1702.32	7	0.582707
aptx	1302	1137.32	43	5.35771
mfap4(1of4)	2517	2352.32	162.157	9.76859
hook2	3269	3104.32	528	24.1024
pdpr	2777	2612.32	188	10.1982
gtf3c6	818	653.52	126	27.3215
p2rx7(10of10)	1034	869.318	1726.73	281.475
pitpnb(2of2)	3255	3090.32	82	3.76014
magi3(4of4)	4846	4681.32	20	0.605417
epo	2312	2147.32	9	0.593935
cldn4(12of19)	2085	1920.32	5	0.368969
nefh(5of6)	764	599.641	338	79.8764
scamp4	2028	1863.32	77	5.85594
fam134c	3077	2912.32	41	1.99498
ebi3	1547	1382.32	0	0
dgat1(1of3)	2481	2316.32	297	18.1698
mfi2(1of2)	2967	2802.32	6.00039	0.303428
adcyap1(2of2)	2310	2145.32	7	0.46238
ifi27(3of3)	2643	2478.32	86.0384	4.91958
vcl(1of2)	4043	3878.32	5	0.182692
adam10(3of3)	2891	2726.32	14	0.727687
rsbn1	4350	4185.32	7942.44	268.917
kcnq1(2of2)	1005	840.318	6	1.01181
tdp1	2098	1933.32	700	51.3083
ntrk2(1of2)	4725	4560.32	8.13163	0.252683
glra2	3105	2940.32	6	0.289168
plk4	3186	3021.32	23	1.07876
ssbp1(1of2)	589	427.326	22.3755	7.42003
nfix(2of3)	1784	1619.32	7	0.612574
hipk2(2of6)	3805	3640.32	140.864	5.48343
zfp516(1of2)	6358	6193.32	107.128	2.45117
blmh(2of2)	573	411.664	8	2.75385
mgrn1	3336	3171.32	310	13.8521
dtd2(1of2)	944	779.318	311	56.5508
akap12(1of2)	5837	5672.32	242.236	6.05162
arhgap5	7647	7482.32	490.958	9.29825
chrnb2(1of3)	2053	1888.32	3	0.225133
pcdh18(1of2)	4879	4714.32	15	0.450885
tbc1d2b	4824	4659.32	83	2.52435
znf235(14of148)	2071	1906.32	35.6535	2.65033
nlrc3(15of24)	5858	5693.32	9	0.224011
selt(2of2)	1191	1026.32	183	25.2675
fam20c(4of6)	626	463.615	2	0.611316
dusp26(5of5)	1333	1168.32	11.9803	1.45312
arnt2(1of3)	356	211.563	0.981234	0.657242
papln(1of6)	1857	1692.32	13	1.08856
phtf2(2of2)	4112	3947.32	69.3202	2.48857
clptm1l(1of2)	2082	1917.32	5	0.369546
tp53rk	1012	847.318	19	3.17761
dscam(2of3)	8578	8413.32	73	1.22956
btg4(1of2)	1844	1679.32	135	11.3918
mov10(2of2)	3276	3111.32	73	3.32485
col11a1(2of4)	7030	6865.32	52	1.07334
calcoco1(1of2)	3725	3560.32	1565.91	62.3263
urm1	927	762.318	54	10.0381
cul4b(1of2)	4030	3865.32	286	10.4851
msi2	2393	2228.32	11	0.699533
gpc3	2863	2698.32	29	1.52299
synj2bp	1628	1463.32	360	34.8624
h3f3a(3of6)	1729	1564.32	238.524	21.6073
lpcat1(3of3)	2296	2131.32	7.98445	0.530872
cep152	5901	5736.32	21	0.518775
zp1(2of5)	1181	1016.32	18	2.50978
iscu(1of2)	888	723.318	77	15.0853
tcf25	2259	2094.32	215	14.5475
dap	1782	1617.32	1275	111.714
gapdh(2of2)	1212	1047.32	3	0.405915
gpc6(2of4)	4324	4159.32	100	3.40699
prss3(2of2)	1286	1121.32	5	0.631879
mxd1(1of2)	1602	1437.32	20	1.97183
chmp5(1of2)	1038	873.318	488	79.1845
myrip(2of2)	5072	4907.32	26.5952	0.767984
lin7b	1613	1448.32	32	3.13097
abcb11(2of2)	5103	4938.32	6	0.172173
slc22a3	1283	1118.32	332.197	42.0943
tdrd5	3394	3229.32	7	0.307171
fcgbp(1of3)	10130	9965.32	482.712	6.8642
znf235(62of148)	2227	2062.32	104	7.14613
mrc2(12of12)	1669	1504.32	7.30371	0.688013
srgap3(2of4)	3170	3005.32	61	2.87629
cish(1of2)	1843	1678.32	7	0.59104
tmem51(2of2)	2335	2170.32	11	0.718228
cfap99	2008	1843.32	38	2.9213
c21orf62	1610	1445.32	178	17.4522
gabbr1(1of3)	1373	1208.32	88.9284	10.4292
LOC107391421	2747	2582.32	44.1457	2.42255
sh3rf1	6694	6529.32	423.965	9.20143
iqgap1(2of2)	5657	5492.32	57	1.47066
fam78a	2546	2381.32	8	0.476064
LOC107397346	1124	959.318	39.9228	5.89727
samd3(1of10)	4078	3913.32	88.7915	3.21528
ehbp1(1of2)	9939	9774.32	85	1.23233
nucb1	1993	1828.32	163	12.6336
ubxn4	2040	1875.32	941	71.1062
mog(1of3)	1109	944.318	5	0.750317
mthfd2	2008	1843.32	18	1.38377
crcp	1457	1292.32	105	11.5136
eif2s3	1808	1643.32	1791	154.443
zbtb48(1of2)	12619	12454.3	26	0.295833
sptbn1(6of6)	5675	5510.32	20	0.514335
hdac9	3276	3111.32	53.3326	2.42908
figf	1657	1492.32	6.87846	0.653165
auh	1693	1528.32	53	4.91423
bcas2	2417	2252.32	169	10.6329
mrps18a	1103	938.318	958.094	144.694
elavl1(1of2)	1573	1408.32	1096	110.282
mrpl2	1081	916.318	1051	162.536
fam173a(2of2)	1189	1024.32	2566	354.989
ptpre(2of2)	3241	3076.32	39.0366	1.79818
nfix(1of3)	7304	7139.32	19.8729	0.394454
zc3h3	2982	2817.32	47.2976	2.37901
ugt2a2(5of7)	1823	1658.32	3.02571	0.258555
fanci	4707	4542.32	37.7235	1.17687
ash1l(2of2)	6638	6473.32	633	13.857
mysm1	3017	2852.32	2819	140.052
dhx15(1of2)	2699	2534.32	309	17.2779
ext1(4of4)	5289	5124.32	113.244	3.13163
igfbp5(2of2)	1989	1824.32	2	0.155354
LOC107373368	1368	1203.32	13.8179	1.62726
pik3ip1	2113	1948.32	424	30.8389
dnajc25	1910	1745.32	99	8.0381
slitrk3(2of2)	4778	4613.32	14	0.430039
ap1b1	4244	4079.32	67.7086	2.35206
rttn	6877	6712.32	26	0.548901
csmd3(8of9)	5437	5272.32	16	0.430042
sept7(3of3)	2043	1878.32	80	6.03551
c8orf82	1659	1494.32	19.3281	1.8329
znf146(5of7)	1256	1091.32	172.355	22.3803
st8sia2	1792	1627.32	9	0.783724
txlna	3014	2849.32	535	26.6076
LOC107389541	2979	2814.32	8	0.402819
usp53(1of2)	4736	4571.32	31	0.960978
c1orf131	1970	1805.32	27.1259	2.12923
ncoa1	8825	8660.32	334.37	5.47126
atad2(2of2)	4031	3866.32	7	0.256563
dapk2	2075	1910.32	300	22.254
tm2d1	797	632.52	435	97.4559
slc30a10	1931	1766.32	12	0.962732
tatdn1	1455	1290.32	7	0.768766
zfp574	3962	3797.32	34	1.26881
eno1	1895	1730.32	1080	88.4486
itga6(1of3)	3884	3719.32	27	1.02871
srrm5	1996	1831.32	32.1341	2.48654
guf1	2331	2166.32	71	4.64439
ap3m2	1977	1812.32	52	4.06595
cadm2(2of3)	3105	2940.32	62	2.98807
caskin1(2of5)	3300	3135.32	97.0985	4.38858
glyatl3	1406	1241.32	19.7492	2.25455
numa1	6183	6018.32	76	1.7895
mical3(2of6)	573	411.664	1	0.344231
tjp1(1of2)	7574	7409.32	297	5.6803
usp12(1of5)	2246	2081.32	9.55609	0.650631
eml2(1of2)	895	730.318	5.039	0.977745
nefl(1of3)	2226	2061.32	5	0.34373
tmem53(3of3)	1498	1333.32	7	0.743973
map3k7	3107	2942.32	1074.63	51.7563
chpf	5545	5380.32	17	0.447748
nol4l(1of2)	2639	2474.32	43	2.46267
dffa	1509	1344.32	62	6.53556
sms	2193	2028.32	960	67.07
irak1bp1	893	728.318	24	4.66964
LOC107389053	5125	4960.32	554.012	15.8271
cttnbp2	5646	5481.32	326	8.42802
tjp2	4582	4417.32	165.678	5.31495
rock2(2of4)	2492	2327.32	16.0703	0.978501
slc18a3(2of2)	2492	2327.32	13	0.791554
rtl1(8of17)	528	368.55	26.9394	10.3582
use1	1411	1246.32	95.6668	10.8774
fzd4	4035	3870.32	116	4.24722
cdh23(1of3)	1577	1412.32	2	0.200674
pdzd11	1636	1471.32	144.783	13.9446
asap2(1of2)	4547	4382.32	735	23.7671
axdnd1	3384	3219.32	16	0.704286
LOC107385466	1633	1468.32	136	13.1254
rps6kc1	4607	4442.32	42	1.33978
hectd3	2952	2787.32	27	1.37268
spata2(2of2)	1952	1787.32	110	8.72135
kcmf1(1of2)	2350	2185.32	777	50.3848
gas1(2of3)	3567	3402.32	178	7.41375
mpst(1of2)	2746	2581.32	385.999	21.1903
foxh1(1of2)	1952	1787.32	5	0.396425
flad1	1940	1775.32	15	1.19731
fads2(1of4)	1859	1694.32	4	0.334548
ate1	2073	1908.32	99	7.35152
fbxo40(2of3)	3503	3338.32	5	0.212244
arhgef18(1of2)	7298	7133.32	165	3.27782
cd200r1	1998	1833.32	7	0.54107
dhdh(2of3)	1147	982.318	83	11.9734
hsd11b1l(1of2)	1603	1438.32	218.697	21.5467
tacc2	10425	10260.3	311	4.29529
ubn1	2820	2655.32	3	0.160102
sort1(2of3)	5015	4850.32	120	3.50594
papln(2of6)	1351	1186.32	3.72575	0.445047
sertm1	1688	1523.32	17.9299	1.66794
igsf21	2912	2747.32	9	0.464223
pde4dip(2of3)	8046	7881.32	29	0.521425
wwox	1985	1820.32	9.17831	0.71451
pet117	282	150.973	3	2.81589
ninj1(2of2)	1260	1095.32	5	0.646878
LOC107377679	1425	1260.32	68	7.64578
aldob	1404	1239.32	4466	510.657
nalcn	6047	5882.32	43	1.03589
phf5a	501	343.174	110	45.4226
adcy2(1of4)	4818	4653.32	38.2307	1.16424
ufl1	2651	2486.32	473	26.9586
pknox2	3377	3212.32	25.6084	1.12968
tex2(4of4)	3664	3499.32	17	0.688428
slc29a3	2120	1955.32	15.0023	1.08726
tmem132d(7of7)	3419	3254.32	3	0.130633
zfp280d	4121	3956.32	288	10.3156
hcrtr2	2235	2070.32	8.19928	0.561218
grip2	5291	5126.32	27.7718	0.7677
ccdc149(1of2)	2463	2298.32	87	5.36416
cib1	892	727.318	12	2.33803
neu1(1of2)	1881	1716.32	26.7359	2.20745
clspn	4382	4217.32	70	2.35209
gpat4(1of2)	3008	2843.32	234	11.6623
snx22	1247	1082.32	689	90.2105
adssl1	1601	1436.32	9	0.887943
rec114	996	831.318	0	0
tmem55a	1143	978.318	569	82.4186
ptdss1(4of4)	2560	2395.32	392.184	23.2017
klf11(2of2)	2229	2064.32	50	3.43231
